Time	T_+ve	T_-ve	Flux	Fluxpos	Fluxneg
73.9844583014111	0.433880669829946	-0.453893294781153	6.04956464830852e-09	7.55566526173984e-10	-7.34456862640714e-10
74.9349961482166	0.579303857322287	-0.516657176975613	4.89348358213821e-09	6.28820516876884e-10	-5.953498168898e-10
75.9781508746115	0.448890136348112	-0.463850869072587	5.88789305189917e-09	7.54297968037028e-10	-7.15776641423741e-10
76.9103568355728	0.47909015502016	-0.483315824613243	5.60126243817959e-09	7.1678699425416e-10	-6.80856709391387e-10
77.9195250961631	0.443137891648931	-0.53007810557007	5.54537265254751e-09	6.98673899438741e-10	-6.74269422843534e-10
79.0593989517049	0.732834038559972	-0.696735963892934	5.9203933444867e-09	6.09663588023363e-10	-5.77090260984219e-10
87.082	0.318	-0.358	2.528364912e-09	3.84185048e-10	-3.84255568e-10
87.760	0.249	-0.359	2.809271872e-09	4.2685584e-10	-4.26924984e-10
88.407	0.291	-0.397	2.51851516e-09	3.75506272e-10	-3.755706e-10
89.050	0.366	-0.352	2.412534952e-09	3.59700504e-10	-3.59758984e-10
89.680	0.370	-0.264	2.737820664e-09	4.0820244e-10	-4.08270896e-10
90.320	0.306	-0.270	2.92239524e-09	4.52612152e-10	-4.52689552e-10
90.937	0.301	-0.311	2.833325384e-09	4.22438536e-10	-4.22506992e-10
91.548	0.377	-0.310	2.525036712e-09	3.764736e-10	-3.76534488e-10
92.236	0.221	-0.311	3.259750536e-09	4.86030376e-10	-4.86119128e-10
92.855	0.365	-0.398	2.239576912e-09	3.40301656e-10	-3.403627848e-10
93.466	0.270	-0.246	3.339707832e-09	5.11169208e-10	-5.11260712e-10
94.067	0.299	-0.331	2.714022744e-09	4.12389608e-10	-4.12460816e-10
94.645	0.301	-0.279	2.819214504e-09	4.53853648e-10	-4.53916944e-10
95.290	0.364	-0.344	2.344182152e-09	3.70111664e-10	-3.70164984e-10
95.981	0.360	-0.327	3.72347664e-09	4.60848888e-10	-4.6097892e-10
96.592	0.262	-0.251	3.3842548e-09	5.0459812e-10	-5.04693408e-10
97.116	0.255	-0.263	3.233409768e-09	5.00788664e-10	-5.00879824e-10
97.753	0.311	-0.383	3.6251408e-09	4.43019712e-10	-4.43146648e-10
98.395	0.381	-0.331	3.323491672e-09	4.18831696e-10	-4.18935584e-10
99.032	0.364	-0.255	2.72864584e-09	4.06829536e-10	-4.06894208e-10
99.664	0.258	-0.269	3.116475912e-09	4.82659864e-10	-4.82734168e-10
100.243	0.284	-0.321	4.07855688e-09	5.11247984e-10	-5.11365976e-10
100.802	0.236	-0.275	3.261405864e-09	4.95551264e-10	-4.9562832e-10
101.368	0.369	-0.330	3.56230576e-09	4.40871088e-10	-4.40973944e-10
102.003	0.257	-0.266	3.229830448e-09	4.81553904e-10	-4.81630272e-10
102.560	0.278	-0.300	2.921759184e-09	4.35627496e-10	-4.35700768e-10
103.156	0.245	-0.318	2.962155104e-09	4.50081e-10	-4.50150144e-10
103.678	0.251	-0.278	3.151647848e-09	4.78873456e-10	-4.78947416e-10
104.224	0.235	-0.295	3.141077416e-09	4.77267664e-10	-4.7734128e-10
104.745	0.232	-0.286	3.263171272e-09	4.86531928e-10	-4.86614488e-10
105.228	0.250	-0.252	3.367270144e-09	5.02058024e-10	-5.02147464e-10
105.718	0.278	-0.240	3.263216336e-09	4.86541216e-10	-4.86626184e-10
106.281	0.288	-0.285	2.948975776e-09	4.39686352e-10	-4.39761e-10
106.883	0.282	-0.314	4.22030552e-09	5.15730992e-10	-5.15862056e-10
107.419	0.303	-0.254	3.0337704e-09	4.52329728e-10	-4.52407472e-10
108.057	0.306	-0.335	3.94691496e-09	4.84789568e-10	-4.84914096e-10
108.676	0.298	-0.314	3.354933272e-09	4.62302976e-10	-4.6239448e-10
109.300	0.304	-0.326	2.681280136e-09	3.99773408e-10	-3.9984152e-10
109.915	0.314	-0.311	3.425332184e-09	4.53796888e-10	-4.5389252e-10
110.542	0.389	-0.314	2.334379184e-09	3.615268e-10	-3.61577368e-10
111.228	0.439	-0.296	2.265423008e-09	3.44210872e-10	-3.44259376e-10
111.986	0.403	-0.319	3.428893616e-09	4.22175376e-10	-4.22278232e-10
112.774	0.305	-0.385	3.60735944e-09	4.46450768e-10	-4.46557752e-10
113.329	0.347	-0.250	2.78460432e-09	4.2309936e-10	-4.2316128e-10
113.947	0.233	-0.270	3.428523472e-09	5.0558196e-10	-5.05655576e-10
114.544	0.348	-0.364	2.372919912e-09	3.5378508e-10	-3.53835992e-10
115.234	0.280	-0.342	2.71188616e-09	4.04322808e-10	-4.04380944e-10
115.891	0.436	-0.377	1.958420552e-09	3.152714936e-10	-3.15310572e-10
116.656	0.287	-0.329	2.743237976e-09	4.08995016e-10	-4.0905212e-10
117.244	0.332	-0.301	2.590099496e-09	4.011212e-10	-4.01170392e-10
117.894	0.280	-0.318	2.784637688e-09	4.23093856e-10	-4.2314752e-10
118.560	0.363	-0.386	2.222582968e-09	3.376966816e-10	-3.377401288e-10
119.175	0.279	-0.252	3.16560324e-09	4.84492352e-10	-4.84557024e-10
119.755	0.320	-0.301	2.720168304e-09	4.055588e-10	-4.05618312e-10
120.437	0.341	-0.363	2.397320176e-09	3.57423912e-10	-3.57475856e-10
121.230	0.415	-0.451	1.921553728e-09	2.919608152e-10	-2.920000656e-10
122.036	0.472	-0.391	1.929509416e-09	2.93173484e-10	-2.932159336e-10
122.869	0.250	-0.361	2.767759328e-09	4.12658616e-10	-4.12722256e-10
123.514	0.357	-0.396	2.244344752e-09	3.346150608e-10	-3.346627392e-10
124.265	0.419	-0.394	2.0773386e-09	3.097139672e-10	-3.097567264e-10
125.042	0.322	-0.358	2.485194288e-09	3.7052412e-10	-3.70577096e-10
125.726	0.454	-0.362	2.038810944e-09	3.097765752e-10	-3.098179928e-10
126.689	0.504	-0.509	1.6684344e-09	2.487449896e-10	-2.487756056e-10
127.600	0.443	-0.407	1.986067144e-09	2.960984128e-10	-2.961331912e-10
128.410	0.419	-0.367	2.14782592e-09	3.20211884e-10	-3.202471784e-10
129.377	0.514	-0.548	1.610828848e-09	2.401532112e-10	-2.4017994e-10
130.438	0.402	-0.547	1.743205896e-09	2.752106984e-10	-2.75238184e-10
131.289	0.490	-0.449	1.812166888e-09	2.753304448e-10	-2.753593064e-10
132.319	0.439	-0.540	1.764866544e-09	2.63114936e-10	-2.63141596e-10
