Time    	T_+ve   	T_-ve   	Flux    	Fluxpos 	Fluxneg
355.70159179951	0.365297205299953	-0.344593789931025	7.23403859676947e-09	9.18035352841595e-10	-8.79312576855256e-10
356.38306106715	0.308304906901469	-0.316172062340513	8.19937517506092e-09	1.02618708978529e-09	-9.96301639319393e-10
357.017878543857	0.303299432377059	-0.326512569804947	8.24790755178213e-09	1.01139978893606e-09	-9.93459978897876e-10
357.60099922255	0.310881764243732	-0.27982124631626	8.69907679686378e-09	1.08446074935159e-09	-1.0565366245192e-09
358.262603273929	0.373384739918322	-0.350722287134715	7.08739050204537e-09	9.29868168923316e-10	-8.62871150025706e-10
358.898045626949	0.262797344956198	-0.262057613101774	9.79799168903344e-09	1.29927962217081e-09	-1.19278767251909e-09
359.528975553414	0.377323458395892	-0.368132581509144	6.88513139776e-09	9.141810155674e-10	-8.38265312950068e-10
360.399064196904	0.504444823901167	-0.492765185093845	8.41530702390088e-09	8.61620927365986e-10	-8.03160650236223e-10
369.150	0.242	-0.336	4.25608209e-09	5.27091786e-10	-5.27091786e-10
369.737	0.316	-0.345	3.76654239e-09	4.60157139e-10	-4.60157139e-10
370.353	0.305	-0.300	4.02666147e-09	5.05556532e-10	-5.05556532e-10
370.898	0.276	-0.240	5.12937711e-09	6.12209637e-10	-6.12209637e-10
371.462	0.287	-0.288	4.32636282e-09	5.28550191e-10	-5.28550191e-10
372.016	0.295	-0.268	4.42215072e-09	5.40252531e-10	-5.4025218e-10
372.615	0.249	-0.304	4.49321418e-09	5.48934165e-10	-5.48933814e-10
373.134	0.255	-0.270	5.01860502e-09	5.95599615e-10	-5.95599615e-10
373.682	0.276	-0.294	4.32258606e-09	5.3532765e-10	-5.3532765e-10
374.220	0.256	-0.262	4.80201696e-09	5.86660698e-10	-5.86660347e-10
374.786	0.298	-0.310	4.04451684e-09	5.00890689e-10	-5.00890689e-10
375.313	0.273	-0.229	5.02924032e-09	6.09886017e-10	-6.09885666e-10
375.877	0.245	-0.290	4.59543942e-09	5.69119122e-10	-5.69119122e-10
376.348	0.277	-0.227	5.18257818e-09	6.23011662e-10	-6.23011662e-10
376.870	0.326	-0.245	4.30919892e-09	5.33670228e-10	-5.33669877e-10
377.467	0.235	-0.271	5.5813563e-09	6.40226457e-10	-6.40226106e-10
377.958	0.247	-0.257	6.26433561e-09	6.79464045e-10	-6.79463694e-10
378.448	0.282	-0.243	4.73690295e-09	5.78705985e-10	-5.78705634e-10
379.074	0.302	-0.344	3.77121771e-09	4.7348496e-10	-4.73484609e-10
379.610	0.283	-0.235	4.86701865e-09	5.9021352e-10	-5.9021352e-10
380.154	0.263	-0.260	4.7465028e-09	5.79878676e-10	-5.79878676e-10
380.681	0.240	-0.265	5.40075276e-09	6.39018666e-10	-6.39018666e-10
381.196	0.304	-0.275	4.35792474e-09	5.28476832e-10	-5.28476481e-10
381.798	0.292	-0.298	4.11819525e-09	5.17048974e-10	-5.17048623e-10
382.314	0.291	-0.223	4.82883687e-09	5.89937283e-10	-5.89936932e-10
382.863	0.245	-0.258	5.02822593e-09	6.13383381e-10	-6.13383381e-10
383.417	0.346	-0.308	3.75361506e-09	4.64864049e-10	-4.64864049e-10
384.049	0.226	-0.286	4.79629215e-09	5.9399379e-10	-5.93993439e-10
384.552	0.243	-0.277	3.446667315e-09	5.01644286e-10	-5.01643935e-10
385.040	0.264	-0.245	4.87928259e-09	5.96100141e-10	-5.9609979e-10
385.562	0.243	-0.258	4.94848224e-09	6.04554327e-10	-6.04553976e-10
386.092	0.290	-0.286	4.30701921e-09	5.26187259e-10	-5.26186908e-10
386.714	0.329	-0.332	3.7512774e-09	4.58292276e-10	-4.58292276e-10
387.284	0.265	-0.240	4.98707469e-09	6.04772649e-10	-6.04772298e-10
387.883	0.309	-0.335	3.81588246e-09	4.72575519e-10	-4.72575519e-10
388.455	0.270	-0.262	3.179364669e-09	4.82218893e-10	-4.82218893e-10
388.969	0.258	-0.244	5.31777285e-09	6.26706639e-10	-6.26706288e-10
389.498	0.277	-0.271	4.48484283e-09	5.55422751e-10	-5.554224e-10
390.017	0.303	-0.243	4.54370553e-09	5.55102639e-10	-5.55102639e-10
390.642	0.310	-0.321	3.9271986e-09	4.79784357e-10	-4.79784006e-10
391.295	0.337	-0.343	3.64957515e-09	4.45867227e-10	-4.45867227e-10
391.902	0.246	-0.270	4.8074715e-09	5.87327247e-10	-5.87326896e-10
392.409	0.249	-0.261	3.430836513e-09	5.04711324e-10	-5.04711324e-10
392.981	0.247	-0.323	4.31247375e-09	5.34075633e-10	-5.34075282e-10
393.501	0.282	-0.273	4.4231616e-09	5.47783587e-10	-5.47783236e-10
394.080	0.267	-0.297	4.35340035e-09	5.39144073e-10	-5.39144073e-10
394.619	0.309	-0.273	4.26338991e-09	5.20856973e-10	-5.20856973e-10
395.238	0.277	-0.310	4.13899551e-09	5.19660414e-10	-5.19660414e-10
395.844	0.312	-0.328	3.87257949e-09	4.73111847e-10	-4.73111496e-10
396.435	0.264	-0.279	3.023688096e-09	4.59989361e-10	-4.59989361e-10
397.024	0.343	-0.326	3.67021395e-09	4.54535172e-10	-4.54535172e-10
397.683	0.416	-0.315	3.392036973e-09	4.14403938e-10	-4.14403938e-10
398.356	0.310	-0.257	4.3260048e-09	5.35751658e-10	-5.35751307e-10
398.965	0.278	-0.298	2.89003923e-09	4.30821963e-10	-4.30821963e-10
399.486	0.314	-0.243	4.45416192e-09	5.44163373e-10	-5.44163373e-10
