Time    	T_+ve   	T_-ve   	Flux    	Fluxpos 	Fluxneg
412.804193081869	3.33814590929597	-3.12271006834203	1.46250344113914e-10	3.04968738632931e-11	-3.04967066894136e-11
445.661	8.584	-11.475	1.24158138e-10	2.776260265e-11	-2.776260265e-11
462.855	13.955	-8.611	1.10572429e-10	2.47642011e-11	-2.47642011e-11
485.820	8.542	-9.010	1.41031748e-10	3.15859775e-11	-3.15859775e-11
507.148	17.301	-12.787	9.1095137e-11	1.9449721e-11	-1.9449721e-11
543.787	15.764	-19.338	7.46850595e-11	1.637213775e-11	-1.637213775e-11
579.077	15.577	-19.525	7.74877425e-11	1.65925359e-11	-1.65925359e-11
611.969	20.296	-17.314	6.6131927e-11	1.481114515e-11	-1.481114515e-11
655.849	16.532	-23.585	6.7737681e-11	1.45258722e-11	-1.45258722e-11
713.083	24.489	-40.702	4.3930715e-11	9.1856381e-12	-9.1856381e-12
768.114	32.141	-30.542	3.96401065e-11	8.90636915e-12	-8.90636915e-12
845.309	35.180	-45.054	3.266548485e-11	7.14989105e-12	-7.14989105e-12
938.151	57.675	-57.662	2.146651595e-11	4.8541866e-12	-4.8541866e-12
1065.440	60.767	-69.614	1.90773545e-11	4.3139293e-12	-4.3139293e-12
1217.204	104.574	-90.997	1.261241715e-11	2.852024425e-12	-2.852024425e-12
1433.875	58.400	-112.097	1.02117454e-11	2.212762745e-12	-2.212762745e-12
6934.710	1811.527	-658.883	1.16651558e-12	2.36366657e-13	-2.36366657e-13
13386.401	4586.948	-1289.369	5.3709414e-13	1.44289471e-13	-1.44289471e-13
21923.111	18942.161	-3949.762	4.07811035e-13	8.4238569e-14	-8.4238569e-14
89080.252	4291.888	-17383.719	1.06696136e-13	3.87451708e-14	-3.162999235e-14
