Time	T_+ve	T_-ve	Flux	Fluxpos	Fluxneg
148.141294939221	0.453429077072485	-0.425449967189479	2.14432253596692e-09	3.19907273462298e-10	-3.20070355578813e-10
148.922388135107	0.387546855401695	-0.327664118814312	2.59275668697996e-09	3.86652504436414e-10	-3.86746115267567e-10
149.817362665476	0.612543345152375	-0.507427674966635	2.36582827805531e-09	2.93533754158702e-10	-2.93588953258971e-10
158.652	0.543	-0.448	1.822812666e-09	2.868583059e-10	-2.868701406e-10
159.721	0.520	-0.526	1.794237802e-09	2.675007965e-10	-2.675138568e-10
160.847	0.512	-0.607	1.677284539e-09	2.500656407e-10	-2.500784712e-10
161.826	0.494	-0.466	1.953725513e-09	2.912824155e-10	-2.912983866e-10
162.833	0.560	-0.513	1.683725067e-09	2.649777457e-10	-2.64992338e-10
164.075	0.685	-0.682	1.347850536e-09	2.064386086e-10	-2.064517072e-10
165.394	0.630	-0.635	1.45591322e-09	2.229940134e-10	-2.230102909e-10
166.593	0.724	-0.568	1.453199665e-09	2.16671143e-10	-2.166889908e-10
168.031	0.810	-0.715	1.208864432e-09	1.851607372e-10	-1.85177053e-10
169.478	0.624	-0.637	1.501744532e-09	2.239164306e-10	-2.239384531e-10
170.858	0.676	-0.756	1.297752987e-09	1.98780064e-10	-1.987997885e-10
172.255	0.691	-0.720	1.342669695e-09	2.002044793e-10	-2.002275742e-10
173.738	0.978	-0.792	1.070099319e-09	1.595644642e-10	-1.595843036e-10
175.497	0.918	-0.782	1.030957485e-09	1.714627805e-10	-1.714812028e-10
177.358	0.985	-0.944	9.45244383e-10	1.487826312e-10	-1.488028153e-10
179.272	0.975	-0.929	9.91250726e-10	1.518491207e-10	-1.518728667e-10
181.414	1.325	-1.167	7.72633943e-10	1.183635839e-10	-1.183843808e-10
183.770	0.905	-1.030	9.75818124e-10	1.536114569e-10	-1.536411394e-10
185.940	1.028	-1.265	8.39774609e-10	1.286600027e-10	-1.286884979e-10
187.564	0.438	-0.595	1.898873019e-09	2.832091968e-10	-2.832791709e-10
188.388	0.330	-0.386	2.692740482e-09	4.12565302e-10	-4.12666031e-10
189.037	0.262	-0.319	3.310236828e-09	5.07176643e-10	-5.07301501e-10
189.561	0.266	-0.262	3.644650597e-09	5.58416681e-10	-5.58556093e-10
190.168	0.298	-0.341	4.47128371e-09	5.66838468e-10	-5.6705831e-10
190.758	0.276	-0.292	4.9084514e-09	6.45472198e-10	-6.45708126e-10
191.377	0.296	-0.343	4.59390499e-09	5.61701289e-10	-5.61934919e-10
191.906	0.272	-0.233	6.24045646e-09	7.36101105e-10	-7.36428953e-10
192.440	0.246	-0.262	6.19680978e-09	7.30994183e-10	-7.31343479e-10
192.970	0.259	-0.283	5.41959171e-09	6.69603879e-10	-6.69900321e-10
193.471	0.269	-0.242	6.9602973e-09	7.80890274e-10	-7.81313872e-10
194.008	0.239	-0.268	7.00921023e-09	7.86377515e-10	-7.86803794e-10
194.502	0.259	-0.255	6.64358311e-09	7.5302779e-10	-7.53427259e-10
195.028	0.244	-0.267	6.54450101e-09	7.65165826e-10	-7.65546528e-10
195.499	0.274	-0.228	6.37199398e-09	7.4651679e-10	-7.46886385e-10
196.011	0.266	-0.237	6.1755303e-09	7.33615435e-10	-7.33978136e-10
196.537	0.252	-0.261	8.06020819e-09	8.44732161e-10	-8.45276021e-10
197.050	0.248	-0.261	6.72636856e-09	7.69252819e-10	-7.69661097e-10
197.546	0.253	-0.248	6.63385491e-09	7.61765935e-10	-7.6217766e-10
198.012	0.330	-0.212	7.34340454e-09	8.1310517e-10	-8.12207035e-10
198.871	0.455	-0.529	7.99201121e-09	1.10134331e-09	-1.025642594e-09
199.750	0.438	-0.423	9.13136727e-09	1.254713745e-09	-1.172310529e-09
200.636	0.475	-0.448	8.61799024e-09	1.163629068e-09	-1.087645315e-09
201.563	0.517	-0.452	8.20685889e-09	1.069123435e-09	-1.035688301e-09
202.495	0.420	-0.415	9.76337855e-09	1.291264584e-09	-1.192902907e-09
203.396	0.547	-0.481	7.83056905e-09	1.050766245e-09	-9.72254692e-10
204.480	0.420	-0.537	8.41249925e-09	1.127684135e-09	-1.044907877e-09
205.465	0.461	-0.564	7.39602874e-09	1.064367341e-09	-9.97554906e-10
206.386	0.531	-0.461	7.82513428e-09	1.094140612e-09	-1.02087118e-09
207.408	0.536	-0.490	7.65958636e-09	1.050228513e-09	-9.83723627e-10
208.423	0.378	-0.478	9.29883019e-09	1.259526906e-09	-1.174476777e-09
209.291	0.429	-0.491	8.65471994e-09	1.179294917e-09	-1.092389153e-09
210.270	0.528	-0.550	7.56219712e-09	1.001674071e-09	-9.24077888e-10
211.363	0.540	-0.565	7.1225361e-09	9.78224896e-10	-9.14480291e-10
212.353	0.419	-0.450	9.39078466e-09	1.233940208e-09	-1.148769434e-09
213.402	0.511	-0.631	7.0553962e-09	9.45988552e-10	-8.76322384e-10
214.471	0.513	-0.558	7.17059494e-09	1.01914002e-09	-9.50951466e-10
215.536	0.479	-0.551	7.82295884e-09	1.052176068e-09	-9.71421667e-10
216.492	0.501	-0.477	8.23544218e-09	1.103872642e-09	-1.022670897e-09
217.509	0.505	-0.516	7.79842386e-09	1.032783246e-09	-9.84142629e-10
218.602	0.606	-0.588	6.67118975e-09	8.82222882e-10	-8.41888003e-10
219.672	0.446	-0.464	8.34069824e-09	1.178745312e-09	-1.12454162e-09
220.758	0.635	-0.640	6.1598273e-09	8.44459848e-10	-7.90193727e-10
222.109	0.732	-0.717	5.29531587e-09	7.50782261e-10	-7.0241817e-10
223.560	0.719	-0.719	5.59760245e-09	7.50098223e-10	-6.95278284e-10
224.952	0.613	-0.673	6.20317141e-09	8.52524296e-10	-7.89335041e-10
226.150	0.591	-0.585	6.92277862e-09	9.08808827e-10	-8.47017139e-10
227.338	0.645	-0.597	6.4036068e-09	8.65072142e-10	-8.09182867e-10
228.536	0.500	-0.553	7.72976728e-09	1.021663224e-09	-9.44743036e-10
229.914	0.761	-0.878	4.90905654e-09	6.5252476e-10	-6.10504681e-10
231.561	0.836	-0.887	4.50871813e-09	6.02021997e-10	-5.79033954e-10
233.115	0.833	-0.718	4.88473604e-09	6.82356247e-10	-6.49134827e-10
234.452	0.304	-0.504	4.48813571e-09	5.55885051e-10	-5.54737583e-10
235.049	0.270	-0.294	4.99030233e-09	6.21258938e-10	-6.21503292e-10
235.622	0.324	-0.302	4.49411434e-09	5.59487932e-10	-5.5970854e-10
236.256	0.315	-0.310	4.5646323e-09	5.58107983e-10	-5.58331655e-10
236.908	0.278	-0.337	4.63059639e-09	5.66159409e-10	-5.66378868e-10
237.488	0.293	-0.301	4.73631205e-09	5.89607818e-10	-5.89822298e-10
238.124	0.341	-0.344	4.16152097e-09	5.08805925e-10	-5.09001638e-10
238.791	0.339	-0.326	4.22975625e-09	5.2655223e-10	-5.26746411e-10
239.393	0.321	-0.262	3.656446614e-09	5.24589738e-10	-5.24729916e-10
239.977	0.300	-0.263	3.277136819e-09	5.15917086e-10	-5.16036582e-10
240.613	0.297	-0.337	4.50052959e-09	5.50262611e-10	-5.50478623e-10
241.176	0.278	-0.266	3.51677877e-09	5.24521181e-10	-5.24655614e-10
241.767	0.379	-0.313	3.697812146e-09	4.83259442e-10	-4.83416472e-10
242.394	0.275	-0.248	3.672613044e-09	5.56217112e-10	-5.56351545e-10
243.003	0.328	-0.334	4.30695756e-09	5.26566401e-10	-5.26757135e-10
243.552	0.309	-0.221	3.475084624e-09	5.47068774e-10	-5.47189802e-10
244.147	0.223	-0.285	5.60205674e-09	6.84873706e-10	-6.85105038e-10
244.676	0.294	-0.305	3.189245596e-09	4.88610335e-10	-4.88714511e-10
245.357	0.336	-0.387	4.04280629e-09	4.94251542e-10	-4.94419679e-10
245.905	0.321	-0.213	3.674734098e-09	5.48053467e-10	-5.48179091e-10
246.466	0.324	-0.240	3.655834963e-09	5.49090248e-10	-5.4921434e-10
247.055	0.284	-0.265	3.299085783e-09	5.48768528e-10	-5.48872321e-10
247.641	0.352	-0.301	3.804955247e-09	5.04279248e-10	-5.0442632e-10
248.318	0.370	-0.325	4.19790597e-09	5.13215021e-10	-5.13390818e-10
249.113	0.307	-0.425	2.631784883e-09	4.03211676e-10	-4.03302064e-10
249.676	0.271	-0.256	3.807141028e-09	5.61607454e-10	-5.61741887e-10
250.274	0.273	-0.328	3.707621159e-09	5.26531165e-10	-5.26660619e-10
250.849	0.285	-0.302	3.340718649e-09	4.98230146e-10	-4.98340067e-10
251.446	0.318	-0.312	3.114181426e-09	4.64445333e-10	-4.64547594e-10
252.079	0.346	-0.314	2.971479073e-09	4.43167385e-10	-4.43267731e-10
252.882	0.368	-0.458	2.152284586e-09	3.681688229e-10	-3.682327456e-10
253.516	0.280	-0.266	3.455730868e-09	5.44002859e-10	-5.44112397e-10
254.100	0.298	-0.304	3.261512334e-09	4.8641e-10	-4.86513027e-10
254.814	0.288	-0.417	2.783889503e-09	4.15177362e-10	-4.1526392e-10
255.410	0.325	-0.308	2.975067017e-09	4.55780724e-10	-4.55869197e-10
256.048	0.287	-0.313	3.123691316e-09	4.78545095e-10	-4.786351e-10
256.718	0.366	-0.383	2.500440778e-09	3.83064727e-10	-3.83137114e-10
257.525	0.369	-0.441	2.269197634e-09	3.572088183e-10	-3.572756518e-10
258.235	0.253	-0.341	3.212225596e-09	4.79059081e-10	-4.79160193e-10
258.937	0.447	-0.449	2.128740044e-09	3.174695043e-10	-3.175350356e-10
259.741	0.376	-0.357	2.457066411e-09	3.97522211e-10	-3.97588853e-10
260.500	0.409	-0.383	2.411039386e-09	3.595641151e-10	-3.596350084e-10
261.289	0.449	-0.380	2.302325602e-09	3.433585425e-10	-3.434301635e-10
262.114	0.505	-0.376	2.126637374e-09	3.258063802e-10	-3.258724477e-10
263.228	0.561	-0.609	1.538427506e-09	2.488999419e-10	-2.489425698e-10
264.347	0.645	-0.558	1.557225912e-09	2.385669849e-10	-2.386130981e-10
265.497	0.532	-0.505	1.805359356e-09	2.765786242e-10	-2.766308271e-10
266.441	0.369	-0.412	2.441839097e-09	3.641592342e-10	-3.642320425e-10
267.327	0.464	-0.516	1.945522036e-09	2.901380498e-10	-2.901939678e-10
268.244	0.538	-0.453	1.924506826e-09	2.870028118e-10	-2.870574659e-10
269.403	0.576	-0.621	1.562848352e-09	2.394201557e-10	-2.394620559e-10
270.374	0.379	-0.395	2.464308558e-09	3.675004496e-10	-3.675687002e-10
271.475	0.754	-0.722	1.267210269e-09	1.941307887e-10	-1.941651821e-10
272.789	0.613	-0.559	1.596057133e-09	2.445076979e-10	-2.445505173e-10
274.145	0.553	-0.743	1.4724818e-09	2.195917095e-10	-2.196334182e-10
275.280	0.793	-0.583	1.386761421e-09	2.068082036e-10	-2.068474228e-10
276.774	0.752	-0.702	1.310062224e-09	1.95365619e-10	-1.954003188e-10
278.144	0.608	-0.618	1.523132401e-09	2.333328686e-10	-2.333720878e-10
279.574	0.994	-0.822	1.027867824e-09	1.574631347e-10	-1.574902511e-10
281.531	0.934	-0.963	9.84465498e-10	1.508114205e-10	-1.508359708e-10
283.364	0.822	-0.899	1.106077573e-09	1.649430864e-10	-1.649708539e-10
285.012	0.820	-0.827	1.15505906e-09	1.722477773e-10	-1.722769619e-10
286.979	1.001	-1.146	8.73200168e-10	1.357832665e-10	-1.358036038e-10
289.114	1.179	-1.133	8.09329556e-10	1.239826152e-10	-1.240029908e-10
291.126	0.827	-0.833	1.106034677e-09	1.741016888e-10	-1.741308351e-10
292.861	1.043	-0.908	9.77491068e-10	1.457737066e-10	-1.458014358e-10
295.179	1.016	-1.274	7.86124352e-10	1.2718281e-10	-1.272028792e-10
297.145	0.993	-0.950	9.85093235e-10	1.469058163e-10	-1.469328944e-10
299.714	2.172	-1.577	5.11267083e-10	7.83230404e-11	-7.83365603e-11
302.822	1.391	-0.936	8.39372459e-10	1.251721749e-10	-1.251939293e-10
305.601	1.650	-1.388	6.42798092e-10	9.58585422e-11	-9.58755474e-11
308.836	1.487	-1.584	6.26484207e-10	9.34247304e-11	-9.34407781e-11
312.524	2.201	-2.202	4.32423086e-10	6.44854419e-11	-6.44966255e-11
316.601	1.564	-1.875	3.586906453e-10	6.82083551e-11	-6.82160151e-11
320.173	1.785	-2.008	4.92638729e-10	7.54696904e-11	-7.54829039e-11
323.868	2.511	-1.910	4.06463346e-10	6.57589552e-11	-6.57690281e-11
328.608	1.432	-2.229	3.467888054e-10	6.33303522e-11	-6.33377824e-11
332.292	2.587	-2.252	2.624547332e-10	4.79295009e-11	-4.79352076e-11
337.031	2.448	-2.151	2.527664801e-10	5.22086067e-11	-5.22133559e-11
341.733	2.722	-2.254	2.479057505e-10	4.7141555e-11	-4.71468404e-11
347.416	1.922	-2.961	2.30518508e-10	4.96737212e-11	-4.96778576e-11
351.119	1.966	-1.781	3.390094243e-10	6.19101116e-11	-6.19176184e-11
356.680	3.013	-3.594	1.815765466e-10	3.597462699e-11	-3.597849146e-11
362.504	3.317	-2.810	1.841293565e-10	3.96783787e-11	-3.96821704e-11
369.460	2.545	-3.639	1.592346246e-10	4.09999968e-11	-4.10026395e-11
374.055	1.815	-2.051	4.83508775e-10	7.4071051e-11	-7.40840347e-11
376.803	0.708	-0.932	1.139200945e-09	1.745182013e-10	-1.745479987e-10
378.354	0.760	-0.843	1.188121152e-09	1.771806641e-10	-1.772119552e-10
380.100	0.752	-0.986	1.075069893e-09	1.646917235e-10	-1.647187633e-10
381.799	0.793	-0.947	1.073972598e-09	1.645233184e-10	-1.645501667e-10
383.423	0.687	-0.831	1.232441529e-09	1.888014203e-10	-1.888332476e-10
385.057	0.587	-0.947	1.243701729e-09	1.85471963e-10	-1.855062032e-10
386.285	0.721	-0.642	1.399552855e-09	2.087158117e-10	-2.087554139e-10
387.407	0.491	-0.400	2.139834788e-09	3.191149872e-10	-3.191759225e-10
388.306	0.501	-0.408	2.097959483e-09	3.128702105e-10	-3.129299968e-10
389.172	0.446	-0.365	2.306742358e-09	3.533849846e-10	-3.534490222e-10
390.092	0.442	-0.474	2.042472741e-09	3.12899893e-10	-3.129566919e-10
390.882	0.355	-0.347	2.71406822e-09	4.04751336e-10	-4.04829085e-10
391.612	0.517	-0.374	2.139834788e-09	3.191153319e-10	-3.191764204e-10
392.656	0.471	-0.528	1.839021609e-09	2.894831198e-10	-2.895324119e-10
393.535	0.440	-0.408	2.247530175e-09	3.351739474e-10	-3.352369892e-10
394.368	0.376	-0.392	2.481105789e-09	3.700060739e-10	-3.700751288e-10
395.225	0.428	-0.481	2.058017562e-09	3.152777868e-10	-3.153330537e-10
396.069	0.427	-0.417	2.17607195e-09	3.425351691e-10	-3.425916233e-10
396.948	0.477	-0.451	2.053288661e-09	3.062039806e-10	-3.062601284e-10
397.806	0.359	-0.381	2.527976946e-09	3.87272365e-10	-3.87339773e-10
398.658	0.419	-0.493	2.049975328e-09	3.140454077e-10	-3.141003299e-10
399.383	0.314	-0.305	3.079931651e-09	4.59307388e-10	-4.59392414e-10
400.113	0.418	-0.416	2.285323083e-09	3.408083753e-10	-3.408716086e-10
400.830	0.274	-0.299	3.328626573e-09	4.96395576e-10	-4.96488262e-10
401.562	0.403	-0.458	2.214497191e-09	3.302466907e-10	-3.303082771e-10
402.378	0.506	-0.412	2.077164115e-09	3.097664551e-10	-3.098242881e-10
403.361	0.365	-0.478	2.261216297e-09	3.372141501e-10	-3.372771919e-10
404.216	0.492	-0.490	1.832113821e-09	2.96408296e-10	-2.96455405e-10
405.008	0.276	-0.299	3.256956932e-09	4.98950952e-10	-4.99039425e-10
405.720	0.566	-0.437	1.901017053e-09	2.83498132e-10	-2.835512158e-10
406.732	0.422	-0.445	2.160115404e-09	3.309201962e-10	-3.309791016e-10
407.601	0.445	-0.448	2.135780733e-09	3.185090429e-10	-3.185690973e-10
408.467	0.415	-0.421	2.28119779e-09	3.401955753e-10	-3.402599576e-10
409.444	0.509	-0.562	1.747469289e-09	2.677057781e-10	-2.677539978e-10
410.630	0.585	-0.677	1.512216518e-09	2.255180217e-10	-2.255611092e-10
411.826	0.575	-0.611	1.60743951e-09	2.397185893e-10	-2.397643961e-10
412.829	0.410	-0.428	2.233490161e-09	3.421615143e-10	-3.42222756e-10
413.734	0.470	-0.494	1.86646624e-09	3.019658175e-10	-3.020137308e-10
414.586	0.446	-0.382	2.305735068e-09	3.438518082e-10	-3.439153096e-10
415.417	0.548	-0.386	1.771291123e-09	3.207430436e-10	-3.207828373e-10
416.559	0.582	-0.594	1.619306765e-09	2.414837214e-10	-2.415273834e-10
417.618	0.516	-0.476	1.882079235e-09	2.883224766e-10	-2.883717687e-10
418.806	0.472	-0.672	1.633282052e-09	2.502081933e-10	-2.502508595e-10
419.686	0.344	-0.409	2.530381803e-09	3.773497159e-10	-3.774175452e-10
420.563	0.448	-0.532	1.942562212e-09	2.896894802e-10	-2.897414916e-10
421.484	0.383	-0.473	2.1833681e-09	3.344776151e-10	-3.345345672e-10
422.322	0.454	-0.456	2.094623936e-09	3.123669868e-10	-3.124235942e-10
423.256	0.547	-0.480	1.820132815e-09	2.788341112e-10	-2.788824841e-10
424.333	0.537	-0.531	1.716753838e-09	2.70234842e-10	-2.702798062e-10
425.484	0.660	-0.614	1.382359602e-09	2.29924858e-10	-2.299595578e-10
426.759	0.436	-0.616	1.777083615e-09	2.722422216e-10	-2.722910924e-10
427.882	0.647	-0.687	1.400342218e-09	2.145258834e-10	-2.14563877e-10
429.169	0.549	-0.639	1.572240278e-09	2.408587037e-10	-2.409007188e-10
430.238	0.462	-0.521	1.939147001e-09	2.891813541e-10	-2.892339017e-10
431.244	0.541	-0.544	1.754769269e-09	2.616844819e-10	-2.617315143e-10
432.313	0.427	-0.528	1.993320436e-09	2.97260088e-10	-2.973140527e-10
433.337	0.580	-0.596	1.619401366e-09	2.414997691e-10	-2.415444269e-10
434.632	0.724	-0.715	1.323126737e-09	1.973179998e-10	-1.973552274e-10
436.033	0.479	-0.677	1.646783568e-09	2.455869919e-10	-2.456344456e-10
437.190	0.527	-0.677	1.581310101e-09	2.358225984e-10	-2.358680605e-10
438.377	0.552	-0.660	1.542423728e-09	2.362932288e-10	-2.363356269e-10
439.591	0.585	-0.662	1.49841473e-09	2.295499776e-10	-2.29590499e-10
440.668	0.417	-0.492	1.858340129e-09	3.269972421e-10	-3.270403296e-10
441.676	0.608	-0.591	1.588347343e-09	2.368673458e-10	-2.369104333e-10
442.645	0.431	-0.361	2.405769306e-09	3.587682411e-10	-3.588336192e-10
443.754	0.642	-0.678	1.442781682e-09	2.151597867e-10	-2.151991591e-10
445.039	0.601	-0.643	1.531536187e-09	2.283959986e-10	-2.284379754e-10
446.458	0.788	-0.819	1.185552754e-09	1.768003451e-10	-1.768330533e-10
447.926	0.661	-0.680	1.341695726e-09	2.170662075e-10	-2.171007924e-10
449.065	0.596	-0.477	1.778228019e-09	2.651877063e-10	-2.652379559e-10
450.244	0.556	-0.584	1.641316243e-09	2.514442109e-10	-2.514899028e-10
451.459	0.590	-0.659	1.527459152e-09	2.27792314e-10	-2.278365505e-10
452.678	0.692	-0.628	1.445126025e-09	2.155145213e-10	-2.155567279e-10
453.786	0.473	-0.417	2.104167147e-09	3.223543629e-10	-3.224145705e-10
454.873	0.598	-0.614	1.544910164e-09	2.366778757e-10	-2.367223803e-10
456.171	0.746	-0.700	1.269244765e-09	1.997970439e-10	-1.998328927e-10
457.700	0.656	-0.783	1.325291453e-09	1.976438179e-10	-1.97682769e-10
459.086	0.551	-0.730	1.460715657e-09	2.237774399e-10	-2.238184209e-10
460.181	0.546	-0.543	1.751463979e-09	2.611967314e-10	-2.612464448e-10
461.418	0.767	-0.692	1.307203895e-09	1.949429402e-10	-1.949794401e-10
462.661	0.385	-0.476	2.214672605e-09	3.302720836e-10	-3.303332104e-10
463.709	0.775	-0.662	1.301627032e-09	1.99402056e-10	-1.994367558e-10
465.413	0.696	-0.929	1.063518613e-09	1.819128972e-10	-1.819379071e-10
466.861	0.654	-0.753	1.329602118e-09	2.036861025e-10	-2.037206874e-10
468.310	0.805	-0.794	1.191619857e-09	1.777032676e-10	-1.777351332e-10
469.899	0.636	-0.784	1.339881838e-09	1.998133214e-10	-1.998492468e-10
471.264	0.761	-0.729	1.275941903e-09	1.902781151e-10	-1.903122787e-10
472.860	0.665	-0.834	1.244478453e-09	1.906445695e-10	-1.906762819e-10
474.084	0.746	-0.558	1.458681161e-09	2.175264969e-10	-2.175639543e-10
475.514	0.746	-0.685	1.329882091e-09	1.983176298e-10	-1.983509125e-10
477.048	0.735	-0.788	1.249101646e-09	1.862709393e-10	-1.863019623e-10
478.513	0.886	-0.730	1.177639591e-09	1.756153431e-10	-1.756452171e-10
480.428	0.814	-1.029	1.015336447e-09	1.555414705e-10	-1.555671698e-10
482.025	0.636	-0.784	1.343467484e-09	2.003476064e-10	-2.003833786e-10
483.581	0.838	-0.920	1.064664549e-09	1.631005117e-10	-1.631287771e-10
485.220	0.854	-0.801	1.109359117e-09	1.746251732e-10	-1.746545493e-10
487.003	0.777	-0.929	1.117916486e-09	1.667154189e-10	-1.667471313e-10
488.892	1.138	-1.113	8.47462185e-10	1.263820719e-10	-1.264059328e-10
490.795	0.644	-0.765	1.351675174e-09	2.015747767e-10	-2.016124639e-10
492.121	0.811	-0.682	1.251915164e-09	1.917871351e-10	-1.918208391e-10
493.887	1.048	-0.955	9.50727794e-10	1.417805869e-10	-1.41806516e-10
496.044	0.963	-1.108	8.67738205e-10	1.403854328e-10	-1.404069574e-10
497.946	0.866	-0.940	1.054702719e-09	1.572865334e-10	-1.573154882e-10
499.875	1.060	-1.063	8.63559675e-10	1.359342068e-10	-1.3595734e-10
502.307	1.236	-1.372	6.34195912e-10	1.148407882e-10	-1.148558018e-10
504.705	0.844	-1.163	9.49336738e-10	1.415745329e-10	-1.41601228e-10
506.387	0.830	-0.837	1.078322329e-09	1.744558106e-10	-1.744832717e-10
508.375	0.977	-1.158	9.1221408e-10	1.3455173e-10	-1.345770463e-10
510.409	1.129	-1.057	8.71334192e-10	1.29940793e-10	-1.299646156e-10
512.447	0.976	-0.908	9.73123719e-10	1.531792414e-10	-1.532044428e-10
514.259	1.082	-0.837	9.92456027e-10	1.48003839e-10	-1.480311086e-10
516.526	1.038	-1.184	8.41237286e-10	1.288733337e-10	-1.28895969e-10
519.143	1.732	-1.579	5.53758635e-10	8.71675445e-11	-8.71821751e-11
521.785	0.960	-0.910	9.80177813e-10	1.542905159e-10	-1.543163684e-10
524.142	1.007	-1.397	7.7701508e-10	1.190335658e-10	-1.190537882e-10
526.311	1.133	-1.162	7.98149403e-10	1.256346091e-10	-1.25654257e-10
528.617	1.513	-1.173	7.08538893e-10	1.056622315e-10	-1.056809602e-10
531.217	1.370	-1.087	7.60139334e-10	1.164491584e-10	-1.164694191e-10
533.696	0.983	-1.109	8.94408027e-10	1.370192458e-10	-1.370435663e-10
535.991	1.131	-1.312	7.66083111e-10	1.173608899e-10	-1.173819166e-10
539.219	1.321	-2.097	5.58049384e-10	8.32203848e-11	-8.32352452e-11
541.680	1.153	-1.140	7.69026849e-10	1.279072545e-10	-1.279248342e-10
543.917	1.329	-1.084	7.60029413e-10	1.196341098e-10	-1.196527619e-10
