Time	T_+ve	T_-ve	Flux	Fluxpos	Fluxneg
74.7598358685851	0.420076119299353	-0.561872886033541	1.27108366597598e-08	1.60924081653669e-09	-1.79443876257842e-09
75.3950508675862	0.395103129461205	-0.215138879701698	2.00801818934246e-08	2.58438287984704e-09	-2.91068394945272e-09
76.0918513590981	0.223237645044719	-0.301697362050689	2.22944134394012e-08	2.74387070457586e-09	-2.70516125285466e-09
76.4538107893796	0.229558267901908	-0.138721785236783	3.16554640514557e-08	3.87496362137126e-09	-3.83979672883408e-09
77.0669574676065	0.36008956342225	-0.383588410324961	1.59070085340743e-08	1.91383598049498e-09	-1.9015235774342e-09
77.8139052870672	0.427984683338437	-0.386858256038465	1.4233818923275e-08	1.73726921786991e-09	-1.72635062634149e-09
78.7774617874416	0.555052276973427	-0.535571817035972	1.06658784927777e-08	1.30250526733087e-09	-1.29359612015089e-09
79.803381935637	0.488114119592169	-0.470867871222026	1.23449079569772e-08	1.513969880113e-09	-1.49728965897896e-09
80.6870589201016	0.470741055873347	-0.395562864872446	1.36977466646859e-08	1.67213567300391e-09	-1.66118465459268e-09
81.9488609712662	0.682955058282417	-0.79106099529119	1.10881262842256e-08	1.17049204702863e-09	-1.15625759206059e-09
90.450	0.397	-0.352	9.18095108e-09	1.231749375e-09	-1.144474361e-09
91.203	0.366	-0.357	9.28952682e-09	1.286781016e-09	-1.180398818e-09
91.992	0.395	-0.423	8.35439099e-09	1.128458045e-09	-1.036494132e-09
92.802	0.366	-0.415	8.75403288e-09	1.159778676e-09	-1.087429561e-09
93.598	0.493	-0.430	7.5162172e-09	9.64911027e-10	-9.24841997e-10
94.521	0.513	-0.430	7.2510789e-09	9.25707906e-10	-8.97101139e-10
95.628	0.559	-0.594	5.87540613e-09	7.92623376e-10	-7.35592343e-10
96.671	0.607	-0.484	6.0359823e-09	8.4466546e-10	-7.84424245e-10
97.840	0.550	-0.562	6.20601181e-09	7.82900697e-10	-7.5924652e-10
98.831	0.479	-0.441	7.36418716e-09	9.41912018e-10	-9.23046992e-10
99.856	0.527	-0.546	6.25471522e-09	8.1260247e-10	-7.94004665e-10
101.074	0.674	-0.692	5.04769526e-09	6.52178443e-10	-6.25515647e-10
102.219	0.485	-0.471	7.3027228e-09	9.1245558e-10	-8.92843606e-10
103.247	0.688	-0.543	5.6669914e-09	7.07903023e-10	-6.92936882e-10
104.386	0.466	-0.450	7.5445278e-09	9.88432829e-10	-9.35226551e-10
105.331	0.467	-0.480	7.37146249e-09	9.54878061e-10	-9.02848332e-10
106.397	0.569	-0.599	5.91392549e-09	7.77226222e-10	-7.33284429e-10
107.629	0.665	-0.662	5.15991396e-09	6.70828492e-10	-6.46998168e-10
108.958	0.551	-0.664	5.68876797e-09	7.20050459e-10	-7.04036967e-10
110.227	0.828	-0.718	4.34645723e-09	5.68819258e-10	-5.58291739e-10
111.670	0.597	-0.615	5.56717359e-09	7.02902425e-10	-6.82074719e-10
112.931	0.690	-0.664	4.84159974e-09	6.46111079e-10	-6.07666202e-10
114.343	0.776	-0.722	4.41693368e-09	5.82362456e-10	-5.47723625e-10
115.701	0.587	-0.582	5.55536574e-09	7.25422766e-10	-7.05090319e-10
117.116	0.679	-0.828	4.39086816e-09	5.5748584e-10	-5.43581523e-10
118.312	0.728	-0.518	5.31291828e-09	6.69905397e-10	-6.57561693e-10
119.757	0.506	-0.717	5.46379401e-09	6.83735937e-10	-6.68874284e-10
120.868	0.654	-0.605	5.30173171e-09	6.79643255e-10	-6.48816471e-10
122.199	0.672	-0.677	4.84242929e-09	6.47492721e-10	-6.30272675e-10
123.781	0.496	-0.911	3.8683505e-09	4.95328188e-10	-4.78557864e-10
124.607	0.295	-0.329	4.12259169e-09	5.03655458e-10	-5.03655811e-10
125.205	0.307	-0.303	4.17598294e-09	5.17171828e-10	-5.17172534e-10
125.793	0.264	-0.281	4.68092826e-09	5.79706484e-10	-5.7970719e-10
126.374	0.259	-0.317	4.39700683e-09	5.55244996e-10	-5.55245349e-10
126.932	0.291	-0.298	4.32738464e-09	5.35922129e-10	-5.35922482e-10
127.543	0.245	-0.321	4.55056183e-09	5.55940053e-10	-5.55940759e-10
128.068	0.272	-0.280	4.66783549e-09	5.70267617e-10	-5.7026797e-10
128.627	0.279	-0.287	4.43385297e-09	5.67597878e-10	-5.67598231e-10
129.257	0.340	-0.352	3.71986458e-09	4.54454318e-10	-4.54454671e-10
129.921	0.231	-0.324	4.63791521e-09	5.66612302e-10	-5.66612655e-10
130.467	0.299	-0.315	4.10926947e-09	5.15927856e-10	-5.15928209e-10
131.130	0.303	-0.364	3.85874537e-09	4.71421263e-10	-4.71421616e-10
131.718	0.264	-0.284	4.69814054e-09	5.73969881e-10	-5.73970234e-10
132.259	0.300	-0.278	4.45239959e-09	5.43947584e-10	-5.4394829e-10
132.915	0.320	-0.356	3.73084994e-09	4.68416527e-10	-4.6841688e-10
133.563	0.389	-0.328	3.59058186e-09	4.38659686e-10	-4.38660039e-10
134.253	0.260	-0.301	3.08535061e-09	4.59937114e-10	-4.59937467e-10
134.775	0.263	-0.262	3.366797863e-09	4.96407662e-10	-4.96408015e-10
135.352	0.401	-0.314	3.5612758e-09	4.41043848e-10	-4.41044201e-10
136.107	0.272	-0.354	4.10877174e-09	5.01967059e-10	-5.01967412e-10
136.714	0.294	-0.334	4.05560994e-09	5.02264285e-10	-5.02264638e-10
137.294	0.296	-0.286	4.3780825e-09	5.42200587e-10	-5.4220094e-10
137.893	0.247	-0.304	4.66561512e-09	5.6999616e-10	-5.69996513e-10
138.382	0.270	-0.241	3.459844427e-09	5.10126654e-10	-5.10127007e-10
138.991	0.314	-0.339	3.90090063e-09	4.83104504e-10	-4.83104857e-10
139.619	0.313	-0.315	4.055617e-09	5.02264991e-10	-5.02265344e-10
