Time	T_+ve	T_-ve	Flux	Fluxpos	Fluxneg
54.374324446044	0.309149515412322	-0.295702479308183	1.31161980438965e-08	1.65307595435436e-09	-1.59357417339534e-09
55.1871537810363	0.300488166336081	-0.503679819580022	9.88682792556416e-09	1.2616971035286e-09	-1.20221172431644e-09
55.8488575012089	0.325500406666194	-0.361215553836502	1.15643104744306e-08	1.46374665789157e-09	-1.40630148267163e-09
56.5478440790493	0.389731874060374	-0.373486171174228	1.04610875618721e-08	1.33045611709555e-09	-1.27401575965988e-09
57.2971408343616	0.327180166317383	-0.35956488125192	1.16475934603559e-08	1.52382766575285e-09	-1.41426511217569e-09
57.962281911608	0.389810013639213	-0.337960910928985	1.11159161515004e-08	1.42293246515551e-09	-1.34947062517735e-09
58.6195680852734	0.353411834740037	-0.267476160026163	1.30560286127814e-08	1.68514636906852e-09	-1.58583131249154e-09
59.4290059786654	0.393515946307069	-0.456026058652029	1.41043801896257e-08	1.4953126451868e-09	-1.41511106326957e-09
65.119	0.357	-0.371	1.122692325e-08	1.548802e-09	-1.454895275e-09
65.760	0.322	-0.284	1.373941275e-08	1.812491125e-09	-1.728602075e-09
66.402	0.289	-0.320	1.4044244e-08	1.78081375e-09	-1.7254014e-09
67.019	0.326	-0.328	1.29251595e-08	1.65699595e-09	-1.6081966e-09
67.717	0.323	-0.371	1.2315735e-08	1.559310125e-09	-1.51275945e-09
68.451	0.297	-0.411	1.18891965e-08	1.514969025e-09	-1.4721779e-09
69.078	0.323	-0.330	1.289330575e-08	1.643251025e-09	-1.595883925e-09
69.868	0.345	-0.468	1.035387125e-08	1.32251925e-09	-1.2817966e-09
70.712	0.438	-0.498	8.90711175e-09	1.15182225e-09	-1.1172077e-09
71.507	0.445	-0.358	1.05952925e-08	1.336558275e-09	-1.29463585e-09
72.488	0.546	-0.536	7.78246825e-09	9.93667e-10	-9.6334665e-10
73.615	0.547	-0.581	7.5370265e-09	9.5278285e-10	-9.21329025e-10
74.832	0.732	-0.670	6.00499925e-09	8.01037875e-10	-7.49782025e-10
76.206	0.693	-0.643	5.99986525e-09	8.2526925e-10	-7.69058325e-10
77.610	0.647	-0.711	5.93776e-09	8.014837e-10	-7.4994395e-10
79.005	0.796	-0.748	5.2714195e-09	6.75599975e-10	-6.537843e-10
80.286	0.551	-0.484	7.706967e-09	1.012015525e-09	-9.8107255e-10
81.353	0.605	-0.516	7.11968075e-09	9.318873e-10	-9.0550925e-10
82.496	0.508	-0.538	7.78169475e-09	1.015772525e-09	-9.6393315e-10
83.572	0.669	-0.568	6.58365375e-09	9.2934325e-10	-8.154271e-10
84.804	0.560	-0.563	6.96534625e-09	1.05571445e-09	-9.09466e-10
85.948	0.522	-0.585	7.25744025e-09	9.74379225e-10	-9.13475875e-10
86.849	0.367	-0.379	1.052182275e-08	1.418823825e-09	-1.360886125e-09
87.636	0.355	-0.421	9.906053e-09	1.361167475e-09	-1.31495085e-09
88.359	0.361	-0.368	1.113822575e-08	1.424671825e-09	-1.389758075e-09
89.009	0.345	-0.289	1.255082375e-08	1.639972575e-09	-1.59920785e-09
89.656	0.285	-0.302	1.38146165e-08	1.75602775e-09	-1.714468275e-09
90.218	0.285	-0.277	1.428473025e-08	1.82615955e-09	-1.794869775e-09
90.779	0.328	-0.276	1.344785425e-08	1.6911804e-09	-1.667227825e-09
91.432	0.279	-0.326	1.3143482e-08	1.692522975e-09	-1.672384775e-09
91.964	0.273	-0.253	1.54014305e-08	1.949221275e-09	-1.9106045e-09
92.498	0.266	-0.261	1.524951e-08	1.943438725e-09	-1.915500075e-09
93.022	0.299	-0.258	1.442128275e-08	1.853256275e-09	-1.81285025e-09
93.578	0.263	-0.256	1.6083173e-08	2.010519025e-09	-1.965748675e-09
94.085	0.263	-0.244	2.066047825e-08	2.335741775e-09	-2.267547975e-09
94.629	0.277	-0.282	1.437547625e-08	1.872290325e-09	-1.8096381e-09
95.165	0.248	-0.259	1.744246325e-08	2.137160525e-09	-2.0730463e-09
95.667	0.275	-0.254	1.504678075e-08	2.000565525e-09	-1.92083085e-09
96.309	0.342	-0.368	1.1312888e-08	1.5477446e-09	-1.432196025e-09
97.076	0.410	-0.424	9.528755e-09	1.30792135e-09	-1.220784875e-09
97.924	0.422	-0.438	9.25228825e-09	1.275036975e-09	-1.186020725e-09
