Time	T_+ve	T_-ve	Flux	Fluxpos	Fluxneg
133.301474140845	2.15920385732366	-3.62820715076333	1.84837392143952e-10	3.37468729588852e-11	-3.37469654526208e-11
136.356060777232	0.894436223087581	-0.895382779063425	8.80243725821768e-10	1.31219426293531e-10	-1.31219335070707e-10
138.554975118516	1.19432089102528	-1.30447811819573	1.23228030011102e-09	1.31362555951742e-10	-1.31362337137709e-10
147.329	0.268	-0.307	2.833680333e-09	4.22422616e-10	-4.22421934e-10
147.896	0.296	-0.298	2.6451029e-09	4.14024468e-10	-4.14024127e-10
148.492	0.305	-0.300	2.598428525e-09	4.06718884e-10	-4.06718202e-10
149.100	0.341	-0.303	3.158687433e-09	4.26471309e-10	-4.26470286e-10
149.688	0.255	-0.247	3.27710889e-09	5.00866597e-10	-5.00865915e-10
150.279	0.297	-0.337	3.82793983e-09	4.6766104e-10	-4.67660358e-10
150.831	0.246	-0.255	3.261389131e-09	4.92426165e-10	-4.92425483e-10
151.381	0.397	-0.304	3.45874595e-09	4.22556629e-10	-4.22555947e-10
152.098	0.341	-0.319	3.19171567e-09	4.23287733e-10	-4.23287051e-10
152.797	0.229	-0.358	2.725421699e-09	4.16269953e-10	-4.16269271e-10
153.291	0.258	-0.265	3.251612661e-09	4.74298946e-10	-4.74298264e-10
153.864	0.288	-0.315	3.9730592e-09	4.93359141e-10	-4.93358118e-10
154.415	0.246	-0.263	3.286929008e-09	4.90725257e-10	-4.90724575e-10
154.991	0.257	-0.330	4.08134034e-09	5.06804771e-10	-5.06804089e-10
155.574	0.302	-0.326	3.86047123e-09	4.71635395e-10	-4.71634372e-10
156.180	0.285	-0.304	3.97289552e-09	5.09823644e-10	-5.09822621e-10
156.782	0.302	-0.317	3.91593829e-09	4.78411747e-10	-4.78410724e-10
157.341	0.245	-0.257	5.16773565e-09	6.28055846e-10	-6.28054823e-10
157.840	0.254	-0.255	4.76133526e-09	5.81694168e-10	-5.81693145e-10
158.364	0.259	-0.269	4.53143988e-09	5.62696717e-10	-5.62695694e-10
158.918	0.309	-0.296	4.00519845e-09	4.89316586e-10	-4.89315563e-10
159.485	0.260	-0.258	5.37805422e-09	6.12891235e-10	-6.12889871e-10
160.041	0.267	-0.296	4.15848818e-09	5.33639766e-10	-5.33638743e-10
160.571	0.239	-0.263	5.47763986e-09	6.28333761e-10	-6.28332397e-10
161.090	0.221	-0.281	4.7318524e-09	6.02296024e-10	-6.02295001e-10
161.580	0.299	-0.269	4.16912397e-09	5.26256775e-10	-5.26255752e-10
162.131	0.253	-0.253	4.98478915e-09	6.14943714e-10	-6.14942691e-10
162.639	0.252	-0.255	5.57803026e-09	6.36306341e-10	-6.36304977e-10
163.169	0.233	-0.278	4.6893638e-09	5.82306604e-10	-5.82305581e-10
163.704	0.236	-0.303	4.44173301e-09	5.51556929e-10	-5.51555906e-10
164.209	0.247	-0.269	4.58604421e-09	5.78883305e-10	-5.78882282e-10
164.732	0.232	-0.275	4.55495865e-09	5.94295823e-10	-5.94295141e-10
165.270	0.197	-0.306	4.81185441e-09	5.87865586e-10	-5.87864563e-10
165.786	0.319	-0.319	3.79332492e-09	4.63431617e-10	-4.63430594e-10
166.410	0.226	-0.304	4.63780801e-09	5.62420848e-10	-5.62419825e-10
166.952	0.340	-0.316	3.64719278e-09	4.52894035e-10	-4.52893353e-10
167.563	0.256	-0.271	4.49316604e-09	5.67159725e-10	-5.67158702e-10
168.089	0.237	-0.270	5.41979262e-09	6.2169756e-10	-6.21696537e-10
168.598	0.264	-0.272	4.36448287e-09	5.60073745e-10	-5.60072722e-10
169.160	0.266	-0.298	4.24444405e-09	5.27058125e-10	-5.27057102e-10
169.678	0.265	-0.253	4.67828471e-09	5.71547372e-10	-5.7154669e-10
170.195	0.252	-0.252	4.75423564e-09	5.90361706e-10	-5.90361024e-10
170.689	0.273	-0.242	4.9351566e-09	5.99562227e-10	-5.99561204e-10
171.221	0.247	-0.259	4.88070572e-09	5.96935845e-10	-5.96935163e-10
171.723	0.259	-0.255	4.71075132e-09	5.75513543e-10	-5.7551252e-10
172.230	0.295	-0.247	4.46364226e-09	5.45324131e-10	-5.45323108e-10
172.794	0.245	-0.269	4.71066266e-09	5.75502631e-10	-5.75501949e-10
173.281	0.303	-0.242	4.71456029e-09	5.59519279e-10	-5.59518256e-10
173.865	0.263	-0.282	4.34509702e-09	5.48469174e-10	-5.48468492e-10
174.362	0.273	-0.234	4.72112454e-09	5.86250269e-10	-5.86249587e-10
174.900	0.277	-0.266	4.35942584e-09	5.50277838e-10	-5.50277156e-10
175.515	0.258	-0.338	4.06380271e-09	4.9647554e-10	-4.96474858e-10
176.083	0.299	-0.309	3.98064645e-09	4.86316468e-10	-4.86315786e-10
176.646	0.251	-0.264	4.63975171e-09	5.76145416e-10	-5.76144734e-10
177.212	0.293	-0.314	3.99232229e-09	4.87742871e-10	-4.87741848e-10
177.718	0.289	-0.213	4.8432912e-09	5.9683866e-10	-5.96837637e-10
178.318	0.266	-0.312	3.313642607e-09	4.55166118e-10	-4.55165436e-10
178.881	0.328	-0.296	3.87867722e-09	4.73858715e-10	-4.73858033e-10
179.489	0.238	-0.280	4.62380655e-09	5.74165911e-10	-5.74164888e-10
180.039	0.250	-0.312	2.893621995e-09	4.31357498e-10	-4.31357157e-10
180.565	0.320	-0.276	3.98228666e-09	5.06886611e-10	-5.06885929e-10
181.146	0.242	-0.261	3.190536833e-09	4.93411655e-10	-4.93410973e-10
181.654	0.330	-0.266	4.0165026e-09	4.98753079e-10	-4.98752397e-10
182.299	0.285	-0.315	3.9927008e-09	4.95797291e-10	-4.95796609e-10
182.878	0.211	-0.294	3.362828106e-09	4.90520998e-10	-4.90520657e-10
183.383	0.314	-0.294	3.98077944e-09	4.86332836e-10	-4.86332154e-10
183.970	0.274	-0.272	4.38279798e-09	5.44238046e-10	-5.44237364e-10
184.534	0.316	-0.290	3.8993009e-09	4.92197354e-10	-4.92196672e-10
185.138	0.231	-0.287	3.033064397e-09	4.74749407e-10	-4.74749066e-10
185.673	0.262	-0.305	2.766782953e-09	4.3307e-10	-4.33069659e-10
186.222	0.265	-0.287	2.949627153e-09	4.39706201e-10	-4.3970586e-10
186.789	0.392	-0.301	3.45007091e-09	4.28416032e-10	-4.2841535e-10
187.510	0.346	-0.329	2.412624445e-09	3.59654405e-10	-3.59654064e-10
188.135	0.281	-0.279	2.902812286e-09	4.32727636e-10	-4.32726954e-10
188.820	0.402	-0.404	2.018509603e-09	3.009029353e-10	-3.009026284e-10
189.502	0.264	-0.280	2.988207211e-09	4.45457507e-10	-4.45457166e-10
190.135	0.257	-0.369	2.597822227e-09	3.87262106e-10	-3.87261765e-10
190.745	0.318	-0.353	2.34120711e-09	3.66456673e-10	-3.66456332e-10
191.359	0.316	-0.296	2.658136943e-09	3.96253253e-10	-3.96252912e-10
192.021	0.403	-0.346	2.134220451e-09	3.259718572e-10	-3.259715503e-10
192.668	0.277	-0.244	3.120810517e-09	4.65224936e-10	-4.65224595e-10
193.275	0.332	-0.329	2.329906711e-09	3.73823296e-10	-3.73822955e-10
193.936	0.275	-0.328	2.650462056e-09	4.04820537e-10	-4.04820196e-10
194.536	0.370	-0.325	2.297971038e-09	3.50982434e-10	-3.50982093e-10
195.202	0.341	-0.296	2.554187526e-09	3.80757531e-10	-3.80756849e-10
195.928	0.394	-0.385	2.051394961e-09	3.133214392e-10	-3.133211323e-10
196.649	0.266	-0.327	2.698272302e-09	4.12122711e-10	-4.1212237e-10
197.296	0.313	-0.381	2.303947404e-09	3.51895291e-10	-3.5189495e-10
197.884	0.320	-0.276	2.729545753e-09	4.0689825e-10	-4.06897909e-10
198.694	0.422	-0.489	1.785935668e-09	2.662327151e-10	-2.662324423e-10
199.524	0.410	-0.408	1.953275621e-09	2.98335103e-10	-2.983347961e-10
200.251	0.303	-0.317	2.655241512e-09	3.95821888e-10	-3.95821206e-10
200.830	0.325	-0.275	2.491626302e-09	4.31246332e-10	-4.31245991e-10
201.521	0.322	-0.367	2.422288385e-09	3.6109513e-10	-3.61094448e-10
202.272	0.318	-0.429	2.231969124e-09	3.327237254e-10	-3.327233844e-10
202.934	0.343	-0.343	2.386405637e-09	3.64489444e-10	-3.64489103e-10
203.665	0.422	-0.388	2.024486651e-09	3.092115708e-10	-3.092112639e-10
204.559	0.479	-0.473	1.752234979e-09	2.612088985e-10	-2.612086257e-10
205.350	0.373	-0.312	2.350241223e-09	3.678708e-10	-3.67870459e-10
