Time	T_+ve	T_-ve	Flux	Fluxpos	Fluxneg
137.23452427986	0.267570720986896	-0.280378269087095	3.34697179705059e-09	4.99129058699858e-10	-4.99098822947452e-10
137.809128331967	0.319276659763432	-0.307033331119555	2.86603200033474e-09	4.27281262705961e-10	-4.27273425092309e-10
138.362093714122	0.241339315632956	-0.23368872239206	3.76737205963778e-09	5.61644472004424e-10	-5.61636553736546e-10
138.951996404896	0.3275145867795	-0.348563375141481	2.64010156894985e-09	3.93588343003015e-10	-3.93583039989532e-10
139.54212115465	0.294263873814685	-0.262610162974312	3.21549705266378e-09	4.79367228759266e-10	-4.79361174546375e-10
140.283998658539	0.401016321402665	-0.447613630074358	2.1035964225549e-09	3.1360225941591e-10	-3.1359873574101e-10
141.130446667026	0.397916339191568	-0.445431687084437	2.10857709817895e-09	3.14341973667892e-10	-3.14338984073378e-10
141.839735723921	0.341449299966655	-0.311372717703335	2.78579383472838e-09	4.1075905997777e-10	-4.10755535105729e-10
142.646880063855	0.390085919161919	-0.465695039967073	2.07727635797053e-09	3.09672489919691e-10	-3.09670233287068e-10
143.536650112213	0.495727905689222	-0.499684129195799	2.17727114405478e-09	2.93594179292719e-10	-2.93591763024685e-10
151.967	0.413	-0.398	2.249541504e-09	3.353531328e-10	-3.3535026e-10
152.816	0.457	-0.436	1.927991268e-09	3.11825052e-10	-3.118227462e-10
153.784	0.591	-0.511	1.594812996e-09	2.509603992e-10	-2.509583958e-10
154.862	0.530	-0.488	1.793352204e-09	2.67346737e-10	-2.673443178e-10
156.015	0.677	-0.623	1.376871426e-09	2.108595132e-10	-2.108576232e-10
157.343	0.389	-0.650	1.756515726e-09	2.618555688e-10	-2.618531496e-10
158.435	0.681	-0.703	1.268866242e-09	1.996695414e-10	-1.99667916e-10
159.757	0.529	-0.641	1.441571418e-09	2.397046932e-10	-2.397029166e-10
160.882	0.621	-0.596	1.499721048e-09	2.235736188e-10	-2.23571502e-10
162.363	0.775	-0.860	1.075371444e-09	1.692212634e-10	-1.69219827e-10
163.842	0.503	-0.704	1.372838922e-09	2.347606422e-10	-2.347589034e-10
165.130	0.697	-0.785	1.21026339e-09	1.853447022e-10	-1.853430012e-10
166.719	0.799	-0.893	1.019417994e-09	1.648773252e-10	-1.64875851e-10
168.264	0.676	-0.746	1.189165698e-09	1.977354666e-10	-1.977337656e-10
169.830	0.893	-0.890	1.00613583e-09	1.540844802e-10	-1.540829304e-10
171.414	0.486	-0.692	1.552133772e-09	2.313885042e-10	-2.313859716e-10
172.672	0.692	-0.772	1.22545521e-09	1.87672086e-10	-1.876701582e-10
174.114	0.800	-0.750	1.069922196e-09	1.829614122e-10	-1.829599002e-10
175.542	0.633	-0.628	1.396307808e-09	2.197254654e-10	-2.19723273e-10
176.919	0.696	-0.743	1.247671404e-09	1.910748042e-10	-1.910727252e-10
178.471	0.964	-0.856	1.005587352e-09	1.4991102e-10	-1.499092812e-10
180.268	0.854	-0.833	1.044311184e-09	1.64334744e-10	-1.643330808e-10
