CALDB environment variable = /opt/local/HEA/chandra/CALDB
             CALDB version = 4.5.5.1
             release date  = 2013-01-08T17:00:00 UTC
CALDB query completed successfully.
 
--------------------------------------------------------------------------------
Data for Table Block LIGHTCURVE
--------------------------------------------------------------------------------
 
ROW    TIME                 COUNT_RATE           COUNT_RATE_ERR
   299  75111431.4669629931                    0                    0
   300  75111434.7080030143                    0                    0
   301  75111437.9490430057                    0                    0
   302  75111441.1900829971                    0                    0
   303  75111444.4311230183                    0                    0
   304  75111447.6721630096                    0                    0
   305  75111450.9132030010                    0                    0
   306  75111454.1542429924                    0                    0
   307  75111457.3952830136                    0                    0
   308  75111460.6363230050                    0                    0
   309  75111463.8773629963                    0                    0
   310  75111467.1184030175                    0                    0
   311  75111470.3594430089                    0                    0
   312  75111473.6004830003                    0                    0
   313  75111476.8415230215                    0                    0
   314  75111480.0825630128                    0                    0
   315  75111483.3236030042                    0                    0
   316  75111486.5646429956                    0                    0
   317  75111489.8056830168                    0                    0
   318  75111493.0467230082                    0                    0
   319  75111496.2877629995                    0                    0
   320  75111499.5288030207                    0                    0
   321  75111502.7698430121                    0                    0
   322  75111506.0108830035                    0                    0
   323  75111509.2519229949                    0                    0
   324  75111512.4929630160                    0                    0
   325  75111515.7340030074                    0                    0
   326  75111518.9750429988                    0                    0
   327   75111522.216083020                    0                    0
   328  75111525.4571230114                    0                    0
   329  75111528.6981630027                    0                    0
   330  75111531.9392029941                    0                    0
   331  75111535.1802430153                    0                    0
   332  75111538.4212830067                    0                    0
   333  75111541.6623229980                    0                    0
   334  75111544.9033630192                    0                    0
   335  75111548.1444030106                    0                    0
   336  75111551.3854430020                    0                    0
   337  75111554.6264829934                    0                    0
   338  75111557.8675230145                    0                    0
   339  75111561.1085630059                    0                    0
