CALDB environment variable = /opt/local/HEA/chandra/CALDB
             CALDB version = 4.5.5.1
             release date  = 2013-01-08T17:00:00 UTC
CALDB query completed successfully.
 
--------------------------------------------------------------------------------
Data for Table Block LIGHTCURVE
--------------------------------------------------------------------------------
 
ROW    TIME                 COUNT_RATE           COUNT_RATE_ERR
   903  75113389.0551230013                    0                    0
   904  75113392.2961629927                    0                    0
   905  75113395.5372030139                    0                    0
   906  75113398.7782430053                    0                    0
   907  75113402.0192829967                    0                    0
   908  75113405.2603230178                    0                    0
   909  75113408.5013630092                    0                    0
   910  75113411.7424030006                    0                    0
   911  75113414.9834429920                    0                    0
   912  75113418.2244830132                    0                    0
   913  75113421.4655230045                    0                    0
   914  75113424.7065629959                    0                    0
   915  75113427.9476030171                    0                    0
   916  75113431.1886430085                    0                    0
   917  75113434.4296829998                    0                    0
   918  75113437.6707230210                    0                    0
   919  75113440.9117630124                    0                    0
   920  75113444.1528030038                    0                    0
   921  75113447.3938429952                    0                    0
   922  75113450.6348830163                    0                    0
   923  75113453.8759230077                    0                    0
   924  75113457.1169629991                    0                    0
   925  75113460.3580030203                    0                    0
   926  75113463.5990430117                    0                    0
   927  75113466.8400830030                    0                    0
   928  75113470.0811229944                    0                    0
   929  75113473.3221630156                    0                    0
   930  75113476.5632030070                    0                    0
   931  75113479.8042429984                    0                    0
   932  75113483.0452830195                    0                    0
   933  75113486.2863230109                    0                    0
   934  75113489.5273630023     0.31249999939449     0.31249999939449
   935  75113492.7684029937                    0                    0
   936  75113496.0094430149                    0                    0
   937  75113499.2504830062                    0                    0
   938  75113502.4915229976                    0                    0
   939  75113505.7325630188                    0                    0
   940  75113508.9736030102                    0                    0
   941  75113512.2146430016                    0                    0
   942  75113515.4556829929                    0                    0
   943  75113518.6967230141                    0                    0
   944  75113521.9377630055                    0                    0
   945  75113525.1788029969                    0                    0
   946  75113528.4198430181                    0                    0
   947  75113531.6608830094                    0                    0
   948  75113534.9019230008                    0                    0
   949  75113538.1429629922                    0                    0
   950  75113541.3840030134                    0                    0
   951  75113544.6250430048                    0                    0
   952  75113547.8660829961                    0                    0
   953  75113551.1071230173                    0                    0
   954  75113554.3481630087                    0                    0
   955  75113557.5892030001                    0                    0
   956  75113560.8302430212                    0                    0
   957  75113564.0712830126                    0                    0
   958  75113567.3123230040                    0                    0
   959  75113570.5533629954                    0                    0
   960  75113573.7944030166                    0                    0
   961  75113577.0354430079                    0                    0
   962  75113580.2764829993                    0                    0
   963  75113583.5175230205                    0                    0
   964  75113586.7585630119                    0                    0
   965  75113589.9996030033                    0                    0
   966  75113593.2406429946                    0                    0
   967  75113596.4816830158                    0                    0
   968  75113599.7227230072                    0                    0
   969  75113602.9637629986                    0                    0
   970  75113606.2048030198                    0                    0
   971  75113609.4458430111                    0                    0
   972  75113612.6868830025                    0                    0
   973  75113615.9279229939                    0                    0
   974  75113619.1689630151                    0                    0
   975  75113622.4100030065                    0                    0
   976  75113625.6510429978                    0                    0
   977  75113628.8920830190                    0                    0
   978  75113632.1331230104                    0                    0
   979  75113635.3741630018                    0                    0
   980  75113638.6152029932                    0                    0
   981  75113641.8562430143                    0                    0
   982  75113645.0972830057                    0                    0
   983  75113648.3383229971                    0                    0
   984  75113651.5793630183                    0                    0
   985  75113654.8204030097                    0                    0
   986  75113658.0614430010                    0                    0
   987  75113661.3024829924                    0                    0
   988  75113664.5435230136                    0                    0
   989  75113667.7845630050                    0                    0
   990  75113671.0256029963                    0                    0
   991  75113674.2666430175                    0                    0
   992  75113677.5076830089                    0                    0
   993  75113680.7487230003                    0                    0
   994  75113683.9897630215                    0                    0
   995  75113687.2308030128                    0                    0
   996  75113690.4718430042                    0                    0
   997  75113693.7128829956                    0                    0
   998  75113696.9539230168                    0                    0
   999  75113700.1949630082                    0                    0
  1000  75113703.4360029995                    0                    0
  1001  75113706.6770430207                    0                    0
  1002  75113709.9180830121                    0                    0
  1003  75113713.1591230035                    0                    0
  1004  75113716.4001629949                    0                    0
  1005  75113719.6412030160                    0                    0
  1006  75113722.8822430074                    0                    0
  1007  75113726.1232829988                    0                    0
  1008   75113729.364323020                    0                    0
  1009  75113732.6053630114                    0                    0
  1010  75113735.8464030027                    0                    0
  1011  75113739.0874429941                    0                    0
  1012  75113742.3284830153                    0                    0
  1013  75113745.5695230067                    0                    0
  1014  75113748.8105629981                    0                    0
  1015  75113752.0516030192                    0                    0
  1016  75113755.2926430106                    0                    0
  1017  75113758.5336830020                    0                    0
  1018  75113761.7747229934                    0                    0
  1019  75113765.0157630146                    0                    0
  1020  75113768.2568030059                    0                    0
  1021  75113771.4978429973                    0                    0
  1022  75113774.7388830185                    0                    0
  1023  75113777.9799230099                    0                    0
  1024  75113781.2209630013                    0                    0
  1025  75113784.4620029926                    0                    0
  1026  75113787.7030430138                    0                    0
  1027  75113790.9440830052                    0                    0
  1028  75113794.1851229966                    0                    0
  1029  75113797.4261630177                    0                    0
  1030  75113800.6672030091                    0                    0
  1031  75113803.9082430005                    0                    0
  1032  75113807.1492829919                    0                    0
  1033  75113810.3903230131                    0                    0
  1034  75113813.6313630044                    0                    0
  1035  75113816.8724029958                    0                    0
  1036  75113820.1134430170                    0                    0
  1037  75113823.3544830084                    0                    0
  1038  75113826.5955229998                    0                    0
  1039  75113829.8365630209                    0                    0
  1040  75113833.0776030123                    0                    0
  1041  75113836.3186430037                    0                    0
  1042  75113839.5596829951                    0                    0
  1043  75113842.8007230163                    0                    0
  1044  75113846.0417630076                    0                    0
  1045  75113849.2828029990                    0                    0
  1046  75113852.5238430202                    0                    0
  1047  75113855.7648830116                    0                    0
  1048  75113859.0059230030                    0                    0
  1049  75113862.2469629943                    0                    0
  1050  75113865.4880030155                    0                    0
  1051  75113868.7290430069                    0                    0
  1052  75113871.9700829983                    0                    0
  1053  75113875.2111230195                    0                    0
  1054  75113878.4521630108                    0                    0
  1055  75113881.6932030022                    0                    0
  1056  75113884.9342429936                    0                    0
  1057  75113888.1752830148                    0                    0
  1058  75113891.4163230062                    0                    0
  1059  75113894.6573629975                    0                    0
  1060  75113897.8984030187                    0                    0
  1061  75113901.1394430101                    0                    0
  1062  75113904.3804830015                    0                    0
  1063  75113907.6215229928                    0                    0
  1064  75113910.8625630140                    0                    0
  1065  75113914.1036030054                    0                    0
  1066  75113917.3446429968                    0                    0
  1067  75113920.5856830180                    0                    0
  1068  75113923.8267230093                    0                    0
  1069  75113927.0677630007                    0                    0
  1070  75113930.3088029921                    0                    0
  1071  75113933.5498430133                    0                    0
  1072  75113936.7908830047                    0                    0
  1073  75113940.0319229960                    0                    0
  1074  75113943.2729630172                    0                    0
  1075  75113946.5140030086                    0                    0
  1076     75113949.7550430                    0                    0
  1077  75113952.9960830212                    0                    0
  1078  75113956.2371230125                    0                    0
  1079  75113959.4781630039                    0                    0
  1080  75113962.7192029953                    0                    0
  1081  75113965.9602430165                    0                    0
  1082  75113969.2012830079                    0                    0
  1083  75113972.4423229992                    0                    0
  1084  75113975.6833630204                    0                    0
  1085  75113978.9244030118                    0                    0
  1086  75113982.1654430032     0.31249999939449     0.31249999939449
  1087  75113985.4064829946                    0                    0
  1088  75113988.6475230157                    0                    0
  1089  75113991.8885630071                    0                    0
  1090  75113995.1296029985                    0                    0
  1091  75113998.3706430197                    0                    0
  1092  75114001.6116830111                    0                    0
  1093  75114004.8527230024                    0                    0
  1094  75114008.0937629938                    0                    0
  1095  75114011.3348030150                    0                    0
  1096  75114014.5758430064                    0                    0
  1097  75114017.8168829978                    0                    0
  1098  75114021.0579230189                    0                    0
  1099  75114024.2989630103                    0                    0
  1100  75114027.5400030017                    0                    0
  1101  75114030.7810429931                    0                    0
  1102  75114034.0220830142                    0                    0
  1103  75114037.2631230056                    0                    0
  1104  75114040.5041629970                    0                    0
  1105  75114043.7452030182                    0                    0
  1106  75114046.9862430096                    0                    0
  1107  75114050.2272830009                    0                    0
  1108  75114053.4683229923                    0                    0
  1109  75114056.7093630135                    0                    0
  1110  75114059.9504030049                    0                    0
  1111  75114063.1914429963                    0                    0
  1112  75114066.4324830174                    0                    0
  1113  75114069.6735230088                    0                    0
  1114  75114072.9145630002                    0                    0
  1115  75114076.1556030214                    0                    0
  1116  75114079.3966430128                    0                    0
  1117  75114082.6376830041                    0                    0
  1118  75114085.8787229955                    0                    0
  1119  75114089.1197630167                    0                    0
  1120  75114092.3608030081                    0                    0
  1121  75114095.6018429995                    0                    0
  1122  75114098.8428830206                    0                    0
  1123  75114102.0839230120                    0                    0
  1124  75114105.3249630034                    0                    0
  1125  75114108.5660029948                    0                    0
  1126  75114111.8070430160                    0                    0
  1127  75114115.0480830073                    0                    0
  1128  75114118.2891229987                    0                    0
  1129  75114121.5301630199                    0                    0
  1130  75114124.7712030113                    0                    0
  1131  75114128.0122430027                    0                    0
  1132  75114131.2532829940                    0                    0
  1133  75114134.4943230152                    0                    0
  1134  75114137.7353630066                    0                    0
  1135  75114140.9764029980                    0                    0
  1136  75114144.2174430192                    0                    0
  1137  75114147.4584830105                    0                    0
  1138  75114150.6995230019                    0                    0
  1139  75114153.9405629933                    0                    0
  1140  75114157.1816030145                    0                    0
  1141  75114160.4226430058                    0                    0
  1142  75114163.6636829972                    0                    0
  1143  75114166.9047230184                    0                    0
  1144  75114170.1457630098                    0                    0
  1145  75114173.3868030012                    0                    0
  1146  75114176.6278429925                    0                    0
  1147  75114179.8688830137                    0                    0
  1148  75114183.1099230051                    0                    0
  1149  75114186.3509629965                    0                    0
  1150  75114189.5920030177                    0                    0
  1151  75114192.8330430090                    0                    0
  1152  75114196.0740830004                    0                    0
  1153  75114199.3151230216                    0                    0
  1154  75114202.5561630130                    0                    0
  1155  75114205.7972030044                    0                    0
  1156  75114209.0382429957                    0                    0
  1157  75114212.2792830169                    0                    0
  1158  75114215.5203230083                    0                    0
  1159  75114218.7613629997                    0                    0
  1160  75114222.0024030209                    0                    0
  1161  75114225.2434430122                    0                    0
  1162  75114228.4844830036                    0                    0
  1163  75114231.7255229950                    0                    0
  1164  75114234.9665630162                    0                    0
  1165  75114238.2076030076                    0                    0
  1166  75114241.4486429989                    0                    0
  1167  75114244.6896830201                    0                    0
  1168  75114247.9307230115                    0                    0
  1169  75114251.1717630029                    0                    0
  1170  75114254.4128029943                    0                    0
  1171  75114257.6538430154                    0                    0
  1172  75114260.8948830068                    0                    0
  1173  75114264.1359229982                    0                    0
  1174  75114267.3769630194                    0                    0
  1175  75114270.6180030107                    0                    0
  1176  75114273.8590430021                    0                    0
  1177  75114277.1000829935                    0                    0
  1178  75114280.3411230147                    0                    0
  1179  75114283.5821630061                    0                    0
  1180  75114286.8232029974                    0                    0
  1181  75114290.0642430186                    0                    0
  1182   75114293.305283010                    0                    0
  1183  75114296.5463230014                    0                    0
  1184  75114299.7873629928                    0                    0
  1185  75114303.0284030139                    0                    0
  1186  75114306.2694430053                    0                    0
  1187  75114309.5104829967                    0                    0
  1188  75114312.7515230179                    0                    0
  1189  75114315.9925630093                    0                    0
  1190  75114319.2336030006                    0                    0
  1191  75114322.4746429920                    0                    0
  1192  75114325.7156830132                    0                    0
  1193  75114328.9567230046                    0                    0
  1194  75114332.1977629960                    0                    0
  1195  75114335.4388030171                    0                    0
  1196  75114338.6798430085                    0                    0
  1197  75114341.9208829999                    0                    0
  1198  75114345.1619230211                    0                    0
  1199  75114348.4029630125                    0                    0
  1200  75114351.6440030038                    0                    0
  1201  75114354.8850429952                    0                    0
  1202  75114358.1260830164                    0                    0
  1203  75114361.3671230078                    0                    0
  1204  75114364.6081629992                    0                    0
  1205  75114367.8492030203                    0                    0
  1206  75114371.0902430117                    0                    0
  1207  75114374.3312830031                    0                    0
  1208  75114377.5723229945                    0                    0
  1209  75114380.8133630157                    0                    0
  1210  75114384.0544030070                    0                    0
  1211  75114387.2954429984                    0                    0
  1212  75114390.5364830196                    0                    0
  1213  75114393.7775230110                    0                    0
  1214  75114397.0185630023                    0                    0
  1215  75114400.2596029937                    0                    0
  1216  75114403.5006430149                    0                    0
  1217  75114406.7416830063                    0                    0
  1218  75114409.9827229977                    0                    0
  1219  75114413.2237630188                    0                    0
  1220  75114416.4648030102                    0                    0
  1221  75114419.7058430016                    0                    0
  1222  75114422.9468829930                    0                    0
  1223  75114426.1879230142                    0                    0
  1224  75114429.4289630055                    0                    0
  1225  75114432.6700029969                    0                    0
  1226  75114435.9110430181                    0                    0
  1227  75114439.1520830095                    0                    0
  1228  75114442.3931230009                    0                    0
  1229  75114445.6341629922                    0                    0
  1230  75114448.8752030134                    0                    0
  1231  75114452.1162430048                    0                    0
  1232  75114455.3572829962                    0                    0
  1233  75114458.5983230174                    0                    0
  1234  75114461.8393630087                    0                    0
  1235  75114465.0804030001                    0                    0
  1236  75114468.3214430213                    0                    0
  1237  75114471.5624830127                    0                    0
  1238  75114474.8035230041                    0                    0
  1239  75114478.0445629954                    0                    0
  1240  75114481.2856030166                    0                    0
  1241  75114484.5266430080                    0                    0
  1242  75114487.7676829994                    0                    0
  1243  75114491.0087230206                    0                    0
  1244  75114494.2497630119                    0                    0
  1245  75114497.4908030033                    0                    0
  1246  75114500.7318429947                    0                    0
  1247  75114503.9728830159                    0                    0
  1248  75114507.2139230072                    0                    0
  1249  75114510.4549629986                    0                    0
  1250  75114513.6960030198                    0                    0
  1251  75114516.9370430112                    0                    0
  1252  75114520.1780830026                    0                    0
  1253  75114523.4191229939                    0                    0
  1254  75114526.6601630151                    0                    0
  1255  75114529.9012030065                    0                    0
  1256  75114533.1422429979                    0                    0
  1257  75114536.3832830191                    0                    0
  1258  75114539.6243230104                    0                    0
  1259  75114542.8653630018                    0                    0
  1260  75114546.1064029932                    0                    0
  1261  75114549.3474430144                    0                    0
  1262  75114552.5884830058                    0                    0
  1263  75114555.8295229971                    0                    0
  1264  75114559.0705630183                    0                    0
  1265  75114562.3116030097                    0                    0
  1266  75114565.5526430011                    0                    0
  1267  75114568.7936829925                    0                    0
  1268  75114572.0347230136                    0                    0
  1269  75114575.2757630050                    0                    0
  1270  75114578.5168029964                    0                    0
  1271  75114581.7578430176                    0                    0
  1272  75114584.9988830090                    0                    0
  1273  75114588.2399230003                    0                    0
  1274  75114591.4809630215                    0                    0
  1275  75114594.7220030129                    0                    0
  1276  75114597.9630430043                    0                    0
  1277  75114601.2040829957                    0                    0
  1278  75114604.4451230168                    0                    0
  1279  75114607.6861630082                    0                    0
  1280  75114610.9272029996                    0                    0
  1281  75114614.1682430208                    0                    0
  1282  75114617.4092830122                    0                    0
  1283  75114620.6503230035                    0                    0
  1284  75114623.8913629949                    0                    0
  1285  75114627.1324030161                    0                    0
  1286  75114630.3734430075                    0                    0
  1287  75114633.6144829988                    0                    0
  1288   75114636.855523020                    0                    0
  1289  75114640.0965630114                    0                    0
  1290  75114643.3376030028                    0                    0
  1291  75114646.5786429942                    0                    0
  1292  75114649.8196830153                    0                    0
  1293  75114653.0607230067                    0                    0
  1294  75114656.3017629981                    0                    0
  1295  75114659.5428030193                    0                    0
  1296  75114662.7838430107                    0                    0
  1297  75114666.0248830020                    0                    0
  1298  75114669.2659229934                    0                    0
  1299  75114672.5069630146                    0                    0
  1300  75114675.7480030060                    0                    0
  1301  75114678.9890429974                    0                    0
  1302  75114682.2300830185                    0                    0
  1303  75114685.4711230099                    0                    0
  1304  75114688.7121630013                    0                    0
  1305  75114691.9532029927                    0                    0
  1306  75114695.1942430139                    0                    0
  1307  75114698.4352830052                    0                    0
  1308  75114701.6763229966                    0                    0
  1309  75114704.9173630178                    0                    0
  1310  75114708.1584030092                    0                    0
  1311  75114711.3994430006                    0                    0
  1312  75114714.6404829919                    0                    0
  1313  75114717.8815230131                    0                    0
  1314  75114721.1225630045                    0                    0
  1315  75114724.3636029959                    0                    0
  1316  75114727.6046430171                    0                    0
  1317  75114730.8456830084                    0                    0
  1318  75114734.0867229998                    0                    0
  1319  75114737.3277630210                    0                    0
  1320  75114740.5688030124                    0                    0
  1321  75114743.8098430037                    0                    0
  1322  75114747.0508829951                    0                    0
  1323  75114750.2919230163                    0                    0
  1324  75114753.5329630077                    0                    0
  1325  75114756.7740029991                    0                    0
  1326  75114760.0150430202                    0                    0
  1327  75114763.2560830116                    0                    0
  1328  75114766.4971230030                    0                    0
  1329  75114769.7381629944                    0                    0
  1330  75114772.9792030156                    0                    0
  1331  75114776.2202430069                    0                    0
  1332  75114779.4612829983                    0                    0
  1333  75114782.7023230195                    0                    0
  1334  75114785.9433630109                    0                    0
  1335  75114789.1844030023                    0                    0
  1336  75114792.4254429936                    0                    0
  1337  75114795.6664830148                    0                    0
  1338  75114798.9075230062                    0                    0
  1339  75114802.1485629976                    0                    0
  1340  75114805.3896030188                    0                    0
  1341  75114808.6306430101                    0                    0
  1342  75114811.8716830015                    0                    0
  1343  75114815.1127229929                    0                    0
  1344  75114818.3537630141                    0                    0
  1345  75114821.5948030055                    0                    0
  1346  75114824.8358429968                    0                    0
  1347  75114828.0768830180                    0                    0
  1348  75114831.3179230094                    0                    0
  1349  75114834.5589630008                    0                    0
  1350  75114837.8000029922                    0                    0
  1351  75114841.0410430133                    0                    0
  1352  75114844.2820830047                    0                    0
  1353  75114847.5231229961                    0                    0
  1354  75114850.7641630173                    0                    0
  1355  75114854.0052030087                    0                    0
  1356     75114857.2462430                    0                    0
  1357  75114860.4872830212                    0                    0
  1358  75114863.7283230126                    0                    0
  1359  75114866.9693630040                    0                    0
  1360  75114870.2104029953                    0                    0
  1361  75114873.4514430165                    0                    0
  1362  75114876.6924830079                    0                    0
  1363  75114879.9335229993                    0                    0
  1364  75114883.1745630205                    0                    0
  1365  75114886.4156030118                    0                    0
  1366  75114889.6566430032                    0                    0
  1367  75114892.8976829946                    0                    0
  1368  75114896.1387230158                    0                    0
  1369  75114899.3797630072                    0                    0
  1370  75114902.6208029985                    0                    0
  1371  75114905.8618430197                    0                    0
  1372  75114909.1028830111                    0                    0
  1373  75114912.3439230025                    0                    0
  1374  75114915.5849629939                    0                    0
  1375  75114918.8260030150                    0                    0
  1376  75114922.0670430064                    0                    0
  1377  75114925.3080829978     0.31249999939449     0.31249999939449
  1378  75114928.5491230190                    0                    0
  1379  75114931.7901630104                    0                    0
  1380  75114935.0312030017                    0                    0
  1381  75114938.2722429931                    0                    0
  1382  75114941.5132830143                    0                    0
  1383  75114944.7543230057                    0                    0
  1384  75114947.9953629971                    0                    0
  1385  75114951.2364030182                    0                    0
  1386  75114954.4774430096                    0                    0
  1387  75114957.7184830010                    0                    0
  1388  75114960.9595229924                    0                    0
  1389  75114964.2005630136                    0                    0
  1390  75114967.4416030049                    0                    0
  1391  75114970.6826429963                    0                    0
  1392  75114973.9236830175                    0                    0
  1393  75114977.1647230089                    0                    0
  1394  75114980.4057630002                    0                    0
  1395  75114983.6468030214                    0                    0
  1396  75114986.8878430128                    0                    0
  1397  75114990.1288830042                    0                    0
  1398  75114993.3699229956                    0                    0
  1399  75114996.6109630167                    0                    0
  1400  75114999.8520030081                    0                    0
  1401  75115003.0930429995                    0                    0
  1402  75115006.3340830207                    0                    0
  1403  75115009.5751230121                    0                    0
  1404  75115012.8161630034                    0                    0
  1405  75115016.0572029948                    0                    0
  1406  75115019.2982430160                    0                    0
  1407  75115022.5392830074                    0                    0
  1408  75115025.7803229988     0.31249999939449     0.31249999939449
  1409  75115029.0213630199                    0                    0
  1410  75115032.2624030113                    0                    0
  1411  75115035.5034430027                    0                    0
  1412  75115038.7444829941                    0                    0
  1413  75115041.9855230153                    0                    0
  1414  75115045.2265630066                    0                    0
  1415  75115048.4676029980                    0                    0
  1416  75115051.7086430192                    0                    0
  1417  75115054.9496830106                    0                    0
  1418  75115058.1907230020                    0                    0
  1419  75115061.4317629933                    0                    0
  1420  75115064.6728030145                    0                    0
  1421  75115067.9138430059                    0                    0
  1422  75115071.1548829973                    0                    0
  1423  75115074.3959230185                    0                    0
  1424  75115077.6369630098                    0                    0
  1425  75115080.8780030012                    0                    0
  1426  75115084.1190429926                    0                    0
  1427  75115087.3600830138                    0                    0
  1428  75115090.6011230052                    0                    0
  1429  75115093.8421629965                    0                    0
  1430  75115097.0832030177                    0                    0
  1431  75115100.3242430091                    0                    0
  1432  75115103.5652830005                    0                    0
  1433  75115106.8063229918                    0                    0
  1434  75115110.0473630130                    0                    0
  1435  75115113.2884030044                    0                    0
  1436  75115116.5294429958                    0                    0
  1437  75115119.7704830170                    0                    0
  1438  75115123.0115230083                    0                    0
  1439  75115126.2525629997                    0                    0
  1440  75115129.4936030209                    0                    0
  1441  75115132.7346430123                    0                    0
  1442  75115135.9756830037                    0                    0
  1443  75115139.2167229950                    0                    0
  1444  75115142.4577630162     0.31249999939449     0.31249999939449
  1445  75115145.6988030076                    0                    0
  1446  75115148.9398429990                    0                    0
  1447  75115152.1808830202                    0                    0
  1448  75115155.4219230115                    0                    0
  1449  75115158.6629630029                    0                    0
  1450  75115161.9040029943                    0                    0
  1451  75115165.1450430155                    0                    0
  1452  75115168.3860830069                    0                    0
  1453  75115171.6271229982                    0                    0
  1454  75115174.8681630194                    0                    0
  1455  75115178.1092030108                    0                    0
  1456  75115181.3502430022                    0                    0
  1457  75115184.5912829936                    0                    0
  1458  75115187.8323230147                    0                    0
  1459  75115191.0733630061                    0                    0
  1460  75115194.3144029975                    0                    0
  1461  75115197.5554430187                    0                    0
  1462  75115200.7964830101                    0                    0
  1463  75115204.0375230014                    0                    0
  1464  75115207.2785629928                    0                    0
  1465  75115210.5196030140                    0                    0
  1466  75115213.7606430054                    0                    0
  1467  75115217.0016829967                    0                    0
  1468  75115220.2427230179                    0                    0
  1469  75115223.4837630093                    0                    0
  1470  75115226.7248030007                    0                    0
  1471  75115229.9658429921                    0                    0
  1472  75115233.2068830132                    0                    0
  1473  75115236.4479230046                    0                    0
  1474  75115239.6889629960                    0                    0
  1475  75115242.9300030172                    0                    0
  1476  75115246.1710430086                    0                    0
  1477  75115249.4120829999                    0                    0
  1478  75115252.6531230211                    0                    0
  1479  75115255.8941630125                    0                    0
  1480  75115259.1352030039                    0                    0
  1481  75115262.3762429953     0.31249999939449     0.31249999939449
  1482  75115265.6172830164                    0                    0
  1483  75115268.8583230078                    0                    0
  1484  75115272.0993629992                    0                    0
  1485  75115275.3404030204                    0                    0
  1486  75115278.5814430118                    0                    0
  1487  75115281.8224830031                    0                    0
  1488  75115285.0635229945                    0                    0
  1489  75115288.3045630157                    0                    0
  1490  75115291.5456030071                    0                    0
  1491  75115294.7866429985                    0                    0
  1492  75115298.0276830196                    0                    0
  1493  75115301.2687230110                    0                    0
  1494  75115304.5097630024                    0                    0
  1495  75115307.7508029938                    0                    0
  1496  75115310.9918430150                    0                    0
  1497  75115314.2328830063                    0                    0
  1498  75115317.4739229977                    0                    0
  1499  75115320.7149630189                    0                    0
  1500  75115323.9560030103                    0                    0
  1501  75115327.1970430017                    0                    0
  1502  75115330.4380829930                    0                    0
  1503  75115333.6791230142                    0                    0
  1504  75115336.9201630056                    0                    0
  1505  75115340.1612029970                    0                    0
  1506  75115343.4022430182                    0                    0
  1507  75115346.6432830095                    0                    0
  1508  75115349.8843230009                    0                    0
  1509  75115353.1253629923                    0                    0
  1510  75115356.3664030135                    0                    0
  1511  75115359.6074430048                    0                    0
  1512  75115362.8484829962                    0                    0
  1513  75115366.0895230174                    0                    0
  1514  75115369.3305630088                    0                    0
  1515  75115372.5716030002                    0                    0
  1516  75115375.8126430213                    0                    0
  1517  75115379.0536830127                    0                    0
  1518  75115382.2947230041                    0                    0
  1519  75115385.5357629955                    0                    0
  1520  75115388.7768030167                    0                    0
  1521  75115392.0178430080                    0                    0
  1522  75115395.2588829994                    0                    0
  1523  75115398.4999230206                    0                    0
  1524  75115401.7409630120                    0                    0
  1525  75115404.9820030034                    0                    0
  1526  75115408.2230429947                    0                    0
  1527  75115411.4640830159                    0                    0
  1528  75115414.7051230073                    0                    0
  1529  75115417.9461629987                    0                    0
  1530  75115421.1872030199                    0                    0
  1531  75115424.4282430112                    0                    0
  1532  75115427.6692830026                    0                    0
  1533  75115430.9103229940                    0                    0
  1534  75115434.1513630152                    0                    0
  1535  75115437.3924030066                    0                    0
  1536  75115440.6334429979                    0                    0
  1537  75115443.8744830191                    0                    0
  1538  75115447.1155230105                    0                    0
  1539  75115450.3565630019                    0                    0
  1540  75115453.5976029932                    0                    0
  1541  75115456.8386430144                    0                    0
  1542  75115460.0796830058                    0                    0
  1543  75115463.3207229972                    0                    0
  1544  75115466.5617630184                    0                    0
  1545  75115469.8028030097     0.31249999939449     0.31249999939449
