time(s)	flux(cts/s)
200.54181423783302	9.37473971763491
600.9418142437935	9.4533988666388
1001.3418142348528	9.356293888865281
1401.7418142408133	9.263208721757
1802.1418142318726	9.53885877409959
2202.541814237833	9.581030500462264
2602.9418142437935	9.82291430965293
3003.341814234853	9.90445342286558
3403.7418142408133	10.0777494548543
3804.1418142318726	10.158736275504875
4204.541814237833	9.553926233603605
4604.9418142437935	9.96414450773728
5005.341814234853	10.204118173327254
5405.741814240813	10.001875727441995
5806.141814231873	10.272731580490513
6206.541814237833	9.975060943288641
6606.9418142437935	10.146101873902118
7007.341814234853	10.12213858069791
7407.741814240813	9.911587221185425
7808.141814231873	10.20435255924988
8208.541814237833	9.581976061609609
8608.941814243793	10.048917729604634
9009.341814234853	9.94023862014359
9409.741814240813	9.883433379577482
9810.141814231873	9.974939803744574
10210.541814237833	9.805139522533436
10610.941814243793	9.821322825196239
11011.341814234853	9.811562160643756
11411.741814240813	9.89442637333472
11812.141814231873	9.738296548287531
12212.541814237833	10.030451396671008
12612.941814243793	9.98673967665038
13013.341814234853	9.695728759401831
13413.741814240813	9.816750607191054
13814.141814231873	9.969104448367746
14214.541814237833	10.041587065397337
14614.941814243793	9.759610828619413
15015.341814234853	9.474491033573981
15415.741814240813	9.358973942630959
15816.141814231873	9.629587723898455
16216.541814237833	9.405347701211404
16616.941814243793	9.09676208315254
17017.341814234853	9.414438276783397
17417.741814240813	9.41367945094239
17818.141814231873	8.956315073067849
18218.541814237833	8.842124909304314
18618.941814243793	9.064259923246109
19019.341814234853	8.810035520030032
19419.741814240813	8.75900373841763
19820.141814231873	9.025470160214235
20220.541814237833	8.984411753484759
20620.941814243793	8.617258047192108
21021.341814234853	8.432643632123218
21421.741814240813	8.514158554347691
21822.141814231873	8.686187993992737
22222.541814237833	8.653819444423807
22622.941814243793	8.420101174658235
23023.341814234853	8.71832033046274
23423.741814240813	8.433144867034315
23824.141814231873	8.938860969437814
24224.541814237833	9.506042922231481
24624.941814243793	9.243148462719201
25025.341814234853	8.82288593689766
25425.741814240813	8.680554754406842
25826.141814231873	8.752361890483952
26226.541814237833	8.684828679439388
26626.941814243793	8.339976690902594
27027.341814234853	8.499582905916087
27427.741814240813	8.44968789161122
27828.141814231873	8.571604104531982
28228.541814237833	8.166226779292419
28628.941814243793	8.000152243894776
29029.341814234853	8.04052294360112
29429.741814240813	7.966159361795013
29830.141814231873	7.881823585776356
30230.541814237833	7.541546295855452
30630.941814243793	7.684151213379765
31031.341814234853	7.573262079881429
31431.741814240813	7.482224343908494
31832.141814231873	7.783004628200351
32232.541814237833	7.630228542410563
32632.941814243793	7.667062171901421
33033.34181423485	7.032024436510385
33433.74181424081	7.683288494986347
33834.14181423187	7.5629739210707365
34234.54181423783	7.479713546817343
34634.94181424379	7.505516518140287
35035.34181423485	7.58454327161874
35435.74181424081	7.511626802765383
35836.14181423187	7.479998858022715
36236.54181423783	7.772056546838341
36636.94181424379	7.424628327371611
37037.34181423485	7.605120238942222
37437.74181424081	7.650254959964005
37838.14181423187	7.514742060573132
38238.54181423783	7.877451961835209
38638.94181424379	7.835948087514844
39039.34181423485	7.820930408467698
39439.74181424081	7.8553738357345875
39840.14181423187	7.425892604337684
40240.54181423783	7.323750910665869
40640.94181424379	7.2926496980422915
41041.34181423485	7.4078298752938645
41441.74181424081	7.309638004672571
41842.14181423187	7.684268903275854
42242.54181423783	7.1493459904253935
42642.94181424379	7.49126204280737
43043.34181423485	7.427109983812057
43443.74181424081	7.3381016314852525
43844.14181423187	7.4395821560550095
44244.54181423783	7.145654411031696
44644.94181424379	7.433862553622146
45045.34181423485	7.518208722394686
45445.74181424081	7.56234722385094
45846.14181423187	7.978943365212371
46246.54181423783	8.287313350220675
46646.94181424379	8.09072153373338
47047.34181423485	8.499948791862835
47447.74181424081	8.260903423966475
47848.14181423187	8.375621722516252
48248.54181423783	8.830965948188474
48648.94181424379	8.495446642462218
49049.34181423485	8.371996266492708
49449.74181424081	9.05045746028794
