time(s)	flux(cts/s)
800.0672870874405	0.7054256857193302
2400.2672870755196	0.6534630533913758
4000.467287093401	0.6721585631524855
5600.66728708148	0.6668353190186912
7200.867287099361	0.6361884290915131
8801.06728708744	0.6248470080814836
10401.26728707552	0.6003850955548512
12001.467287093401	0.5858129806767726
13601.66728708148	0.6295999849015621
15201.867287099361	0.7785042237331521
16802.06728708744	0.8256715782028669
18402.26728707552	0.7782051563583495
20002.4672870934	0.7718313797746739
21602.66728708148	0.6739975618240899
23202.86728709936	0.6358221289306687
24803.06728708744	0.6268779232284625
26403.26728707552	0.6726566612070319
28003.4672870934	0.6812298322631226
29603.66728708148	0.6906647648107986
31203.86728709936	0.6559186890761729
32804.06728708744	0.6691741298565155
34404.26728707552	0.5934678265368155
36004.4672870934	0.6098686733917459
37604.66728708148	0.5359262130337838
39204.86728709936	0.4769646932785773
40805.06728708744	0.48820717790482476
42405.26728707552	0.5803468403388023
44005.4672870934	0.610690348747378
45605.66728708148	0.5573968709516638
47205.86728709936	0.608787849072234
48806.06728708744	0.5808732985021221
50406.26728707552	0.536965278703401
52006.4672870934	0.5827858053421703
53606.66728708148	0.6106936984250196
55206.86728709936	0.577473973558375
56807.06728708744	0.577111527114082
58407.26728707552	0.597363853091467
60007.4672870934	0.5570629459362156
