time(s)	flux(cts/s)
5601.014241814613	0.9892970769652627
7201.214241832495	0.9227738742514856
8801.414241820574	0.9001341340540749
10401.614241808653	0.8148985920620304
12001.814241826534	0.8708135892960719
13602.014241814613	0.8969933364037117
15202.214241832495	0.9141410407304714
16802.414241820574	0.8666130426357631
18402.614241808653	0.8049964579665311
20002.814241826534	0.7173643362680523
21603.014241814613	0.7375656891116967
23203.214241832495	0.7669860921562934
24803.414241820574	0.7675928837257994
26403.614241808653	0.7051618348983085
28003.814241826534	0.6996900246961082
29604.014241814613	0.7071812665608277
31204.214241832495	0.7709543631166654
32804.414241820574	0.7091528436031606
34404.61424180865	0.7314043612186651
36004.814241826534	0.6767077723359675
37605.01424181461	0.7191782443678577
39205.214241832495	0.6758750137488376
40805.414241820574	0.6324766078674844
42405.61424180865	0.6471622613274638
44005.814241826534	0.6460947445921915
45606.01424181461	0.6420536087470646
47206.214241832495	0.683758655595574
48806.414241820574	0.6658384008062341
50406.61424180865	0.6830264639675155
52006.814241826534	0.7850106609251019
53607.01424181461	0.8152299779310601
55207.214241832495	0.9564759451506722
56807.414241820574	0.884855641821469
58407.61424180865	0.7805417294039345
60007.814241826534	0.769832026044983
61608.01424181461	0.7530556904339825
63208.214241832495	0.735914720584309
64808.414241820574	0.7506214352614093
66408.61424180865	0.7777785527744644
