time(s)	flux(cts/s)
1542.563708692789	1.3218375
1942.5937086939812	1.3141335
2342.6237086951733	1.3137733
2742.6537086963654	1.288847
3142.6837086975574	1.4787339
3542.7137086987495	1.4816527
3942.7437086999416	1.2164466
4342.773708701134	1.3030158
4742.803708702326	1.1933177
5142.833708703518	1.4301205
5542.86370870471	1.2747496
5942.893708705902	1.2510425
6342.923708707094	1.1179416
6742.953708678484	1.2479683
7142.983708679676	1.1057489
7543.013708680868	1.2717295
7943.04370868206	1.1827487
8343.073708683252	1.1568713
8743.103708684444	1.3065697
9143.133708685637	1.1847353
9543.163708686829	1.2516422
9943.19370868802	1.0708001
10343.223708689213	0.9428035
10743.253708690405	1.1552838
11143.283708691597	0.9937376
11543.313708692789	1.1123791
11943.343708693981	1.0532928
12343.373708695173	1.2781115
12743.403708696365	1.0367813
13143.433708697557	1.2244798
13543.46370869875	1.2263578
13943.493708699942	1.2054176
14343.523708701134	1.1199869
14743.553708702326	1.1774228
15143.583708703518	1.2976402
15543.61370870471	1.5217429
15943.643708705902	1.3025746
16343.673708707094	1.0344802
16743.703708678484	1.2263137
17143.733708679676	1.3121016
17543.763708680868	1.1990374
17943.79370868206	1.1630081
18343.823708683252	1.3084527
18743.853708684444	1.4436173
19143.883708685637	1.3600712
19543.91370868683	1.3682472
19943.94370868802	1.1925734
20343.973708689213	1.1461287
20744.003708690405	1.280598
21144.033708691597	1.1306655
21544.06370869279	1.2071996
21944.09370869398	1.2198293
22344.123708695173	1.300668
22744.153708696365	1.2084475
23144.183708697557	1.1043514
23544.21370869875	1.2811198
23944.24370869994	1.0916823
24344.273708701134	1.3423547
24744.303708702326	1.1760291
25144.333708703518	1.3466574
25544.36370870471	1.3217423
25944.393708705902	1.5802387
26344.423708707094	1.945882
26744.453708678484	2.623706
27144.483708679676	2.485587
27544.513708680868	2.4545019
27944.54370868206	2.197835
28344.573708683252	1.9281164
28744.603708684444	1.8466331
29144.633708685637	1.7007921
29544.66370868683	1.5944635
29944.69370868802	1.67544
30344.723708689213	1.6407651
30744.753708690405	1.4155134
31144.783708691597	1.4613255
31544.81370869279	2.6385944
