time(s)	flux(cts/s)
801.1092122644186	0.004844832629054149
2402.709212258458	0.013972705743952681
4004.309212267399	0.00746380572680424
5605.909212261438	0.000870738453167506
7207.509212270379	0.012353541784787096
8809.109212264419	0.007698190415253364
10410.709212258458	0.007071260675503178
12012.309212267399	0.08253627589190299
13613.909212261438	0.20607987369137892
15215.509212270379	0.07819309426905881
16817.10921226442	0.04054128741696101
18418.709212258458	0.028138899332449424
20020.3092122674	0.03703634417852209
21621.90921226144	0.008213063050954202
