time(s)	flux(cts/s)
2508.3432262539864	0.2765711806423578
4108.375226259232	0.2752091327419415
5708.407226264477	0.3041795972239968
7308.43922623992	0.18744245324533929
8908.471226245165	0.2515424956570149
10508.50322625041	0.23954102338453015
12108.535226255655	0.25218833348370595
13708.5672262609	0.2080081274207334
15308.599226266146	0.24501137620522756
16908.63122624159	0.2599223239491944
18508.663226246834	0.3295771608688276
20108.69522625208	0.4081463559187418
21708.727226257324	0.3977782452983705
23308.75922626257	0.3642797620475819
24908.791226267815	0.28134575681236124
26508.823226243258	0.25776829100146653
28108.855226248503	0.27498569487946306
29708.887226253748	0.2699349536602082
31308.919226258993	0.24180012115248806
32908.95122626424	0.2819066768575935
34508.98322623968	0.2501587906781006
36109.01522624493	0.2776864155982956
37709.04722625017	0.40642943356899003
39309.07922625542	0.4369888735825541
40909.11122626066	0.47999276784888667
42509.14322626591	0.4069834661437266
44109.17522624135	0.41308857271728266
45709.207226246595	0.4305667200790656
47309.23922625184	0.4046412069813974
48909.271226257086	0.3999279905822893
50509.30322626233	0.39458330089592397
52109.335226267576	0.3170783098702456
53709.36722624302	0.2853359019048966
55309.399226248264	0.24086490129497054
56909.43122625351	0.216163449566004
58509.463226258755	0.29505778766151863
60109.495226264	0.4192055257529334
61709.52722623944	0.4384319119155208
63309.55922624469	0.3983405693250434
64909.59122624993	0.3405402529702118
66509.62322625518	0.34293654569520593
68109.65522626042	0.3502664844125317
69709.68722626567	0.37896706177745665
71309.71922624111	0.3556457446779081
72909.75122624636	0.3413658432581678
74509.7832262516	0.3391770045917329
76109.81522625685	0.3341639802276911
77709.84722626209	0.3037389887083955
79309.87922626734	0.311495705189416
80909.91122624278	0.2991227786142461
82509.94322624803	0.33162081871953225
84109.97522625327	0.36034068147114434
85710.00722625852	0.3273902595817422
87310.03922626376	0.34544801666775093
