time(s)	flux(cts/s)
801.2109779417515	0.005999709859913355
2402.810977935791	0.004335073552833134
4004.4109779298306	0.00948691474535862
5606.010977953672	0.0048464702476654275
7207.610977947712	0.007607622492548044
8809.210977941751	0.013346779590686596
10410.810977935791	0.008157929932869706
12012.41097792983	0.007171904718459129
13614.010977953672	0.010667953541137096
15215.610977947712	0.011207899422287455
16817.21097794175	0.006985424222604838
18418.81097793579	0.009636440593478197
20020.41097792983	0.011839354408752958
21622.010977953672	0.015311247344274786
23223.610977947712	0.015485079099138621
24825.21097794175	0.010185639037628782
26426.81097793579	0.012088539199139516
28028.41097792983	0.011318854474031031
29630.010977953672	0.007322069721632132
31231.610977947712	0.01743428789334883
32833.21097794175	0.0074956963288487985
34434.81097793579	0.010806682916078234
36036.41097792983	0.016430348133278067
37638.01097795367	0.013346016417638426
39239.61097794771	0.011355048750991983
40841.21097794175	0.014451345470407202
42442.81097793579	0.01687022582259635
44044.41097792983	0.019723374799645067
45646.01097795367	0.04673556693572312
47247.61097794771	0.013942187829962108
48849.21097794175	0.012349322554882199
50450.81097793579	0.014054946390421735
52052.41097792983	0.01555802919643229
53654.01097795367	0.033990208246930595
55255.61097794771	0.026305045154042795
56857.21097794175	0.020775590789345648
