time(s)	flux(cts/s)
199.81570082902908	6.075032977624556
600.2157008349895	6.139654755967922
1000.61570084095	5.901485691010472
1401.0157008171082	5.973940252824462
1801.4157008230686	5.9543449970285796
2201.815700829029	5.607509579676168
2602.2157008349895	6.008127836843096
3002.61570084095	6.1259848849299035
3403.015700817108	5.7135260448837215
3803.4157008230686	5.929008951411275
4203.815700829029	6.489782689408396
4604.21570083499	6.33961865316587
5004.61570084095	6.159817288070957
5405.015700817108	6.178100548087493
5805.415700823069	6.618346959735897
6205.815700829029	6.428242652803474
6606.21570083499	6.235865921417922
7006.61570084095	6.525849515035254
7407.015700817108	6.6674859327220375
7807.415700823069	6.723738738289672
8207.815700829029	6.300918243018574
8608.21570083499	6.460236926718739
9008.61570084095	5.998526972448838
9409.015700817108	6.059433175692604
9809.415700823069	5.356834323551609
10209.815700829029	5.854268775116709
10610.21570083499	5.5976951327001
11010.61570084095	5.458604254555319
11411.015700817108	5.197817604812614
11811.415700823069	5.202453152084723
12211.815700829029	5.297261617061826
12612.21570083499	5.466407902228944
13012.61570084095	5.123016507297476
13413.015700817108	5.099895107084873
13813.415700823069	5.0051797814478425
14213.815700829029	4.861067343452637
14614.21570083499	4.78946502835483
15014.61570084095	4.907336073280084
15415.015700817108	5.4104076774288155
15815.415700823069	5.53564043125819
16215.815700829029	5.917066758655912
16616.21570083499	6.580855687374443
17016.61570084095	6.346925236686617
17417.015700817108	6.324638414211024
