time(s)	flux(cts/s)
199.9508370757103	0.9839334938793763
600.1508370637894	0.9375208509398398
1000.3508370816708	1.0272331061697544
1400.5508370697498	1.0801628215691819
1800.7508370876312	0.9355282462693413
2200.9508370757103	0.9576937150354471
2601.1508370637894	1.0530204393279443
3001.3508370816708	1.222496901243028
3401.55083706975	1.098434251267835
3801.750837087631	0.9882222983491022
4201.95083707571	1.1375779945231206
4602.150837063789	1.0599272444224697
5002.350837081671	0.9761705391973784
5402.55083706975	0.9727698934473644
5802.750837087631	0.9700686955283659
6202.95083707571	0.9310519064191444
6603.150837063789	1.0505398301700246
7003.350837081671	1.0645682034098856
7403.55083706975	1.0042418096215333
7803.750837087631	0.878712493763756
8203.95083707571	1.022912683148517
8604.15083706379	0.9991761304076173
9004.35083708167	1.0945610600644404
9404.55083706975	1.1475452809515738
9804.750837087631	1.0680612602803374
10204.95083707571	1.01181018691
10605.15083706379	1.1239951383401812
11005.35083708167	1.1006567557339337
11405.55083706975	1.1191854903355807
11805.750837087631	1.0618408491161295
12205.95083707571	1.0398806295765557
12606.15083706379	1.0744783723989286
13006.35083708167	1.0866465654918618
13406.55083706975	1.2480469510127679
13806.750837087631	1.3911626579131846
14206.95083707571	1.526638659211677
14607.15083706379	1.4130834464172959
15007.35083708167	1.2616787050961478
15407.55083706975	1.0843148027253597
15807.750837087631	1.1719350852127954
16207.95083707571	1.1951730897199868
16608.15083706379	1.0928337194241955
17008.35083708167	1.0929146669847873
17408.55083706975	0.957725671527371
17808.75083708763	0.9687937534267042
18208.95083707571	1.0304384362481407
18609.15083706379	1.064032287948817
19009.35083708167	0.8321379542249249
19409.55083706975	1.0352098161970935
19809.75083708763	1.0452263860131517
20209.95083707571	0.9834972397562839
20610.15083706379	0.938270450560974
21010.35083708167	0.9980315947881526
21410.55083706975	1.0860161976466807
21810.75083708763	0.9318839185910112
22210.95083707571	0.8817513477307191
22611.15083706379	0.915224160264
23011.35083708167	0.98199167313654
23411.55083706975	0.928757883232011
23811.75083708763	0.904466001584206
24211.95083707571	0.9127106492852929
24612.15083706379	0.9443826992812167
25012.35083708167	0.9032572804994956
25412.55083706975	0.8847538539712543
25812.75083708763	1.419043181164774
26212.95083707571	1.7451281720810004
26613.15083706379	1.3089994929681243
27013.35083708167	1.279767644072836
27413.55083706975	1.1023598869570703
27813.75083708763	1.084783193300298
28213.95083707571	1.0391589595386441
28614.15083706379	1.0530337813573538
29014.35083708167	1.0738585445534716
29414.55083706975	1.1746547390960835
29814.75083708763	1.0241566238968918
30214.95083707571	1.1308787174261083
30615.15083706379	1.2515239590884697
31015.35083708167	1.5330345979756497
31415.55083706975	1.6188227648122302
31815.75083708763	1.6848012832960977
32215.95083707571	1.683667069859145
32616.15083706379	1.6880848828420614
33016.35083708167	1.9123712834863211
33416.55083706975	2.0017517283575996
33816.75083708763	2.0015913981679447
34216.95083707571	2.2840657495295216
34617.15083706379	1.9991491772745342
35017.35083708167	1.786582432948478
35417.55083706975	1.8917963466663374
35817.75083708763	1.7268876967558044
36217.95083707571	1.6852937839211684
36618.15083706379	1.7295423430671275
37018.35083708167	1.6636022565038031
37418.55083706975	1.8023647730785675
37818.75083708763	1.612303915819817
38218.95083707571	1.7557622897041048
38619.15083706379	1.607307380076827
