Year,Lx,Lx Uncert,Preflare limit year,Preflare limit Lx,year derived t-t_preflare (years),L-L_preflare,(L-L_preflare)/L_preflare,MJD,Preflare limit MJD,t-t_preflare (days),t-t_preflare (years),,,,,,,,,,,,,,
2012.64,4.87E+45,5.53E+43,2005.97,2.46E+45,6.67,2.41E+45,9.83E-01,56125,53689.1,2435.9,6.67369863013699,,,,,,,,,,,,,,
2013.3,4.54E+45,5.37E+43,2005.97,2.46E+45,7.33,2.08E+45,8.47E-01,56369,53689.1,2679.9,7.34219178082192,,,,,,,,,,,,,,
2013.45,5.16E+45,8.76E+43,2005.97,2.46E+45,7.48,2.71E+45,1.10E+00,56421,53689.1,2731.9,7.48465753424658,,,,,,,,,,,,,,
2013.49,5.13E+45,9.68E+43,2005.97,2.46E+45,7.52,2.67E+45,1.09E+00,56437.5,53689.1,2748.4,7.52986301369863,,,,,,,,,,,,,,
2013.54,6.29E+45,9.71E+43,2005.97,2.46E+45,7.57,3.83E+45,1.56E+00,56453.6,53689.1,2764.5,7.57397260273973,,,,,,,,,,,,,,
2013.57,5.06E+45,6.84E+43,2005.97,2.46E+45,7.6,2.61E+45,1.06E+00,56465.8,53689.1,2776.7,7.60739726027397,,,,,,,,,,,,,,
2013.61,5.19E+45,6.63E+43,2005.97,2.46E+45,7.64,2.74E+45,1.11E+00,56479,53689.1,2789.9,7.64356164383562,,,,,,,,,,,,,,
2013.67,4.38E+45,7.68E+43,2005.97,2.46E+45,7.7,1.93E+45,7.85E-01,56501.5,53689.1,2812.4,7.70520547945205,,,,,,,,,,,,,,
2013.97,6.26E+45,9.50E+43,2005.97,2.46E+45,8,3.81E+45,1.55E+00,56613,53689.1,2923.9,8.01068493150685,,,,,,,,,,,,,,
2014.02,4.78E+45,7.36E+43,2005.97,2.46E+45,8.05,2.33E+45,9.48E-01,56629.1,53689.1,2940,8.05479452054795,,,,,,,,,,,,,,
2014.04,4.35E+45,6.21E+43,2005.97,2.46E+45,8.07,1.90E+45,7.73E-01,56635.5,53689.1,2946.4,8.07232876712329,,,,,,,,,,,,,,
2014.09,4.25E+45,6.27E+43,2005.97,2.46E+45,8.12,1.79E+45,7.30E-01,56654.7,53689.1,2965.6,8.12493150684932,,,,,,,,,,,,,,
2014.1,3.71E+45,7.38E+43,2005.97,2.46E+45,8.13,1.26E+45,5.13E-01,56661.8,53689.1,2972.7,8.14438356164384,,,,,,,,,,,,,,
2014.14,4.03E+45,7.73E+43,2005.97,2.46E+45,8.17,1.58E+45,6.42E-01,56676,53689.1,2986.9,8.18328767123288,,,,,,,,,,,,,,
2014.18,5.14E+45,1.43E+44,2005.97,2.46E+45,8.21,2.68E+45,1.09E+00,56693.5,53689.1,3004.4,8.23123287671233,,,,,,,,,,,,,,
2014.23,5.06E+45,1.20E+44,2005.97,2.46E+45,8.26,2.60E+45,1.06E+00,56709.5,53689.1,3020.4,8.27506849315068,,,,,,,,,,,,,,
2014.24,4.67E+45,1.18E+44,2005.97,2.46E+45,8.27,2.21E+45,9.01E-01,56714.5,53689.1,3025.4,8.28876712328767,,,,,,,,,,,,,,
2014.28,5.19E+45,8.50E+43,2005.97,2.46E+45,8.31,2.74E+45,1.11E+00,56725.7,53689.1,3036.6,8.31945205479452,,,,,,,,,,,,,,
2014.32,4.23E+45,7.75E+43,2005.97,2.46E+45,8.35,1.78E+45,7.23E-01,56741.1,53689.1,3052,8.36164383561644,,,,,,,,,,,,,,
2014.37,3.86E+45,7.46E+43,2005.97,2.46E+45,8.4,1.41E+45,5.73E-01,56757.4,53689.1,3068.3,8.40630136986301,,,,,,,,,,,,,,
2014.41,4.96E+45,8.61E+43,2005.97,2.46E+45,8.44,2.50E+45,1.02E+00,56773.3,53689.1,3084.2,8.44986301369863,,,,,,,,,,,,,,
2014.7,3.99E+45,7.64E+43,2005.97,2.46E+45,8.73,1.53E+45,6.24E-01,56879.1,53689.1,3190,8.73972602739726,,,,,,,,,,,,,,
2014.99,2.78E+45,8.10E+43,2005.97,2.46E+45,9.02,3.22E+44,1.31E-01,56981.9,53689.1,3292.8,9.0213698630137,,,,,,,,,,,,,,
2015,3.57E+45,9.04E+43,2005.97,2.46E+45,9.03,1.11E+45,4.53E-01,56986.6,53689.1,3297.5,9.03424657534247,,,,,,,,,,,,,,
2015.06,3.99E+45,8.21E+43,2005.97,2.46E+45,9.09,1.54E+45,6.26E-01,57009,53689.1,3319.9,9.09561643835616,,,,,,,,,,,,,,
2015.13,4.72E+45,8.15E+43,2005.97,2.46E+45,9.16,2.27E+45,9.23E-01,57037.2,53689.1,3348.1,9.17287671232877,,,,,,,,,,,,,,
2015.2,3.54E+45,7.70E+43,2005.97,2.46E+45,9.23,1.09E+45,4.42E-01,57065,53689.1,3375.9,9.24904109589041,,,,,,,,,,,,,,
2015.29,2.46E+45,6.03E+43,2005.97,2.46E+45,9.32,0.00E+00,0.00E+00,57093.1,53689.1,3404,9.32602739726027,,,,,,,,,,,,,,
2015.63,3.41E+45,4.45E+44,2005.97,2.46E+45,9.66,9.51E+44,3.87E-01,57217,53689.1,3527.9,9.66547945205479,,,,,,,,,,,,,,
2016.22,3.28E+45,1.19E+44,2005.97,2.46E+45,10.25,8.28E+44,3.37E-01,57436.9,53689.1,3747.8,10.2679452054795,,,,,,,,,,,,,,
2016.33,6.52E+45,2.25E+44,2005.97,2.46E+45,10.36,4.06E+45,1.65E+00,57473.4,53689.1,3784.3,10.3679452054795,,,,,,,,,,,,,,
2016.34,6.97E+45,2.23E+44,2005.97,2.46E+45,10.37,4.51E+45,1.84E+00,57478.6,53689.1,3789.5,10.3821917808219,,,,,,,,,,,,,,
2016.44,5.76E+45,2.38E+44,2005.97,2.46E+45,10.47,3.30E+45,1.35E+00,57513.9,53689.1,3824.8,10.478904109589,,,,,,,,,,,,,,
2016.46,5.36E+45,1.57E+44,2005.97,2.46E+45,10.49,2.90E+45,1.18E+00,57522,53689.1,3832.9,10.501095890411,,,,,,,,,,,,,,
2016.61,5.27E+45,5.52E+44,2005.97,2.46E+45,10.64,2.81E+45,1.14E+00,57576,53689.1,3886.9,10.6490410958904,,,,,,,,,,,,,,
2017.58,4.11E+45,4.88E+44,2005.97,2.46E+45,11.61,1.66E+45,6.75E-01,57931,53689.1,4241.9,11.6216438356164,,,,,,,,,,,,,,
