Year,Lx,Lx Uncert,Preflare limit year,Preflare limit Lx,year derived t-t_preflare (years),L-L_preflare,(L-L_preflare)/L_preflare,MJD,Preflare limit MJD,t-t_preflare (days),t-t_preflare (years),,,,,,,,,,,,,,
2005.41,5.31E+45,3.60E+44,2005.41,5.39E+45,0,-8.19E+43,-1.52E-02,53484.8,53484.8,0,0,,,,,,,,,,,,,,
2005.41,9.32E+45,8.24E+45,2005.41,5.39E+45,0,3.94E+45,7.31E-01,53485.4,53484.8,0.6,0.00164383561643836,,,,,,,,,,,,,,
2005.41,8.52E+49,9.01E+47,2005.41,5.39E+45,0,8.52E+49,1.58E+04,53487,53484.8,2.2,0.00602739726027397,,,,,,,,,,,,,,
2005.45,4.14E+47,9.88E+45,2005.41,5.39E+45,0.04,4.09E+47,7.59E+01,53501.6,53484.8,16.8,0.046027397260274,,,,,,,,,,,,,,
2005.47,1.55E+45,3.32E+44,2005.41,5.39E+45,0.06,-3.83E+45,-7.12E-01,53507.7,53484.8,22.9,0.0627397260273973,,,,,,,,,,,,,,
2005.48,3.09E+47,4.78E+45,2005.41,5.39E+45,0.07,3.03E+47,5.63E+01,53509.6,53484.8,24.8,0.0679452054794521,,,,,,,,,,,,,,
2007.62,5.40E+47,8.49E+45,2005.41,5.39E+45,2.21,5.35E+47,9.92E+01,54292.9,53484.8,808.1,2.21397260273973,,,,,,,,,,,,,,
2007.63,1.71E+47,4.86E+45,2005.41,5.39E+45,2.22,1.65E+47,3.07E+01,54293.8,53484.8,809,2.21643835616438,,,,,,,,,,,,,,
2007.63,1.78E+47,5.33E+45,2005.41,5.39E+45,2.22,1.73E+47,3.21E+01,54294.5,53484.8,809.7,2.21835616438356,,,,,,,,,,,,,,
2007.63,2.17E+47,6.41E+45,2005.41,5.39E+45,2.22,2.12E+47,3.93E+01,54295.6,53484.8,810.8,2.2213698630137,,,,,,,,,,,,,,
2007.64,1.54E+47,5.12E+45,2005.41,5.39E+45,2.23,1.49E+47,2.76E+01,54298.6,53484.8,813.8,2.22958904109589,,,,,,,,,,,,,,
2007.65,5.46E+47,1.65E+46,2005.41,5.39E+45,2.24,5.41E+47,1.00E+02,54301,53484.8,816.2,2.23616438356164,,,,,,,,,,,,,,
2007.65,1.69E+48,8.81E+46,2005.41,5.39E+45,2.24,1.68E+48,3.12E+02,54301,53484.8,816.2,2.23616438356164,,,,,,,,,,,,,,
2007.66,0,0,2005.41,5.39E+45,2.25,-5.39E+45,-1.00E+00,54307,53484.8,822.2,2.25260273972603,,,,,,,,,,,,,,
2007.67,6.35E+44,5.81E+44,2005.41,5.39E+45,2.26,-4.75E+45,-8.82E-01,54309.3,53484.8,824.5,2.25890410958904,,,,,,,,,,,,,,
2007.68,-1.49E+42,6.62E+44,2005.41,5.39E+45,2.27,-5.39E+45,-1.00E+00,54311.5,53484.8,826.7,2.26493150684932,,,,,,,,,,,,,,
2007.68,1.10E+45,2.01E+45,2005.41,5.39E+45,2.27,-4.29E+45,-7.96E-01,54313.5,53484.8,828.7,2.27041095890411,,,,,,,,,,,,,,
2007.84,0,0,2005.41,5.39E+45,2.43,-5.39E+45,-1.00E+00,54370.6,53484.8,885.8,2.42684931506849,,,,,,,,,,,,,,
2007.97,1.61E+47,3.30E+45,2005.41,5.39E+45,2.56,1.56E+47,2.90E+01,54419.6,53484.8,934.8,2.56109589041096,,,,,,,,,,,,,,
2007.99,1.72E+47,7.37E+45,2005.41,5.39E+45,2.58,1.66E+47,3.09E+01,54424.9,53484.8,940.1,2.57561643835616,,,,,,,,,,,,,,
2007.99,1.71E+47,7.38E+45,2005.41,5.39E+45,2.58,1.65E+47,3.07E+01,54424.9,53484.8,940.1,2.57561643835616,,,,,,,,,,,,,,
2007.99,1.75E+47,5.69E+45,2005.41,5.39E+45,2.58,1.69E+47,3.14E+01,54426.1,53484.8,941.3,2.57890410958904,,,,,,,,,,,,,,
2007.99,1.60E+47,3.97E+45,2005.41,5.39E+45,2.58,1.55E+47,2.87E+01,54426.5,53484.8,941.7,2.58,,,,,,,,,,,,,,
2008.05,1.56E+47,3.81E+45,2005.41,5.39E+45,2.64,1.51E+47,2.80E+01,54447.4,53484.8,962.6,2.6372602739726,,,,,,,,,,,,,,
2008.06,1.34E+47,3.52E+45,2005.41,5.39E+45,2.65,1.29E+47,2.40E+01,54449.7,53484.8,964.9,2.64356164383562,,,,,,,,,,,,,,
2008.5,1.07E+47,3.01E+45,2005.41,5.39E+45,3.09,1.01E+47,1.88E+01,54613.7,53484.8,1128.9,3.09287671232877,,,,,,,,,,,,,,
2008.5,1.56E+47,5.11E+45,2005.41,5.39E+45,3.09,1.50E+47,2.79E+01,54614.2,53484.8,1129.4,3.09424657534247,,,,,,,,,,,,,,
2008.51,1.70E+47,5.20E+45,2005.41,5.39E+45,3.1,1.65E+47,3.06E+01,54616.5,53484.8,1131.7,3.10054794520548,,,,,,,,,,,,,,
2008.51,2.01E+47,5.67E+45,2005.41,5.39E+45,3.1,1.96E+47,3.64E+01,54617.5,53484.8,1132.7,3.10328767123288,,,,,,,,,,,,,,
2008.52,1.06E+47,4.24E+45,2005.41,5.39E+45,3.11,1.01E+47,1.87E+01,54620.8,53484.8,1136,3.11232876712329,,,,,,,,,,,,,,
2008.52,1.33E+47,4.72E+45,2005.41,5.39E+45,3.11,1.28E+47,2.37E+01,54621.8,53484.8,1137,3.11506849315068,,,,,,,,,,,,,,
2008.52,1.48E+47,4.84E+45,2005.41,5.39E+45,3.11,1.42E+47,2.64E+01,54622.1,53484.8,1137.3,3.1158904109589,,,,,,,,,,,,,,
2008.52,1.35E+47,4.68E+45,2005.41,5.39E+45,3.11,1.29E+47,2.40E+01,54623,53484.8,1138.2,3.11835616438356,,,,,,,,,,,,,,
2008.53,1.44E+47,5.19E+45,2005.41,5.39E+45,3.12,1.39E+47,2.57E+01,54624.1,53484.8,1139.3,3.1213698630137,,,,,,,,,,,,,,
2008.66,1.88E+47,5.71E+45,2005.41,5.39E+45,3.25,1.83E+47,3.39E+01,54671,53484.8,1186.2,3.24986301369863,,,,,,,,,,,,,,
2008.66,2.04E+47,5.91E+45,2005.41,5.39E+45,3.25,1.99E+47,3.69E+01,54673.6,53484.8,1188.8,3.25698630136986,,,,,,,,,,,,,,
2008.68,1.99E+47,5.90E+45,2005.41,5.39E+45,3.27,1.94E+47,3.60E+01,54677.5,53484.8,1192.7,3.26767123287671,,,,,,,,,,,,,,
2008.68,1.91E+47,5.77E+45,2005.41,5.39E+45,3.27,1.86E+47,3.45E+01,54679,53484.8,1194.2,3.27178082191781,,,,,,,,,,,,,,
2008.68,1.73E+47,5.35E+45,2005.41,5.39E+45,3.27,1.68E+47,3.12E+01,54681.4,53484.8,1196.6,3.27835616438356,,,,,,,,,,,,,,
2008.69,1.64E+47,5.39E+45,2005.41,5.39E+45,3.28,1.58E+47,2.94E+01,54682.3,53484.8,1197.5,3.28082191780822,,,,,,,,,,,,,,
2008.69,1.58E+47,1.21E+46,2005.41,5.39E+45,3.28,1.53E+47,2.84E+01,54683.9,53484.8,1199.1,3.28520547945205,,,,,,,,,,,,,,
2008.69,1.72E+47,5.08E+45,2005.41,5.39E+45,3.28,1.67E+47,3.09E+01,54684.3,53484.8,1199.5,3.28630136986301,,,,,,,,,,,,,,
2008.7,1.19E+47,4.70E+45,2005.41,5.39E+45,3.29,1.13E+47,2.10E+01,54685.9,53484.8,1201.1,3.29068493150685,,,,,,,,,,,,,,
2008.7,4.06E+47,9.47E+45,2005.41,5.39E+45,3.29,4.01E+47,7.44E+01,54688.1,53484.8,1203.3,3.29671232876712,,,,,,,,,,,,,,
2008.71,1.16E+47,4.22E+45,2005.41,5.39E+45,3.3,1.11E+47,2.05E+01,54690.3,53484.8,1205.5,3.3027397260274,,,,,,,,,,,,,,
2008.71,3.22E+47,9.13E+45,2005.41,5.39E+45,3.3,3.17E+47,5.88E+01,54692.2,53484.8,1207.4,3.30794520547945,,,,,,,,,,,,,,
2008.72,8.86E+46,4.26E+45,2005.41,5.39E+45,3.31,8.32E+46,1.54E+01,54693.1,53484.8,1208.3,3.31041095890411,,,,,,,,,,,,,,
2008.72,1.22E+47,4.58E+45,2005.41,5.39E+45,3.31,1.17E+47,2.17E+01,54694.9,53484.8,1210.1,3.31534246575342,,,,,,,,,,,,,,
2008.72,1.42E+47,4.44E+45,2005.41,5.39E+45,3.31,1.37E+47,2.54E+01,54695.7,53484.8,1210.9,3.31753424657534,,,,,,,,,,,,,,
2008.73,2.49E+47,6.77E+45,2005.41,5.39E+45,3.32,2.43E+47,4.52E+01,54698.4,53484.8,1213.6,3.32493150684932,,,,,,,,,,,,,,
2008.73,1.51E+47,4.96E+45,2005.41,5.39E+45,3.32,1.46E+47,2.71E+01,54699.1,53484.8,1214.3,3.32684931506849,,,,,,,,,,,,,,
2008.74,1.57E+47,5.19E+45,2005.41,5.39E+45,3.33,1.52E+47,2.81E+01,54700.4,53484.8,1215.6,3.33041095890411,,,,,,,,,,,,,,
2008.74,1.49E+47,4.85E+45,2005.41,5.39E+45,3.33,1.43E+47,2.66E+01,54701.4,53484.8,1216.6,3.33315068493151,,,,,,,,,,,,,,
2008.74,8.04E+47,2.29E+46,2005.41,5.39E+45,3.33,7.99E+47,1.48E+02,54702.6,53484.8,1217.8,3.33643835616438,,,,,,,,,,,,,,
