Year,Lx,Lx Uncert,Preflare limit year,Preflare limit Lx,year derived t-t_preflare (years),L-L_preflare,(L-L_preflare)/L_preflare,MJD,Preflare limit MJD,t-t_preflare (days),t-t_preflare (years),,,,,,,,,,,,,,
2012.15,4.19E+39,7.74E+38,2008.37,3.62E+38,3.78,3.82E+39,1.06E+01,55949.1,54568.8,1380.3,3.78164383561644,,,,,,,,,,,,,,
2012.17,0,0,2008.37,3.62E+38,3.8,-3.62E+38,-1.00E+00,55957.7,54568.8,1388.9,3.80520547945205,,,,,,,,,,,,,,
2012.19,9.56E+38,4.51E+38,2008.37,3.62E+38,3.82,5.93E+38,1.64E+00,55965.3,54568.8,1396.5,3.82602739726027,,,,,,,,,,,,,,
2012.22,7.30E+38,3.52E+38,2008.37,3.62E+38,3.85,3.67E+38,1.01E+00,55973.9,54568.8,1405.1,3.84958904109589,,,,,,,,,,,,,,
2012.24,1.01E+39,4.08E+38,2008.37,3.62E+38,3.87,6.52E+38,1.80E+00,55981.6,54568.8,1412.8,3.87068493150685,,,,,,,,,,,,,,
2012.26,7.11E+38,3.43E+38,2008.37,3.62E+38,3.89,3.48E+38,9.61E-01,55989.8,54568.8,1421,3.89315068493151,,,,,,,,,,,,,,
2012.29,5.85E+38,3.77E+38,2008.37,3.62E+38,3.92,2.23E+38,6.14E-01,55997.7,54568.8,1428.9,3.91479452054795,,,,,,,,,,,,,,
2012.31,3.72E+38,2.59E+38,2008.37,3.62E+38,3.94,9.21E+36,2.54E-02,56005.2,54568.8,1436.4,3.93534246575342,,,,,,,,,,,,,,
2012.33,7.79E+38,3.48E+38,2008.37,3.62E+38,3.96,4.17E+38,1.15E+00,56013,54568.8,1444.2,3.95671232876712,,,,,,,,,,,,,,
2012.34,3.98E+38,2.78E+38,2008.37,3.62E+38,3.97,3.54E+37,9.76E-02,56017.8,54568.8,1449,3.96986301369863,,,,,,,,,,,,,,
2015.35,2.84E+38,1.48E+38,2008.37,3.62E+38,6.98,-7.87E+37,-2.17E-01,57115,54568.8,2546.2,6.9758904109589,,,,,,,,,,,,,,
