Year,Lx,Lx Uncert,Preflare limit year,Preflare limit Lx,year derived t-t_preflare (years),L-L_preflare,(L-L_preflare)/L_preflare,MJD,Preflare limit MJD,t-t_preflare (days),t-t_preflare (years),,,,,,,,,,,,,,
2008.92,4.50E+41,3.05E+40,2008.92,6.99E+40,0,3.80E+41,5.43E+00,54767.8,54767.8,0,0,,,,,,,,,,,,,,
2008.93,1.54E+42,4.02E+40,2008.92,6.99E+40,0.01,1.47E+42,2.10E+01,54768.6,54767.8,0.8,0.00219178082191781,,,,,,,,,,,,,,
2008.96,1.84E+41,1.32E+40,2008.92,6.99E+40,0.04,1.14E+41,1.63E+00,54783.1,54767.8,15.3,0.0419178082191781,,,,,,,,,,,,,,
2008.99,1.08E+41,1.04E+40,2008.92,6.99E+40,0.07,3.86E+40,5.52E-01,54791.7,54767.8,23.9,0.0654794520547945,,,,,,,,,,,,,,
2008.99,1.21E+41,1.15E+40,2008.92,6.99E+40,0.07,5.15E+40,7.37E-01,54792.3,54767.8,24.5,0.0671232876712329,,,,,,,,,,,,,,
2009,1.12E+41,1.09E+40,2008.92,6.99E+40,0.08,4.18E+40,5.98E-01,54796,54767.8,28.2,0.0772602739726027,,,,,,,,,,,,,,
2009,7.62E+40,9.30E+39,2008.92,6.99E+40,0.08,6.33E+39,9.06E-02,54797.2,54767.8,29.4,0.0805479452054795,,,,,,,,,,,,,,
2009.02,1.08E+41,2.84E+40,2008.92,6.99E+40,0.1,3.85E+40,5.51E-01,54802.6,54767.8,34.8,0.0953424657534247,,,,,,,,,,,,,,
2009.02,6.99E+40,9.54E+39,2008.92,6.99E+40,0.1,0.00E+00,0.00E+00,54803,54767.8,35.2,0.0964383561643836,,,,,,,,,,,,,,
2012.37,0,0,2008.92,6.99E+40,3.45,-6.99E+40,-1.00E+00,56027.1,54767.8,1259.3,3.45013698630137,,,,,,,,,,,,,,
2012.37,0,0,2008.92,6.99E+40,3.45,-6.99E+40,-1.00E+00,56027.1,54767.8,1259.3,3.45013698630137,,,,,,,,,,,,,,
2012.37,0,0,2008.92,6.99E+40,3.45,-6.99E+40,-1.00E+00,56027.1,54767.8,1259.3,3.45013698630137,,,,,,,,,,,,,,
2012.37,0,0,2008.92,6.99E+40,3.45,-6.99E+40,-1.00E+00,56027.1,54767.8,1259.3,3.45013698630137,,,,,,,,,,,,,,
2012.37,0,0,2008.92,6.99E+40,3.45,-6.99E+40,-1.00E+00,56027.2,54767.8,1259.4,3.45041095890411,,,,,,,,,,,,,,
2012.37,0,0,2008.92,6.99E+40,3.45,-6.99E+40,-1.00E+00,56027.2,54767.8,1259.4,3.45041095890411,,,,,,,,,,,,,,
2012.37,0,0,2008.92,6.99E+40,3.45,-6.99E+40,-1.00E+00,56027.3,54767.8,1259.5,3.45068493150685,,,,,,,,,,,,,,
2012.37,0,0,2008.92,6.99E+40,3.45,-6.99E+40,-1.00E+00,56027.3,54767.8,1259.5,3.45068493150685,,,,,,,,,,,,,,
2012.37,0,0,2008.92,6.99E+40,3.45,-6.99E+40,-1.00E+00,56027.3,54767.8,1259.5,3.45068493150685,,,,,,,,,,,,,,
