Year,Lx,Lx Uncert,Preflare limit year,Preflare limit Lx,year derived t-t_preflare (years),L-L_preflare,(L-L_preflare)/L_preflare,MJD,Preflare limit MJD,t-t_preflare (days),t-t_preflare (years),,,,,,,,,,,,,,
2012.37,0,0,2008.92,6.99E+40,3.45,-6.99E+40,-1.00E+00,56027.3,54767.8,1259.5,3.45068493150685,,,,,,,,,,,,,,
2013.87,3.35E+41,3.93E+40,2008.92,6.99E+40,4.95,2.65E+41,3.79E+00,56575.5,54767.8,1807.7,4.95260273972603,,,,,,,,,,,,,,
2014.56,1.40E+42,1.34E+41,2008.92,6.99E+40,5.64,1.33E+42,1.91E+01,56828.6,54767.8,2060.8,5.64602739726027,,,,,,,,,,,,,,
2014.56,1.40E+42,5.53E+40,2008.92,6.99E+40,5.64,1.33E+42,1.91E+01,56828.6,54767.8,2060.8,5.64602739726027,,,,,,,,,,,,,,
2015.39,9.17E+41,4.93E+40,2008.92,6.99E+40,6.47,8.47E+41,1.21E+01,57130.1,54767.8,2362.3,6.47205479452055,,,,,,,,,,,,,,
2015.4,1.62E+42,3.44E+40,2008.92,6.99E+40,6.48,1.55E+42,2.22E+01,57134.6,54767.8,2366.8,6.48438356164384,,,,,,,,,,,,,,
2015.41,9.10E+41,3.84E+40,2008.92,6.99E+40,6.49,8.40E+41,1.20E+01,57137.4,54767.8,2369.6,6.49205479452055,,,,,,,,,,,,,,
2015.42,9.72E+41,5.04E+40,2008.92,6.99E+40,6.5,9.02E+41,1.29E+01,57141.8,54767.8,2374,6.5041095890411,,,,,,,,,,,,,,
2015.43,1.41E+42,2.87E+40,2008.92,6.99E+40,6.51,1.34E+42,1.92E+01,57144.3,54767.8,2376.5,6.51095890410959,,,,,,,,,,,,,,
2015.45,9.35E+41,2.16E+40,2008.92,6.99E+40,6.53,8.66E+41,1.24E+01,57151.3,54767.8,2383.5,6.53013698630137,,,,,,,,,,,,,,
2015.47,1.18E+42,2.96E+40,2008.92,6.99E+40,6.55,1.11E+42,1.58E+01,57158.5,54767.8,2390.7,6.54986301369863,,,,,,,,,,,,,,
2015.49,9.89E+41,2.49E+40,2008.92,6.99E+40,6.57,9.19E+41,1.32E+01,57165.5,54767.8,2397.7,6.56904109589041,,,,,,,,,,,,,,
2015.51,1.21E+42,2.65E+40,2008.92,6.99E+40,6.59,1.14E+42,1.63E+01,57172.1,54767.8,2404.3,6.58712328767123,,,,,,,,,,,,,,
2015.52,3.55E+41,1.43E+40,2008.92,6.99E+40,6.6,2.85E+41,4.08E+00,57179.5,54767.8,2411.7,6.60739726027397,,,,,,,,,,,,,,
2015.57,4.62E+41,2.00E+40,2008.92,6.99E+40,6.65,3.92E+41,5.61E+00,57197.2,54767.8,2429.4,6.6558904109589,,,,,,,,,,,,,,
2015.59,1.31E+42,2.98E+40,2008.92,6.99E+40,6.67,1.24E+42,1.77E+01,57201.5,54767.8,2433.7,6.66767123287671,,,,,,,,,,,,,,
2015.6,1.07E+42,3.07E+40,2008.92,6.99E+40,6.68,9.98E+41,1.43E+01,57205.2,54767.8,2437.4,6.67780821917808,,,,,,,,,,,,,,
2015.61,6.12E+41,2.59E+40,2008.92,6.99E+40,6.69,5.42E+41,7.76E+00,57209.2,54767.8,2441.4,6.68876712328767,,,,,,,,,,,,,,
2015.91,5.89E+41,1.76E+40,2008.92,6.99E+40,6.99,5.19E+41,7.43E+00,57320.1,54767.8,2552.3,6.99260273972603,,,,,,,,,,,,,,
2015.93,1.00E+42,2.61E+40,2008.92,6.99E+40,7.01,9.34E+41,1.34E+01,57327.2,54767.8,2559.4,7.01205479452055,,,,,,,,,,,,,,
2015.95,6.61E+41,1.88E+40,2008.92,6.99E+40,7.03,5.92E+41,8.47E+00,57334.6,54767.8,2566.8,7.03232876712329,,,,,,,,,,,,,,
2015.97,1.38E+42,2.80E+40,2008.92,6.99E+40,7.05,1.31E+42,1.87E+01,57341.8,54767.8,2574,7.05205479452055,,,,,,,,,,,,,,
2015.99,1.13E+42,2.55E+40,2008.92,6.99E+40,7.07,1.06E+42,1.51E+01,57348.6,54767.8,2580.8,7.07068493150685,,,,,,,,,,,,,,
2016.01,6.98E+41,1.94E+40,2008.92,6.99E+40,7.09,6.28E+41,8.99E+00,57355.5,54767.8,2587.7,7.08958904109589,,,,,,,,,,,,,,
2016.03,7.23E+41,2.30E+40,2008.92,6.99E+40,7.11,6.53E+41,9.35E+00,57362,54767.8,2594.2,7.10739726027397,,,,,,,,,,,,,,
2016.04,1.29E+42,4.38E+40,2008.92,6.99E+40,7.12,1.22E+42,1.74E+01,57365.5,54767.8,2597.7,7.11698630136986,,,,,,,,,,,,,,
2016.05,1.13E+42,3.06E+40,2008.92,6.99E+40,7.13,1.06E+42,1.51E+01,57369,54767.8,2601.2,7.12657534246575,,,,,,,,,,,,,,
2016.06,1.31E+42,4.20E+40,2008.92,6.99E+40,7.14,1.24E+42,1.77E+01,57372.7,54767.8,2604.9,7.13671232876712,,,,,,,,,,,,,,
2016.19,6.97E+40,8.61E+39,2008.92,6.99E+40,7.27,-1.33E+38,-1.90E-03,57426,54767.8,2658.2,7.2827397260274,,,,,,,,,,,,,,
