Year,Lx,Lx Uncert,Preflare limit year,Preflare limit Lx,year derived t-t_preflare (years),L-L_preflare,(L-L_preflare)/L_preflare,MJD,Preflare limit MJD,t-t_preflare (days),t-t_preflare (years),,,,,,,,,,,,,,
2006.12,8.73E+44,1.59E+43,2006.12,2.24E+44,0,6.49E+44,2.89E+00,53748,53748,0,0,,,,,,,,,,,,,,
2006.12,8.20E+44,1.81E+43,2006.12,2.24E+44,0,5.95E+44,2.65E+00,53749,53748,1,0.00273972602739726,,,,,,,,,,,,,,
2006.13,7.11E+44,4.44E+43,2006.12,2.24E+44,0.01,4.87E+44,2.17E+00,53751.2,53748,3.2,0.00876712328767123,,,,,,,,,,,,,,
2006.13,9.11E+44,1.44E+43,2006.12,2.24E+44,0.01,6.87E+44,3.06E+00,53752,53748,4,0.010958904109589,,,,,,,,,,,,,,
2006.13,1.01E+45,1.79E+43,2006.12,2.24E+44,0.01,7.89E+44,3.52E+00,53753.1,53748,5.1,0.013972602739726,,,,,,,,,,,,,,
2006.14,9.01E+44,3.10E+43,2006.12,2.24E+44,0.02,6.77E+44,3.02E+00,53754,53748,6,0.0164383561643836,,,,,,,,,,,,,,
2006.61,8.30E+44,1.19E+44,2006.12,2.24E+44,0.49,6.06E+44,2.70E+00,53924.4,53748,176.4,0.483287671232877,,,,,,,,,,,,,,
2006.61,9.65E+44,8.59E+43,2006.12,2.24E+44,0.49,7.41E+44,3.30E+00,53924.4,53748,176.4,0.483287671232877,,,,,,,,,,,,,,
2006.62,8.77E+44,1.02E+44,2006.12,2.24E+44,0.5,6.53E+44,2.91E+00,53925.1,53748,177.1,0.485205479452055,,,,,,,,,,,,,,
2006.62,9.94E+44,9.32E+43,2006.12,2.24E+44,0.5,7.69E+44,3.43E+00,53925.1,53748,177.1,0.485205479452055,,,,,,,,,,,,,,
2006.62,1.05E+45,1.10E+44,2006.12,2.24E+44,0.5,8.23E+44,3.67E+00,53925.2,53748,177.2,0.485479452054795,,,,,,,,,,,,,,
2006.62,1.26E+45,1.17E+44,2006.12,2.24E+44,0.5,1.03E+45,4.60E+00,53925.2,53748,177.2,0.485479452054795,,,,,,,,,,,,,,
2006.62,1.39E+45,1.68E+44,2006.12,2.24E+44,0.5,1.16E+45,5.19E+00,53925.3,53748,177.3,0.485753424657534,,,,,,,,,,,,,,
2006.62,1.04E+45,1.29E+44,2006.12,2.24E+44,0.5,8.14E+44,3.63E+00,53925.3,53748,177.3,0.485753424657534,,,,,,,,,,,,,,
2006.62,1.06E+45,1.57E+44,2006.12,2.24E+44,0.5,8.39E+44,3.74E+00,53925.3,53748,177.3,0.485753424657534,,,,,,,,,,,,,,
2006.62,6.87E+44,1.03E+44,2006.12,2.24E+44,0.5,4.63E+44,2.06E+00,53925.3,53748,177.3,0.485753424657534,,,,,,,,,,,,,,
2006.62,8.76E+44,1.23E+44,2006.12,2.24E+44,0.5,6.51E+44,2.90E+00,53925.4,53748,177.4,0.486027397260274,,,,,,,,,,,,,,
2006.62,9.35E+44,1.22E+44,2006.12,2.24E+44,0.5,7.11E+44,3.17E+00,53925.4,53748,177.4,0.486027397260274,,,,,,,,,,,,,,
2006.62,1.50E+45,1.87E+44,2006.12,2.24E+44,0.5,1.28E+45,5.69E+00,53925.5,53748,177.5,0.486301369863014,,,,,,,,,,,,,,
2006.62,1.13E+45,1.53E+44,2006.12,2.24E+44,0.5,9.10E+44,4.05E+00,53925.5,53748,177.5,0.486301369863014,,,,,,,,,,,,,,
2006.62,5.76E+44,1.45E+44,2006.12,2.24E+44,0.5,3.51E+44,1.57E+00,53925.5,53748,177.5,0.486301369863014,,,,,,,,,,,,,,
2006.62,8.86E+44,1.32E+44,2006.12,2.24E+44,0.5,6.61E+44,2.95E+00,53925.5,53748,177.5,0.486301369863014,,,,,,,,,,,,,,
2006.62,1.45E+45,2.25E+44,2006.12,2.24E+44,0.5,1.23E+45,5.48E+00,53925.6,53748,177.6,0.486575342465753,,,,,,,,,,,,,,
2006.62,9.85E+44,1.39E+44,2006.12,2.24E+44,0.5,7.61E+44,3.39E+00,53925.6,53748,177.6,0.486575342465753,,,,,,,,,,,,,,
2006.62,9.47E+44,1.66E+44,2006.12,2.24E+44,0.5,7.23E+44,3.22E+00,53925.7,53748,177.7,0.486849315068493,,,,,,,,,,,,,,
2006.62,9.74E+44,1.36E+44,2006.12,2.24E+44,0.5,7.50E+44,3.34E+00,53925.7,53748,177.7,0.486849315068493,,,,,,,,,,,,,,
2006.62,8.37E+44,1.61E+44,2006.12,2.24E+44,0.5,6.12E+44,2.73E+00,53925.7,53748,177.7,0.486849315068493,,,,,,,,,,,,,,
2006.62,9.52E+44,1.30E+44,2006.12,2.24E+44,0.5,7.27E+44,3.24E+00,53925.7,53748,177.7,0.486849315068493,,,,,,,,,,,,,,
2006.62,9.42E+44,1.13E+44,2006.12,2.24E+44,0.5,7.18E+44,3.20E+00,53926.2,53748,178.2,0.488219178082192,,,,,,,,,,,,,,
2006.62,1.20E+45,9.71E+43,2006.12,2.24E+44,0.5,9.75E+44,4.35E+00,53926.2,53748,178.2,0.488219178082192,,,,,,,,,,,,,,
2006.62,1.11E+45,1.39E+44,2006.12,2.24E+44,0.5,8.81E+44,3.93E+00,53926.3,53748,178.3,0.488493150684932,,,,,,,,,,,,,,
2006.62,1.22E+45,9.82E+43,2006.12,2.24E+44,0.5,1.00E+45,4.46E+00,53926.3,53748,178.3,0.488493150684932,,,,,,,,,,,,,,
2006.62,9.51E+44,1.29E+44,2006.12,2.24E+44,0.5,7.27E+44,3.24E+00,53926.3,53748,178.3,0.488493150684932,,,,,,,,,,,,,,
2006.62,1.21E+45,9.77E+43,2006.12,2.24E+44,0.5,9.82E+44,4.37E+00,53926.3,53748,178.3,0.488493150684932,,,,,,,,,,,,,,
2006.62,9.91E+44,1.28E+44,2006.12,2.24E+44,0.5,7.66E+44,3.42E+00,53926.4,53748,178.4,0.488767123287671,,,,,,,,,,,,,,
2006.62,1.05E+45,9.00E+43,2006.12,2.24E+44,0.5,8.28E+44,3.69E+00,53926.4,53748,178.4,0.488767123287671,,,,,,,,,,,,,,
2006.62,1.15E+45,1.68E+44,2006.12,2.24E+44,0.5,9.23E+44,4.11E+00,53926.5,53748,178.5,0.489041095890411,,,,,,,,,,,,,,
2006.62,1.23E+45,1.39E+44,2006.12,2.24E+44,0.5,1.01E+45,4.49E+00,53926.5,53748,178.5,0.489041095890411,,,,,,,,,,,,,,
2006.62,9.59E+44,1.05E+44,2006.12,2.24E+44,0.5,7.34E+44,3.27E+00,53927.3,53748,179.3,0.491232876712329,,,,,,,,,,,,,,
2006.62,1.32E+45,1.02E+44,2006.12,2.24E+44,0.5,1.10E+45,4.88E+00,53927.3,53748,179.3,0.491232876712329,,,,,,,,,,,,,,
2006.62,1.19E+45,1.40E+44,2006.12,2.24E+44,0.5,9.63E+44,4.29E+00,53928,53748,180,0.493150684931507,,,,,,,,,,,,,,
2006.62,1.13E+45,9.47E+43,2006.12,2.24E+44,0.5,9.10E+44,4.05E+00,53928,53748,180,0.493150684931507,,,,,,,,,,,,,,
2006.62,1.05E+45,1.20E+44,2006.12,2.24E+44,0.5,8.23E+44,3.67E+00,53928.1,53748,180.1,0.493424657534247,,,,,,,,,,,,,,
2006.62,1.21E+45,9.66E+43,2006.12,2.24E+44,0.5,9.86E+44,4.39E+00,53928.1,53748,180.1,0.493424657534247,,,,,,,,,,,,,,
2006.62,1.26E+45,1.35E+44,2006.12,2.24E+44,0.5,1.04E+45,4.62E+00,53928.2,53748,180.2,0.493698630136986,,,,,,,,,,,,,,
2006.62,9.25E+44,8.54E+43,2006.12,2.24E+44,0.5,7.00E+44,3.12E+00,53928.2,53748,180.2,0.493698630136986,,,,,,,,,,,,,,
2006.62,1.10E+45,1.26E+44,2006.12,2.24E+44,0.5,8.75E+44,3.90E+00,53928.2,53748,180.2,0.493698630136986,,,,,,,,,,,,,,
2006.62,1.25E+45,9.91E+43,2006.12,2.24E+44,0.5,1.02E+45,4.56E+00,53928.2,53748,180.2,0.493698630136986,,,,,,,,,,,,,,
2006.62,9.00E+44,1.02E+44,2006.12,2.24E+44,0.5,6.76E+44,3.01E+00,53928.3,53748,180.3,0.493972602739726,,,,,,,,,,,,,,
2006.62,8.15E+44,7.99E+43,2006.12,2.24E+44,0.5,5.91E+44,2.63E+00,53928.3,53748,180.3,0.493972602739726,,,,,,,,,,,,,,
2006.62,1.04E+45,1.09E+44,2006.12,2.24E+44,0.5,8.18E+44,3.64E+00,53928.3,53748,180.3,0.493972602739726,,,,,,,,,,,,,,
2006.62,8.62E+44,8.17E+43,2006.12,2.24E+44,0.5,6.37E+44,2.84E+00,53928.4,53748,180.4,0.494246575342466,,,,,,,,,,,,,,
2006.63,1.15E+45,1.40E+44,2006.12,2.24E+44,0.51,9.30E+44,4.14E+00,53930,53748,182,0.498630136986301,,,,,,,,,,,,,,
2006.63,1.23E+45,9.80E+43,2006.12,2.24E+44,0.51,1.00E+45,4.47E+00,53930,53748,182,0.498630136986301,,,,,,,,,,,,,,
2006.63,1.05E+45,1.12E+44,2006.12,2.24E+44,0.51,8.24E+44,3.67E+00,53930.4,53748,182.4,0.49972602739726,,,,,,,,,,,,,,
2006.63,1.02E+45,8.96E+43,2006.12,2.24E+44,0.51,7.96E+44,3.55E+00,53930.4,53748,182.4,0.49972602739726,,,,,,,,,,,,,,
2006.63,1.38E+45,1.28E+44,2006.12,2.24E+44,0.51,1.16E+45,5.16E+00,53930.5,53748,182.5,0.5,,,,,,,,,,,,,,
2006.63,1.24E+45,9.90E+43,2006.12,2.24E+44,0.51,1.01E+45,4.52E+00,53930.5,53748,182.5,0.5,,,,,,,,,,,,,,
2006.63,1.08E+45,1.11E+44,2006.12,2.24E+44,0.51,8.56E+44,3.81E+00,53930.6,53748,182.6,0.50027397260274,,,,,,,,,,,,,,
2006.63,1.05E+45,1.04E+44,2006.12,2.24E+44,0.51,8.22E+44,3.67E+00,53930.6,53748,182.6,0.50027397260274,,,,,,,,,,,,,,
2007.12,1.26E+45,2.72E+44,2006.12,2.24E+44,1,1.04E+45,4.63E+00,54113,53748,365,1,,,,,,,,,,,,,,
2007.13,1.35E+45,6.36E+43,2006.12,2.24E+44,1.01,1.12E+45,5.00E+00,54117.2,53748,369.2,1.01150684931507,,,,,,,,,,,,,,
2007.14,1.13E+45,5.61E+43,2006.12,2.24E+44,1.02,9.08E+44,4.05E+00,54118.2,53748,370.2,1.01424657534247,,,,,,,,,,,,,,
2007.14,1.12E+45,5.59E+43,2006.12,2.24E+44,1.02,8.93E+44,3.98E+00,54119.2,53748,371.2,1.01698630136986,,,,,,,,,,,,,,
2007.14,1.13E+45,4.45E+43,2006.12,2.24E+44,1.02,9.04E+44,4.03E+00,54120.2,53748,372.2,1.01972602739726,,,,,,,,,,,,,,
2007.14,1.11E+45,4.04E+43,2006.12,2.24E+44,1.02,8.89E+44,3.96E+00,54121.2,53748,373.2,1.02246575342466,,,,,,,,,,,,,,
2007.24,8.03E+44,4.03E+43,2006.12,2.24E+44,1.12,5.78E+44,2.58E+00,54157.3,53748,409.3,1.1213698630137,,,,,,,,,,,,,,
2007.55,8.63E+44,2.76E+43,2006.12,2.24E+44,1.43,6.39E+44,2.85E+00,54265.8,53748,517.8,1.4186301369863,,,,,,,,,,,,,,
2007.55,8.58E+44,2.75E+43,2006.12,2.24E+44,1.43,6.33E+44,2.82E+00,54266.8,53748,518.8,1.4213698630137,,,,,,,,,,,,,,
2007.61,7.67E+44,1.99E+43,2006.12,2.24E+44,1.49,5.43E+44,2.42E+00,54289.5,53748,541.5,1.48356164383562,,,,,,,,,,,,,,
2007.62,8.21E+44,2.50E+43,2006.12,2.24E+44,1.5,5.97E+44,2.66E+00,54291.2,53748,543.2,1.48821917808219,,,,,,,,,,,,,,
2007.62,8.89E+44,3.17E+43,2006.12,2.24E+44,1.5,6.65E+44,2.96E+00,54292.7,53748,544.7,1.49232876712329,,,,,,,,,,,,,,
2007.62,7.68E+44,2.66E+43,2006.12,2.24E+44,1.5,5.44E+44,2.42E+00,54293.4,53748,545.4,1.49424657534247,,,,,,,,,,,,,,
2007.63,8.03E+44,2.89E+43,2006.12,2.24E+44,1.51,5.79E+44,2.58E+00,54294.4,53748,546.4,1.49698630136986,,,,,,,,,,,,,,
2007.63,9.22E+44,2.85E+43,2006.12,2.24E+44,1.51,6.98E+44,3.11E+00,54295.3,53748,547.3,1.49945205479452,,,,,,,,,,,,,,
2008.15,0,0,2006.12,2.24E+44,2.03,-2.24E+44,-1.00E+00,54487.2,53748,739.2,2.02520547945205,,,,,,,,,,,,,,
2008.15,0,0,2006.12,2.24E+44,2.03,-2.24E+44,-1.00E+00,54487.2,53748,739.2,2.02520547945205,,,,,,,,,,,,,,
2008.15,0,0,2006.12,2.24E+44,2.03,-2.24E+44,-1.00E+00,54487.4,53748,739.4,2.02575342465753,,,,,,,,,,,,,,
2008.15,0,0,2006.12,2.24E+44,2.03,-2.24E+44,-1.00E+00,54487.4,53748,739.4,2.02575342465753,,,,,,,,,,,,,,
2008.15,-1.72E+42,7.00E+41,2006.12,2.24E+44,2.03,-2.26E+44,-1.01E+00,54487.5,53748,739.5,2.02602739726027,,,,,,,,,,,,,,
2008.15,7.11E+44,2.37E+44,2006.12,2.24E+44,2.03,4.86E+44,2.17E+00,54488.8,53748,740.8,2.02958904109589,,,,,,,,,,,,,,
2008.15,3.96E+44,4.21E+43,2006.12,2.24E+44,2.03,1.72E+44,7.66E-01,54488.8,53748,740.8,2.02958904109589,,,,,,,,,,,,,,
2008.15,6.18E+44,1.60E+44,2006.12,2.24E+44,2.03,3.94E+44,1.75E+00,54489,53748,741,2.03013698630137,,,,,,,,,,,,,,
2008.15,6.88E+44,5.73E+43,2006.12,2.24E+44,2.03,4.63E+44,2.06E+00,54489,53748,741,2.03013698630137,,,,,,,,,,,,,,
2008.15,7.01E+44,1.40E+44,2006.12,2.24E+44,2.03,4.76E+44,2.12E+00,54489,53748,741,2.03013698630137,,,,,,,,,,,,,,
2008.15,6.36E+44,5.28E+43,2006.12,2.24E+44,2.03,4.12E+44,1.83E+00,54489,53748,741,2.03013698630137,,,,,,,,,,,,,,
2008.15,7.37E+44,1.45E+44,2006.12,2.24E+44,2.03,5.13E+44,2.28E+00,54489.1,53748,741.1,2.03041095890411,,,,,,,,,,,,,,
2008.15,3.95E+44,4.20E+43,2006.12,2.24E+44,2.03,1.70E+44,7.60E-01,54489.1,53748,741.1,2.03041095890411,,,,,,,,,,,,,,
2008.17,1.09E+45,2.24E+44,2006.12,2.24E+44,2.05,8.67E+44,3.87E+00,54495.7,53748,747.7,2.04849315068493,,,,,,,,,,,,,,
