Year,Lx,Lx Uncert,Preflare limit year,Preflare limit Lx,year derived t-t_preflare (years),L-L_preflare,(L-L_preflare)/L_preflare,MJD,Preflare limit MJD,t-t_preflare (days),t-t_preflare (years),,,,,,,,,,,,,,
2014.43,3.78E+44,3.79E+43,2.01E+03,6.16E+43,9.07E+00,3.16E+44,5.13E+00,56779.3,53468.4,3310.9,9.07095890410959,,,,,,,,,,,,,,
2014.43,5.29E+44,3.77E+43,2.01E+03,6.16E+43,9.07E+00,4.67E+44,7.58E+00,56780,53468.4,3311.6,9.07287671232877,,,,,,,,,,,,,,
2014.45,4.07E+44,4.09E+43,2.01E+03,6.16E+43,9.09E+00,3.46E+44,5.61E+00,56787.5,53468.4,3319.1,9.09342465753425,,,,,,,,,,,,,,
2014.46,4.01E+44,4.62E+43,2.01E+03,6.16E+43,9.10E+00,3.39E+44,5.50E+00,56791.1,53468.4,3322.7,9.10328767123288,,,,,,,,,,,,,,
2014.47,1.73E+44,2.79E+43,2.01E+03,6.16E+43,9.11E+00,1.12E+44,1.81E+00,56793.7,53468.4,3325.3,9.11041095890411,,,,,,,,,,,,,,
2014.48,1.39E+44,2.84E+43,2.01E+03,6.16E+43,9.12E+00,7.69E+43,1.25E+00,56798,53468.4,3329.6,9.12219178082192,,,,,,,,,,,,,,
2014.49,3.00E+44,2.82E+43,2.01E+03,6.16E+43,9.13E+00,2.38E+44,3.86E+00,56801.6,53468.4,3333.2,9.13205479452055,,,,,,,,,,,,,,
2014.5,1.38E+44,2.20E+43,2.01E+03,6.16E+43,9.14E+00,7.69E+43,1.25E+00,56803.7,53468.4,3335.3,9.13780821917808,,,,,,,,,,,,,,
2015.07,5.85E+44,3.08E+43,2.01E+03,6.16E+43,9.71E+00,5.23E+44,8.49E+00,57011.2,53468.4,3542.8,9.70630136986301,,,,,,,,,,,,,,
2015.1,3.50E+44,2.44E+43,2.01E+03,6.16E+43,9.74E+00,2.88E+44,4.68E+00,57021,53468.4,3552.6,9.73315068493151,,,,,,,,,,,,,,
2015.17,2.40E+44,1.91E+43,2.01E+03,6.16E+43,9.81E+00,1.78E+44,2.89E+00,57053.3,53468.4,3584.9,9.82164383561644,,,,,,,,,,,,,,
