day	total_luminosity(e33erg/s)
0.00E+00	92.88
1.20E+00	97.25
2.39E+00	99.52
3.06E+00	71.76
3.46E+00	90.68
3.47E+00	88.7
4.31E+00	95.04
5.32E+00	104.21
6.52E+00	92.88
7.45E+00	101.84
8.17E+00	92.88
9.50E+00	84.71
1.13E+01	92.88
1.34E+01	90.35
1.46E+01	80.89
1.85E+01	88.7
2.35E+01	90.76
2.40E+01	97.25
2.41E+01	75.64
2.60E+01	72.1
2.98E+01	73.78
3.22E+01	77.25
3.48E+01	67.28
4.06E+01	70.45
4.10E+01	79.05
6.52E+01	54.69
1.59E+02	32.95
