Time	T_+ve	T_-ve	Flux	Fluxpos	Fluxneg
383.704186646118	0.26222037169299	-0.303529664753	2.95653936764648e-09	4.40737362483972e-10	-4.40737025509863e-10
384.446306097953	0.482620923177478	-0.479899080141536	1.78618122124386e-09	2.66580887649547e-10	-2.66680892465062e-10
385.404056660985	0.398333335170435	-0.475129639854572	3.26043506299562e-09	6.08348152068877e-10	-5.66437239021201e-10
386.559476696343	0.861907297385471	-0.757086700188495	2.33941475118222e-09	3.71251515829041e-10	-3.60166812224807e-10
388.272290398392	0.714776602577047	-0.850906404662965	1.90011313608384e-09	3.30882517416764e-10	-3.23601508157872e-10
389.458542936582	0.459026061858424	-0.471475935612602	2.12667609030213e-09	3.26268813898167e-10	-3.3249773401516e-10
390.468998919616	0.439522093746689	-0.551429921176293	1.84912509022187e-09	2.77252167763014e-10	-2.77647213390966e-10
391.367002205599	0.519157810461309	-0.458481192235695	2.43053224190611e-09	3.14809541456228e-10	-3.14803041877687e-10
399.341	0.387	-0.337	2.501516853e-09	3.72966165e-10	-3.73034046e-10
400.129	0.351	-0.400	2.378179617e-09	3.613584051e-10	-3.614248341e-10
400.851	0.404	-0.371	2.335195698e-09	3.48183066e-10	-3.482512737e-10
401.729	0.396	-0.474	1.992970914e-09	3.146863698e-10	-3.147446676e-10
402.695	0.457	-0.570	1.739327568e-09	2.643189582e-10	-2.643740253e-10
403.581	0.429	-0.429	2.082142953e-09	3.164414385e-10	-3.165094284e-10
404.331	0.377	-0.322	2.553668337e-09	3.88166427e-10	-3.88249191e-10
405.181	0.360	-0.473	2.175468438e-09	3.2456556e-10	-3.246305733e-10
406.026	0.435	-0.484	1.9412514e-09	2.951938869e-10	-2.952446706e-10
406.967	0.447	-0.506	1.899511845e-09	2.835464511e-10	-2.835798471e-10
408.011	0.539	-0.596	1.595773047e-09	2.38202052e-10	-2.382308742e-10
409.080	0.456	-0.530	1.761453507e-09	2.784788259e-10	-2.784942534e-10
409.930	0.422	-0.395	2.251661775e-09	3.430249812e-10	-3.429704223e-10
410.809	0.519	-0.457	1.882514007e-09	2.868201666e-10	-2.867690199e-10
411.721	0.447	-0.392	2.221308441e-09	3.321583221e-10	-3.320922198e-10
412.700	0.500	-0.532	1.781906742e-09	2.716613955e-10	-2.715875613e-10
413.562	0.476	-0.362	2.226011469e-09	3.333577467e-10	-3.33226014e-10
414.685	0.479	-0.647	1.609086435e-09	2.502841803e-10	-2.501856258e-10
415.647	0.472	-0.483	1.952420184e-09	2.927246157e-10	-2.925858045e-10
416.646	0.582	-0.526	1.610881107e-09	2.557829769e-10	-2.556654738e-10
417.760	0.518	-0.532	1.726418925e-09	2.689972659e-10	-2.688665133e-10
418.839	0.401	-0.562	1.9379844e-09	2.911732989e-10	-2.910238518e-10
419.638	0.351	-0.398	2.490381465e-09	3.74843601e-10	-3.74694045e-10
420.596	0.411	-0.607	1.979171106e-09	2.981263824e-10	-2.98027356e-10
421.484	0.431	-0.477	2.235775806e-09	3.363896316e-10	-3.362408016e-10
422.442	0.573	-0.528	1.842093594e-09	2.776604061e-10	-2.77589004e-10
423.472	0.346	-0.456	2.528307705e-09	3.81367437e-10	-3.81303549e-10
424.410	0.544	-0.592	1.7589891e-09	2.712505158e-10	-2.713896537e-10
425.530	0.554	-0.575	1.770045717e-09	2.743542747e-10	-2.748123081e-10
426.580	0.717	-0.496	1.624224624e-09	2.55934602e-10	-2.562269259e-10
427.884	0.622	-0.586	1.607443497e-09	2.592514782e-10	-2.598459633e-10
429.011	0.465	-0.505	2.032521579e-09	3.206169549e-10	-3.210680913e-10
430.106	0.405	-0.630	1.931271078e-09	3.002147214e-10	-3.009438432e-10
431.110	0.524	-0.599	1.78675134e-09	2.788450566e-10	-2.79820728e-10
432.149	0.398	-0.515	2.232298629e-09	3.414482181e-10	-3.424836756e-10
433.134	0.568	-0.588	1.761799446e-09	2.690211876e-10	-2.697128478e-10
434.269	0.585	-0.566	1.744752966e-09	2.71763943e-10	-2.725704564e-10
435.593	0.645	-0.740	1.387825593e-09	2.290999722e-10	-2.298936717e-10
436.692	0.446	-0.454	2.069461548e-09	3.553505736e-10	-3.566699697e-10
437.771	0.545	-0.633	1.581974328e-09	2.712826776e-10	-2.721899235e-10
438.776	0.430	-0.460	2.290024704e-09	3.52274802e-10	-3.538916403e-10
439.656	0.508	-0.451	2.094323418e-09	3.302264361e-10	-3.323127423e-10
440.660	0.443	-0.495	2.08001541e-09	3.390401487e-10	-3.407993556e-10
441.465	0.435	-0.363	2.526122082e-09	3.96861366e-10	-3.98967855e-10
442.363	0.353	-0.462	2.497736208e-09	3.95647494e-10	-3.98639703e-10
443.136	0.720	-0.421	1.784690589e-09	2.815766679e-10	-2.834032476e-10
444.338	0.406	-0.482	2.325695988e-09	3.596275485e-10	-3.617915367e-10
445.167	0.379	-0.423	2.573650398e-09	3.98189946e-10	-4.00646004e-10
446.128	0.492	-0.581	1.896926922e-09	2.989498842e-10	-3.007998411e-10
446.932	0.271	-0.312	3.616897515e-09	5.5510323e-10	-5.58919449e-10
447.720	0.506	-0.517	2.018564229e-09	3.12919068e-10	-3.150163005e-10
448.675	0.453	-0.449	2.190703548e-09	3.574570626e-10	-3.594185694e-10
449.574	0.459	-0.447	2.280004452e-09	3.515464425e-10	-3.53385219e-10
450.445	0.344	-0.412	2.614272639e-09	4.26497049e-10	-4.28814804e-10
451.146	0.404	-0.357	2.595498642e-09	4.25028714e-10	-4.27777713e-10
452.053	0.392	-0.503	2.232540387e-09	3.591949977e-10	-3.616247382e-10
452.995	0.375	-0.550	2.20268763e-09	3.404581719e-10	-3.424664694e-10
453.859	0.583	-0.488	1.902134157e-09	2.94157776e-10	-2.959356411e-10
