Ref= Margutti GRB catalogue
Spec Model= Absorbed power-law with NH_Galaxy=0.09d22 and NH_intrinsic=0.6d22 .  Time variable Photon Index
Comments= this LC is available in any energy band contained in the 0.3-10 keV range. This SN is linked to GRB060218. 
The obs extends up to      85.5625000       72.6898575   Swift-XRT     4.3419190768820278e+02   1.6518451645582132e+02: this last
bin has to be calculated manually with Ximage

time(days)       	ertime	  instrument		flux(1d-15 erg/s/cm2)		erflux 
      0.0078593        0.0000012   Swift-XRT     1.0914876114043180e+07   3.7224348048425778e+06
      0.0078616        0.0000012   Swift-XRT     9.3215106744537465e+06   2.8859723499863320e+06
      0.0078639        0.0000012   Swift-XRT     7.9230906280258745e+06   2.6043456280433470e+06
      0.0078662        0.0000012   Swift-XRT     1.0253160986906094e+07   3.0712246079644952e+06
      0.0078685        0.0000012   Swift-XRT     8.3887448099062555e+06   2.7029520843768748e+06
      0.0078709        0.0000012   Swift-XRT     8.3885396406913055e+06   2.7043203232324230e+06
      0.0078732        0.0000012   Swift-XRT     9.7863912529305704e+06   2.9855273808720992e+06
      0.0078755        0.0000012   Swift-XRT     9.7861523329356704e+06   2.9871274342951891e+06
      0.0078784        0.0000017   Swift-XRT     9.3981045168334264e+06   2.9284601410495266e+06
      0.0078813        0.0000012   Swift-XRT     9.7855545888592117e+06   2.9911277898975182e+06
      0.0078836        0.0000012   Swift-XRT     9.7853156688643135e+06   2.9927287314990279e+06
      0.0078865        0.0000017   Swift-XRT     9.4489438495770618e+06   2.8602937796051716e+06
      0.0078894        0.0000012   Swift-XRT     1.1338617156297913e+07   3.8854857109527071e+06
      0.0078923        0.0000017   Swift-XRT     8.0760287346492978e+06   2.2966475388130900e+06
      0.0078952        0.0000012   Swift-XRT     8.8522993380024657e+06   2.8140725305547672e+06
      0.0078981        0.0000017   Swift-XRT     6.5225473910857085e+06   2.0018195989734975e+06
      0.0079015        0.0000017   Swift-XRT     8.8767295736147389e+06   2.6857684964909367e+06
      0.0079044        0.0000012   Swift-XRT     7.4515575931854974e+06   2.5229587308217557e+06
      0.0079067        0.0000012   Swift-XRT     7.9159878652035324e+06   2.6203959002657481e+06
      0.0079091        0.0000012   Swift-XRT     1.1407053079892648e+07   3.7645482287018690e+06
      0.0079119        0.0000017   Swift-XRT     8.8702138967278190e+06   2.6801545427446170e+06
      0.0079154        0.0000017   Swift-XRT     8.6867473214624617e+06   2.4073580906502912e+06
      0.0079183        0.0000012   Swift-XRT     8.3747959678248651e+06   2.7112212475088881e+06
      0.0079212        0.0000017   Swift-XRT     7.1326304862395767e+06   2.1143515827048984e+06
      0.0079241        0.0000012   Swift-XRT     1.0426139063213212e+07   3.6559009153336314e+06
      0.0079264        0.0000012   Swift-XRT     9.3000123158049062e+06   2.8952822361816284e+06
      0.0079287        0.0000012   Swift-XRT     1.0693266716543803e+07   3.1666649302763972e+06
      0.0079310        0.0000012   Swift-XRT     9.7618224614848252e+06   2.9846600746452622e+06
      0.0079334        0.0000012   Swift-XRT     7.9011357456693072e+06   2.6071729219978577e+06
      0.0079357        0.0000012   Swift-XRT     9.7586312364228424e+06   2.9818965074923653e+06
      0.0079386        0.0000017   Swift-XRT     7.1238930310357772e+06   2.1068702338311593e+06
      0.0079415        0.0000012   Swift-XRT     1.0219148194323679e+07   3.0690014973799861e+06
      0.0079438        0.0000012   Swift-XRT     7.8953235060907891e+06   2.6019981724800798e+06
      0.0079461        0.0000012   Swift-XRT     9.2870964252256267e+06   2.8840276833363986e+06
      0.0079484        0.0000012   Swift-XRT     8.8212974702628329e+06   2.7898106047530291e+06
      0.0079507        0.0000012   Swift-XRT     7.8914492718240572e+06   2.5985484874979644e+06
      0.0079536        0.0000017   Swift-XRT     8.0445365924219908e+06   2.2746116101757251e+06
      0.0079565        0.0000012   Swift-XRT     1.1368893382268650e+07   3.7306095990174976e+06
      0.0079588        0.0000012   Swift-XRT     7.4229897784050526e+06   2.4973121348637049e+06
      0.0079611        0.0000012   Swift-XRT     9.7410808308495674e+06   2.9666984424636662e+06
      0.0079634        0.0000012   Swift-XRT     7.4205606104271729e+06   2.4951298804865018e+06
      0.0079658        0.0000012   Swift-XRT     8.8104714635051098e+06   2.7803137570003853e+06
      0.0079681        0.0000012   Swift-XRT     9.2726608613702394e+06   2.8714493005566052e+06
      0.0079710        0.0000017   Swift-XRT     6.4895333551362446e+06   1.9738846113170893e+06
      0.0079739        0.0000012   Swift-XRT     8.8054195046538543e+06   2.7758824128198964e+06
      0.0079768        0.0000017   Swift-XRT     6.7957723892675396e+06   2.0313708493091553e+06
      0.0079797        0.0000012   Swift-XRT     7.8753039645107482e+06   2.5841748740873523e+06
      0.0079825        0.0000017   Swift-XRT     1.0035477338021791e+07   2.8837363608147367e+06
      0.0079854        0.0000012   Swift-XRT     1.0650454740357418e+07   3.1300060321370889e+06
      0.0079883        0.0000017   Swift-XRT     8.3334281697489126e+06   2.3142352478799918e+06
      0.0079912        0.0000012   Swift-XRT     1.2537203275542196e+07   4.2210177575441319e+06
      0.0079935        0.0000012   Swift-XRT     8.3303506315246513e+06   2.6719551016185503e+06
      0.0079964        0.0000017   Swift-XRT     9.0745526648561265e+06   2.7631643639836055e+06
      0.0079993        0.0000012   Swift-XRT     8.3269320327872261e+06   2.6689348509023599e+06
      0.0080016        0.0000012   Swift-XRT     1.2103861024570504e+07   4.0846326321286592e+06
      0.0080040        0.0000012   Swift-XRT     8.3241973314329693e+06   2.6665190056007756e+06
      0.0080063        0.0000012   Swift-XRT     8.7852090047135781e+06   2.7581548156518918e+06
      0.0080086        0.0000012   Swift-XRT     8.7837657147815656e+06   2.7568889393592142e+06
      0.0080109        0.0000012   Swift-XRT     1.3521012753869854e+07   4.2436587577299178e+06
      0.0080132        0.0000012   Swift-XRT     9.2430303411106244e+06   2.8456301759405276e+06
      0.0080161        0.0000017   Swift-XRT     8.0089810339245554e+06   2.2446065006676004e+06
      0.0080196        0.0000017   Swift-XRT     7.3923263066433258e+06   2.1304116248899163e+06
      0.0080225        0.0000012   Swift-XRT     1.3517312602573382e+07   4.2389709520307407e+06
      0.0080248        0.0000012   Swift-XRT     9.7054755343606304e+06   2.9342563934164899e+06
      0.0080271        0.0000012   Swift-XRT     8.3201401324117789e+06   2.6610633696577675e+06
      0.0080294        0.0000012   Swift-XRT     8.3213009816063270e+06   2.6615971648880076e+06
      0.0080323        0.0000017   Swift-XRT     7.0897527848501336e+06   2.0751000917584859e+06
      0.0080352        0.0000012   Swift-XRT     9.2491161396424100e+06   2.8469413493326097e+06
      0.0080375        0.0000012   Swift-XRT     8.3253652860548748e+06   2.6634661143276617e+06
      0.0080398        0.0000012   Swift-XRT     9.2516962979516387e+06   2.8480968694566400e+06
      0.0080422        0.0000012   Swift-XRT     1.0178285769768534e+07   3.0276257056982554e+06
      0.0080445        0.0000012   Swift-XRT     1.2648277092353053e+07   4.0430325753959548e+06
      0.0080474        0.0000017   Swift-XRT     7.4047119547060439e+06   2.1357160484569701e+06
      0.0080508        0.0000017   Swift-XRT     8.3320426114141801e+06   2.3061574871974243e+06
      0.0080537        0.0000012   Swift-XRT     8.7964657780048568e+06   2.7600828289564559e+06
      0.0080560        0.0000012   Swift-XRT     1.0649836568177305e+07   3.1192302074600775e+06
      0.0080584        0.0000012   Swift-XRT     9.2620178193669729e+06   2.8527180617743395e+06
      0.0080607        0.0000012   Swift-XRT     9.2633083426107988e+06   2.8532958218363542e+06
      0.0080630        0.0000012   Swift-XRT     1.2662384918371571e+07   4.0495153896813458e+06
      0.0080659        0.0000017   Swift-XRT     7.7218427207981218e+06   2.1965420593517134e+06
      0.0080694        0.0000017   Swift-XRT     7.4145165562811140e+06   2.1399153560253126e+06
      0.0080722        0.0000012   Swift-XRT     8.8062712677583471e+06   2.7645301603484992e+06
      0.0080757        0.0000023   Swift-XRT     5.0994324318764936e+06   1.5183128088125384e+06
      0.0080792        0.0000012   Swift-XRT     1.1283683321039461e+07   3.8274112768021948e+06
      0.0080815        0.0000012   Swift-XRT     8.3474276380002256e+06   2.6736115543712908e+06
      0.0080838        0.0000012   Swift-XRT     7.4209678402326060e+06   2.4831210421183412e+06
      0.0080867        0.0000017   Swift-XRT     7.7315194246807545e+06   2.2006458877399382e+06
      0.0080902        0.0000017   Swift-XRT     8.4296898350544311e+06   2.7436990457374575e+06
      0.0080931        0.0000012   Swift-XRT     8.8173024437310230e+06   2.7695334914312749e+06
      0.0080960        0.0000017   Swift-XRT     4.9509245592105342e+06   1.6571269911835883e+06
      0.0080989        0.0000012   Swift-XRT     9.2845970911525898e+06   2.8628279746811809e+06
      0.0081012        0.0000012   Swift-XRT     9.2858876143964138e+06   2.8634052906539864e+06
      0.0081035        0.0000012   Swift-XRT     1.1338768146629263e+07   3.7751362036431143e+06
      0.0081058        0.0000012   Swift-XRT     8.3596205513458690e+06   2.6792184026902532e+06
      0.0081081        0.0000012   Swift-XRT     9.2897582959494684e+06   2.8651385708400309e+06
      0.0081104        0.0000012   Swift-XRT     8.3619431379133854e+06   2.6802862151953373e+06
      0.0081128        0.0000012   Swift-XRT     7.4338704081355892e+06   2.4892385930286306e+06
      0.0081151        0.0000012   Swift-XRT     1.2237380886404024e+07   3.9919774152963324e+06
      0.0081180        0.0000017   Swift-XRT     7.4361938828815250e+06   2.1491983748234133e+06
      0.0081209        0.0000012   Swift-XRT     9.7616972283276469e+06   2.9591267214357229e+06
      0.0081232        0.0000012   Swift-XRT     9.2981435884098560e+06   2.8688933451093133e+06
      0.0081255        0.0000012   Swift-XRT     8.3694908781239968e+06   2.6837569944149205e+06
      0.0081278        0.0000012   Swift-XRT     9.7657615327761956e+06   2.9609243945571957e+06
      0.0081301        0.0000012   Swift-XRT     9.3020151581413299e+06   2.8706264032507529e+06
      0.0081324        0.0000012   Swift-XRT     1.0233637048884246e+07   3.0518330085271825e+06
      0.0081347        0.0000012   Swift-XRT     1.0700285990594693e+07   3.1410563039457882e+06
      0.0081376        0.0000017   Swift-XRT     8.6857934178397041e+06   2.3802617654666845e+06
      0.0081405        0.0000012   Swift-XRT     1.0238832892639492e+07   3.0530413752671843e+06
      0.0081428        0.0000012   Swift-XRT     1.1171462865888769e+07   3.2286981976881176e+06
      0.0081452        0.0000012   Swift-XRT     8.8455216484817341e+06   2.7793656265373556e+06
      0.0081475        0.0000012   Swift-XRT     7.9157089771797471e+06   2.5903252875991710e+06
      0.0081498        0.0000012   Swift-XRT     8.8484153337731175e+06   2.7786304368504486e+06
      0.0081521        0.0000012   Swift-XRT     9.7814272237428669e+06   2.9611806340312795e+06
      0.0081544        0.0000012   Swift-XRT     7.9195920932306759e+06   2.5893893695894121e+06
      0.0081567        0.0000012   Swift-XRT     7.4549522111055916e+06   2.4924253771985150e+06
      0.0081590        0.0000012   Swift-XRT     9.3202130457825661e+06   2.8691857778539998e+06
      0.0081614        0.0000012   Swift-XRT     1.4099994061211873e+07   4.3500034685450820e+06
      0.0081637        0.0000012   Swift-XRT     1.0450492915481390e+07   3.6252338908582255e+06
      0.0081660        0.0000012   Swift-XRT     7.4598247579160668e+06   2.4912871765536689e+06
      0.0081683        0.0000012   Swift-XRT     8.3936742001355924e+06   2.6823674392772997e+06
      0.0081706        0.0000012   Swift-XRT     8.8614360294059217e+06   2.7753221942816707e+06
      0.0081729        0.0000012   Swift-XRT     8.3964151187387872e+06   2.6816882048308342e+06
      0.0081753        0.0000012   Swift-XRT     8.8643297146973051e+06   2.7745867825501589e+06
      0.0081781        0.0000017   Swift-XRT     4.9774810939595681e+06   1.6598625807162647e+06
      0.0081810        0.0000012   Swift-XRT     1.2758169631865712e+07   4.0664311917737448e+06
      0.0081834        0.0000012   Swift-XRT     8.8693941080464348e+06   2.7733000340646184e+06
      0.0081862        0.0000017   Swift-XRT     7.4704855634877272e+06   2.1460828669717102e+06
      0.0081891        0.0000012   Swift-XRT     8.4060092220283877e+06   2.6793105512012970e+06
      0.0081915        0.0000012   Swift-XRT     1.8801864953843504e+07   5.6623843391889744e+06
      0.0081938        0.0000012   Swift-XRT     1.3548588917444702e+07   4.4288430700589735e+06
      0.0081961        0.0000012   Swift-XRT     9.3445793325486183e+06   2.8628526216323278e+06
      0.0081984        0.0000012   Swift-XRT     8.4114910592347756e+06   2.6779520823083655e+06
      0.0082013        0.0000017   Swift-XRT     1.0049684640023315e+07   2.9900033560181782e+06
      0.0082048        0.0000017   Swift-XRT     7.7919084517930057e+06   2.2005313127237968e+06
      0.0082077        0.0000012   Swift-XRT     8.4169746727980040e+06   2.6765936134154340e+06
      0.0082100        0.0000012   Swift-XRT     1.2238746016635103e+07   4.0993270999933882e+06
      0.0082123        0.0000012   Swift-XRT     1.1226286567023180e+07   3.2133808947065743e+06
      0.0082146        0.0000012   Swift-XRT     7.4854096254739482e+06   2.4853128444135562e+06
      0.0082169        0.0000012   Swift-XRT     1.1386687148728924e+07   3.8322776063637319e+06
      0.0082192        0.0000012   Swift-XRT     7.4878458988791853e+06   2.4847435220465283e+06
      0.0082215        0.0000012   Swift-XRT     8.4251974286075886e+06   2.6745552439422226e+06
      0.0082239        0.0000012   Swift-XRT     8.8947116338999867e+06   2.7668662916369154e+06
      0.0082262        0.0000012   Swift-XRT     8.4279392353892028e+06   2.6738762315403619e+06
      0.0082285        0.0000012   Swift-XRT     7.9610140701902304e+06   2.5794073543750071e+06
      0.0082314        0.0000017   Swift-XRT     8.2752791286111455e+06   2.5738258191410066e+06
      0.0082343        0.0000012   Swift-XRT     1.1400583588283552e+07   3.8290965953535759e+06
      0.0082366        0.0000012   Swift-XRT     8.9026688243620805e+06   2.7648443534644684e+06
      0.0082389        0.0000012   Swift-XRT     8.4354772056371979e+06   2.6720081702791275e+06
      0.0082412        0.0000012   Swift-XRT     9.3742755780112930e+06   2.8551343511651335e+06
      0.0082441        0.0000017   Swift-XRT     1.0340552414334070e+07   3.0988340782300835e+06
      0.0082476        0.0000017   Swift-XRT     7.8153856719609387e+06   2.1938753036465640e+06
      0.0082505        0.0000012   Swift-XRT     9.3803667056135964e+06   2.8535511731320182e+06
      0.0082528        0.0000012   Swift-XRT     8.4437008496252019e+06   2.6699700228505204e+06
      0.0082557        0.0000017   Swift-XRT     7.9766122595970044e+06   2.5192226082992870e+06
      0.0082586        0.0000012   Swift-XRT     1.0324266774830448e+07   3.0299469599981420e+06
      0.0082609        0.0000012   Swift-XRT     7.9774649108799165e+06   2.5750210852493183e+06
      0.0082638        0.0000017   Swift-XRT     9.2277767649306953e+06   2.7199411611888991e+06
      0.0082667        0.0000012   Swift-XRT     9.3823171454232577e+06   2.8508464477994265e+06
      0.0082690        0.0000012   Swift-XRT     8.4430284985614885e+06   2.6675461839431589e+06
      0.0082713        0.0000012   Swift-XRT     1.0317965148942675e+07   3.0277353957330887e+06
      0.0082736        0.0000012   Swift-XRT     1.2349521405496944e+07   3.9713818900111159e+06
      0.0082765        0.0000017   Swift-XRT     7.1892838349185688e+06   2.0759223229305234e+06
      0.0082794        0.0000012   Swift-XRT     9.3758574237767775e+06   2.8487816550182286e+06
      0.0082817        0.0000012   Swift-XRT     8.9059488672660328e+06   2.7577200523154484e+06
      0.0082841        0.0000012   Swift-XRT     1.0779534598270856e+07   3.1125464428072288e+06
      0.0082864        0.0000012   Swift-XRT     7.4978663278102428e+06   2.4760167249837648e+06
      0.0082887        0.0000012   Swift-XRT     8.4340427974893823e+06   2.6645654571666452e+06
      0.0082910        0.0000012   Swift-XRT     1.1400922872439878e+07   3.8176488637020607e+06
      0.0082933        0.0000012   Swift-XRT     8.9003702186118960e+06   2.7559043935809764e+06
      0.0082956        0.0000012   Swift-XRT     8.4308720005310532e+06   2.6635136318731154e+06
      0.0082985        0.0000017   Swift-XRT     7.3372192765930314e+06   2.4102835283201784e+06
      0.0083020        0.0000017   Swift-XRT     5.9307900812655129e+06   1.8363618403682834e+06
      0.0083055        0.0000017   Swift-XRT     7.1780279498057095e+06   2.0724946203642956e+06
      0.0083089        0.0000017   Swift-XRT     8.5033819985369518e+06   2.7298279192677909e+06
      0.0083118        0.0000012   Swift-XRT     7.4875305955401920e+06   2.4724404745768420e+06
      0.0083147        0.0000017   Swift-XRT     7.4863564236693485e+06   2.1285910811741357e+06
      0.0083182        0.0000017   Swift-XRT     1.1462294224884316e+07   3.3969949075896009e+06
      0.0083211        0.0000012   Swift-XRT     7.9515087847425994e+06   2.5662336700094100e+06
      0.0083234        0.0000012   Swift-XRT     1.1809716760069476e+07   3.9442498156461166e+06
      0.0083257        0.0000012   Swift-XRT     9.3523677691109683e+06   2.8412738828365034e+06
      0.0083280        0.0000012   Swift-XRT     8.4160740598804280e+06   2.6586048917920375e+06
      0.0083303        0.0000012   Swift-XRT     8.8825178323759232e+06   2.7500948185377182e+06
      0.0083327        0.0000012   Swift-XRT     8.4139593070631232e+06   2.6579036749296845e+06
      0.0083356        0.0000017   Swift-XRT     1.0049008736245923e+07   2.9660527367525445e+06
      0.0083384        0.0000012   Swift-XRT     1.6356498377945172e+07   4.8113601991417455e+06
      0.0083408        0.0000012   Swift-XRT     1.0902962088721324e+07   3.7314595857651508e+06
      0.0083431        0.0000012   Swift-XRT     9.8107371115929708e+06   2.9275120105864969e+06
      0.0083454        0.0000012   Swift-XRT     8.4081452911277656e+06   2.6559749954913058e+06
      0.0083477        0.0000012   Swift-XRT     9.8082706401214637e+06   2.9267370749153085e+06
      0.0083500        0.0000012   Swift-XRT     7.9390307661242327e+06   2.5620090493561062e+06
      0.0083529        0.0000017   Swift-XRT     7.4708541575319022e+06   2.1239383585225367e+06
      0.0083564        0.0000017   Swift-XRT     7.4694437302014185e+06   2.1235151415055497e+06
      0.0083599        0.0000017   Swift-XRT     7.1568670989563540e+06   2.0660508859293712e+06
      0.0083628        0.0000012   Swift-XRT     7.9335391589552267e+06   2.5601500919236741e+06
      0.0083651        0.0000012   Swift-XRT     8.3991613664124999e+06   2.6529947128040018e+06
      0.0083674        0.0000012   Swift-XRT     9.7977892465905808e+06   2.9234432652458507e+06
      0.0083697        0.0000012   Swift-XRT     7.9305442213239977e+06   2.5591362362575862e+06
      0.0083726        0.0000017   Swift-XRT     8.5257383375392240e+06   2.6431479227539967e+06
      0.0083755        0.0000012   Swift-XRT     1.0259827654124364e+07   3.0097584424737529e+06
      0.0083790        0.0000023   Swift-XRT     5.1289452684954992e+06   1.5045797940871352e+06
      0.0083824        0.0000012   Swift-XRT     8.8580573986973818e+06   2.7428761484316052e+06
      0.0083853        0.0000017   Swift-XRT     7.0213355130022131e+06   2.3081754285669830e+06
      0.0083888        0.0000017   Swift-XRT     8.8378957485701889e+06   2.7033255634023589e+06
      0.0083917        0.0000012   Swift-XRT     1.3144084931582255e+07   4.2314942660937048e+06
      0.0083940        0.0000012   Swift-XRT     8.8677030163353253e+06   2.7635427279903977e+06
      0.0083969        0.0000017   Swift-XRT     8.6110123476146329e+06   2.5456348140551196e+06
      0.0083998        0.0000012   Swift-XRT     8.4055509219638221e+06   2.6807249753346695e+06
      0.0084027        0.0000017   Swift-XRT     1.0095043023738980e+07   2.9275906143766404e+06
      0.0084062        0.0000017   Swift-XRT     7.7875705883911904e+06   2.2141184441437642e+06
      0.0084096        0.0000017   Swift-XRT     7.1669008505637059e+06   2.1029449293052945e+06
      0.0084125        0.0000012   Swift-XRT     1.2312488806287546e+07   4.0230805353758112e+06
      0.0084160        0.0000023   Swift-XRT     4.2091725660498012e+06   1.3541082699575212e+06
      0.0084195        0.0000012   Swift-XRT     8.8889233751388006e+06   2.8090081372056371e+06
      0.0084218        0.0000012   Swift-XRT     9.8267332049317695e+06   2.9992253125499245e+06
      0.0084247        0.0000017   Swift-XRT     6.1630704983883779e+06   2.1001413941235114e+06
      0.0084281        0.0000017   Swift-XRT     5.9307718736079093e+06   1.8830053072349527e+06
      0.0084316        0.0000017   Swift-XRT     8.8475280435318369e+06   2.8176518895861590e+06
      0.0084345        0.0000012   Swift-XRT     9.3699625836052280e+06   2.9307039017822943e+06
      0.0084368        0.0000012   Swift-XRT     8.4347933082540296e+06   2.7435604899039841e+06
      0.0084391        0.0000012   Swift-XRT     1.0311427267595263e+07   3.1260192212556601e+06
      0.0084420        0.0000017   Swift-XRT     1.0106366410411738e+07   3.0430740149967046e+06
      0.0084455        0.0000017   Swift-XRT     6.8783791995485891e+06   2.0927193311592871e+06
      0.0084484        0.0000012   Swift-XRT     7.5057169368619723e+06   2.5634896427817466e+06
      0.0084507        0.0000012   Swift-XRT     1.0322596111222992e+07   3.1497680019754167e+06
      0.0084530        0.0000012   Swift-XRT     8.9168974426456764e+06   2.8689426390116066e+06
      0.0084553        0.0000012   Swift-XRT     9.6625472068012636e+06   3.4399378900928921e+06
      0.0084577        0.0000012   Swift-XRT     8.4512423725868743e+06   2.7789068823835803e+06
      0.0084600        0.0000012   Swift-XRT     8.4530693555961978e+06   2.7828330750878649e+06
      0.0084623        0.0000012   Swift-XRT     8.4548981149623599e+06   2.7867617102828035e+06
      0.0084646        0.0000012   Swift-XRT     9.3963619107739758e+06   2.9871114470836343e+06
      0.0084669        0.0000012   Swift-XRT     9.3983931748198289e+06   2.9914506427530795e+06
      0.0084692        0.0000012   Swift-XRT     1.0810489392554244e+07   3.2820026696356307e+06
      0.0084715        0.0000012   Swift-XRT     8.4622087115349118e+06   2.8024693676798050e+06
      0.0084739        0.0000012   Swift-XRT     8.9342613307508137e+06   2.9061437700761412e+06
      0.0084762        0.0000012   Swift-XRT     7.9955384535423936e+06   2.7088320475598946e+06
      0.0084785        0.0000012   Swift-XRT     1.8269624035838205e+07   5.5127151732392572e+06
      0.0084808        0.0000012   Swift-XRT     7.9989908030597679e+06   2.7162743165831668e+06
      0.0084831        0.0000012   Swift-XRT     1.1923414255932128e+07   4.1156766883432278e+06
      0.0084860        0.0000017   Swift-XRT     7.5321171522091385e+06   2.2750523687165012e+06
      0.0084895        0.0000017   Swift-XRT     7.2206147727627009e+06   2.2169037716679438e+06
      0.0084924        0.0000012   Swift-XRT     1.7861403023289312e+07   5.4401452231900292e+06
      0.0084947        0.0000012   Swift-XRT     1.1778451991517613e+07   3.5263467701440728e+06
      0.0084976        0.0000017   Swift-XRT     8.4827700419509709e+06   2.4797532915954432e+06
      0.0085005        0.0000012   Swift-XRT     7.5422708079031501e+06   2.6425583943279204e+06
      0.0085028        0.0000012   Swift-XRT     1.1945095579335429e+07   4.1619698798456280e+06
      0.0085051        0.0000012   Swift-XRT     9.9018846455578562e+06   3.1545654977094270e+06
      0.0085074        0.0000012   Swift-XRT     7.5448074454698134e+06   2.6410349462935301e+06
      0.0085097        0.0000012   Swift-XRT     1.5995775370925002e+07   5.1483368679328123e+06
      0.0085126        0.0000017   Swift-XRT     9.2233634063632041e+06   2.9873876705721612e+06
      0.0085161        0.0000017   Swift-XRT     7.8611819276375165e+06   2.3493589296208480e+06
      0.0085190        0.0000012   Swift-XRT     1.8988419725474156e+07   6.0131899459747728e+06
      0.0085219        0.0000017   Swift-XRT     7.2335191170225237e+06   2.2176269709461848e+06
      0.0085248        0.0000012   Swift-XRT     8.9640366240928415e+06   2.9319666694505028e+06
      0.0085277        0.0000017   Swift-XRT     6.9201959718157006e+06   2.1485087042805161e+06
      0.0085306        0.0000012   Swift-XRT     8.4936901956211831e+06   2.8247830741179311e+06
      0.0085335        0.0000017   Swift-XRT     8.9144105430705156e+06   2.9084845643012612e+06
      0.0085369        0.0000017   Swift-XRT     9.2299607956647370e+06   2.9587670091757444e+06
      0.0085398        0.0000012   Swift-XRT     8.4960030122260824e+06   2.8147737474171207e+06
      0.0085422        0.0000012   Swift-XRT     1.0384711757183140e+07   3.2035480934666791e+06
      0.0085445        0.0000012   Swift-XRT     1.2825394080095975e+07   4.3757033552083159e+06
      0.0085474        0.0000017   Swift-XRT     6.2947287382542063e+06   2.0028552150108679e+06
      0.0085508        0.0000017   Swift-XRT     6.9249082024214203e+06   2.1280130990675162e+06
      0.0085537        0.0000012   Swift-XRT     1.3379582775030484e+07   4.3282128991961600e+06
      0.0085560        0.0000012   Swift-XRT     7.5556023659828492e+06   2.5944784098896887e+06
      0.0085584        0.0000012   Swift-XRT     8.0283726333618686e+06   2.6943514086497086e+06
      0.0085607        0.0000012   Swift-XRT     1.3776084273331434e+07   4.5067727327818824e+06
      0.0085630        0.0000012   Swift-XRT     1.4249341262484448e+07   4.5807349025039906e+06
      0.0085653        0.0000012   Swift-XRT     8.9747196341249943e+06   2.8856748102157325e+06
      0.0085676        0.0000012   Swift-XRT     8.9753298126993272e+06   2.8830295928372606e+06
      0.0085699        0.0000012   Swift-XRT     9.4483576518200599e+06   2.9770992338029598e+06
      0.0085722        0.0000012   Swift-XRT     9.4490006929959226e+06   2.9743099094758914e+06
      0.0085746        0.0000012   Swift-XRT     9.9221253435644023e+06   3.0666289507763619e+06
      0.0085769        0.0000012   Swift-XRT     1.0395313942979099e+07   3.1574329817374288e+06
      0.0085792        0.0000012   Swift-XRT     1.1341114714014111e+07   3.3381799546816633e+06
      0.0085815        0.0000012   Swift-XRT     1.0200308153685000e+07   3.5214553495421791e+06
      0.0085838        0.0000012   Swift-XRT     8.9796028390765060e+06   2.8645124050541422e+06
      0.0085861        0.0000012   Swift-XRT     9.4528553873374220e+06   2.9575817350746547e+06
      0.0085890        0.0000017   Swift-XRT     8.1931714746019673e+06   2.3349810973627428e+06
      0.0085919        0.0000012   Swift-XRT     9.4544621020986587e+06   2.9506108667476382e+06
      0.0085948        0.0000017   Swift-XRT     6.6186860436800998e+06   2.0273207557153227e+06
      0.0085977        0.0000012   Swift-XRT     1.1820086243119476e+07   3.4005167570683169e+06
      0.0086000        0.0000012   Swift-XRT     8.5110398728716057e+06   2.7497122356834323e+06
      0.0086023        0.0000012   Swift-XRT     8.0387509981960645e+06   2.6495188265585057e+06
      0.0086047        0.0000012   Swift-XRT     7.5663963983174646e+06   2.5479225396196623e+06
      0.0086070        0.0000012   Swift-XRT     1.4662062675085962e+07   4.6805856968035186e+06
      0.0086093        0.0000012   Swift-XRT     1.0405209138752978e+07   3.1143922996079708e+06
      0.0086116        0.0000012   Swift-XRT     8.5139308936277293e+06   2.7372002442405117e+06
      0.0086139        0.0000012   Swift-XRT     1.0406624006975561e+07   3.1082434404083868e+06
      0.0086168        0.0000017   Swift-XRT     7.2537171824649246e+06   2.1296799879166880e+06
      0.0086197        0.0000012   Swift-XRT     1.1824783818781270e+07   3.3681517574990490e+06
      0.0086226        0.0000017   Swift-XRT     8.1944335761363609e+06   2.3018962291843081e+06
      0.0086255        0.0000012   Swift-XRT     8.0328463880618978e+06   2.6290252197469496e+06
      0.0086278        0.0000012   Swift-XRT     1.1927262733024690e+07   4.0373606680077496e+06
      0.0086301        0.0000012   Swift-XRT     8.9707281603068616e+06   2.8176401212220979e+06
      0.0086330        0.0000017   Swift-XRT     5.9775016048035920e+06   1.8772210452766556e+06
      0.0086359        0.0000012   Swift-XRT     9.9051238322545029e+06   2.9993203476408324e+06
      0.0086382        0.0000012   Swift-XRT     9.9011687737515774e+06   2.9977660354063571e+06
      0.0086411        0.0000017   Swift-XRT     8.9279996728919279e+06   2.7592514939556164e+06
      0.0086440        0.0000012   Swift-XRT     8.0072259933672277e+06   2.6183348822428342e+06
      0.0086463        0.0000012   Swift-XRT     1.0358147228828328e+07   3.0828486430323208e+06
      0.0086486        0.0000012   Swift-XRT     1.0824639851136908e+07   3.1705695846540034e+06
      0.0086509        0.0000012   Swift-XRT     1.1761203566607036e+07   3.3443268154798029e+06
      0.0086538        0.0000017   Swift-XRT     1.2461605969349420e+07   3.5995246783215860e+06
      0.0086567        0.0000012   Swift-XRT     8.4595885851967968e+06   2.7067650343326475e+06
      0.0086591        0.0000012   Swift-XRT     1.0962512675405378e+07   3.7961589427482067e+06
      0.0086614        0.0000012   Swift-XRT     7.9832060961848581e+06   2.6083122328657280e+06
