Ref= Margutti GRB catalogue
Spec Model= Absorbed power-law with NH_Galaxy=0.09d22 and NH_intrinsic=0.6d22 .  Time variable Photon Index
Comments= this LC is available in any energy band contained in the 0.3-10 keV range. This SN is linked to GRB060218. 
The obs extends up to      85.5625000       72.6898575   Swift-XRT     4.3419190768820278e+02   1.6518451645582132e+02: this last
bin has to be calculated manually with Ximage

time(days)       	ertime	  instrument		flux(1d-15 erg/s/cm2)		erflux 
      0.0247638        0.0000017   Swift-XRT     9.4711314346795902e+06   2.9540019319540532e+06
      0.0247673        0.0000017   Swift-XRT     1.0429003438616745e+07   3.1465106076211664e+06
      0.0247707        0.0000017   Swift-XRT     9.4906704717345741e+06   2.9642321930367639e+06
      0.0247742        0.0000017   Swift-XRT     7.6003550120162796e+06   2.5760771293903417e+06
      0.0247783        0.0000023   Swift-XRT     8.2039584015092254e+06   2.4423907341031278e+06
      0.0247829        0.0000023   Swift-XRT     7.8580164597497052e+06   2.3784925140546421e+06
      0.0247864        0.0000012   Swift-XRT     1.2156657902551159e+07   4.0388563604665250e+06
      0.0247898        0.0000023   Swift-XRT     7.5162143176044077e+06   2.3159825168761471e+06
      0.0247939        0.0000017   Swift-XRT     9.0780085670871809e+06   2.9011493207775629e+06
      0.0247974        0.0000017   Swift-XRT     8.1307360844107270e+06   2.7068374208738529e+06
      0.0248008        0.0000017   Swift-XRT     8.1390361117428252e+06   2.7113404854617328e+06
      0.0248043        0.0000017   Swift-XRT     9.1058467432958409e+06   2.9158866432510419e+06
      0.0248072        0.0000012   Swift-XRT     1.4389861746622045e+07   4.5269050730212256e+06
      0.0248095        0.0000012   Swift-XRT     1.2959678663548855e+07   4.2355772222890658e+06
      0.0248124        0.0000017   Swift-XRT     9.1275058622386493e+06   2.9273532486939756e+06
      0.0248159        0.0000017   Swift-XRT     7.6941342186387368e+06   2.6276536502223276e+06
      0.0248199        0.0000023   Swift-XRT     6.8607097780670747e+06   2.2034982727348050e+06
      0.0248240        0.0000017   Swift-XRT     8.1943953844643142e+06   2.7413733505454729e+06
      0.0248275        0.0000017   Swift-XRT     1.0132733763157375e+07   3.1455558158199890e+06
      0.0248309        0.0000017   Swift-XRT     8.6940046273298319e+06   2.8527618045615098e+06
      0.0248338        0.0000012   Swift-XRT     1.2326881737578787e+07   4.1312055998332649e+06
      0.0248367        0.0000017   Swift-XRT     8.2239584031640328e+06   2.7573685557058523e+06
      0.0248402        0.0000017   Swift-XRT     9.1824583492439147e+06   2.9554927394315200e+06
      0.0248437        0.0000017   Swift-XRT     8.6906162266586758e+06   2.8491886627790560e+06
      0.0248477        0.0000023   Swift-XRT     7.9572561872964790e+06   2.4268933529469902e+06
      0.0248523        0.0000023   Swift-XRT     8.3080227142318105e+06   2.4915713936479730e+06
      0.0248558        0.0000012   Swift-XRT     1.4434474948643582e+07   4.5423389494203543e+06
      0.0248593        0.0000023   Swift-XRT     8.6521358966251668e+06   2.5515052293201275e+06
      0.0248628        0.0000012   Swift-XRT     1.5846564949129060e+07   4.8121142626200700e+06
      0.0248651        0.0000012   Swift-XRT     1.2956827610821618e+07   4.2234948871566756e+06
      0.0248680        0.0000017   Swift-XRT     8.1512743221878726e+06   2.7106596967030326e+06
      0.0248714        0.0000017   Swift-XRT     9.5802201727224197e+06   3.0015547825001930e+06
      0.0248743        0.0000012   Swift-XRT     1.6812395031706728e+07   5.7945692688576849e+06
      0.0248766        0.0000012   Swift-XRT     1.4348962906751694e+07   4.4890064998526210e+06
      0.0248795        0.0000017   Swift-XRT     7.6464470311066173e+06   2.5920008361879354e+06
      0.0248830        0.0000017   Swift-XRT     1.0503407921191864e+07   3.1706850478485646e+06
      0.0248865        0.0000017   Swift-XRT     7.6312431929181907e+06   2.5821169646889074e+06
      0.0248900        0.0000017   Swift-XRT     8.1001143570347261e+06   2.6777837724978323e+06
      0.0248940        0.0000023   Swift-XRT     7.4957933193786629e+06   2.2929997900433815e+06
      0.0248981        0.0000017   Swift-XRT     9.0320098067309111e+06   2.8607844981820560e+06
      0.0249015        0.0000017   Swift-XRT     9.0229788085594010e+06   2.8550992681175554e+06
      0.0249056        0.0000023   Swift-XRT     7.4708479402829651e+06   2.2775767938298937e+06
      0.0249091        0.0000012   Swift-XRT     1.4215928878513750e+07   4.4060328718842352e+06
      0.0249119        0.0000017   Swift-XRT     8.5224316492826790e+06   2.7422581982960990e+06
      0.0249154        0.0000017   Swift-XRT     7.5678956434899187e+06   2.5409354620364862e+06
      0.0249195        0.0000023   Swift-XRT     7.0865864287839029e+06   2.1896831015055794e+06
      0.0249235        0.0000017   Swift-XRT     8.9658085400401428e+06   2.8191105005959114e+06
      0.0249270        0.0000017   Swift-XRT     1.0371014269594524e+07   3.0894895530764186e+06
      0.0249299        0.0000012   Swift-XRT     1.1304332581119070e+07   3.7805172325988677e+06
      0.0249328        0.0000017   Swift-XRT     9.4123615568264537e+06   2.8968623055902752e+06
      0.0249368        0.0000023   Swift-XRT     7.4035022556984127e+06   2.2359358808898833e+06
      0.0249420        0.0000029   Swift-XRT     5.0689910047196914e+06   1.6170830230421983e+06
      0.0249467        0.0000017   Swift-XRT     1.0311777209892625e+07   3.0531601691308194e+06
      0.0249501        0.0000017   Swift-XRT     7.4918817816183027e+06   2.4915196572550256e+06
      0.0249536        0.0000017   Swift-XRT     9.3553458313522227e+06   2.8613018621115312e+06
      0.0249571        0.0000017   Swift-XRT     8.4112548037751354e+06   2.6715736289872890e+06
      0.0249600        0.0000012   Swift-XRT     1.1205506744715875e+07   3.7162712906990689e+06
      0.0249623        0.0000012   Swift-XRT     1.3997380143848658e+07   4.2697259061696967e+06
      0.0249646        0.0000012   Swift-XRT     1.6785470791091938e+07   4.7895420962618114e+06
      0.0249669        0.0000012   Swift-XRT     1.1881620132214719e+07   3.8440965965946815e+06
      0.0249698        0.0000017   Swift-XRT     8.3799003292028820e+06   2.6516382423125147e+06
      0.0249733        0.0000017   Swift-XRT     8.3713516119132685e+06   2.6462028124285550e+06
      0.0249768        0.0000017   Swift-XRT     8.8273948151140753e+06   2.7319786433110945e+06
      0.0249808        0.0000023   Swift-XRT     5.9165832233531997e+06   1.9064798628676271e+06
      0.0249849        0.0000017   Swift-XRT     9.7333181514613889e+06   2.8959101783243567e+06
      0.0249883        0.0000017   Swift-XRT     7.8712787399126673e+06   2.5307280715480829e+06
      0.0249918        0.0000017   Swift-XRT     1.0175902787068479e+07   2.9698301595715289e+06
      0.0249953        0.0000017   Swift-XRT     8.7792564329447486e+06   2.7016753278985559e+06
      0.0249988        0.0000017   Swift-XRT     1.0154997731603997e+07   2.9570093040831578e+06
      0.0250022        0.0000017   Swift-XRT     8.7612015420290846e+06   2.6903097527508633e+06
      0.0250063        0.0000023   Swift-XRT     9.4707948150585238e+06   2.9087772190905525e+06
      0.0250103        0.0000017   Swift-XRT     8.7401339499137960e+06   2.6770470284986910e+06
      0.0250132        0.0000012   Swift-XRT     1.1030667934619486e+07   3.6026110983300437e+06
      0.0250161        0.0000017   Swift-XRT     1.1480383754758349e+07   3.1722677817924703e+06
      0.0250196        0.0000017   Swift-XRT     8.2706979043223318e+06   2.5781452528406135e+06
      0.0250236        0.0000023   Swift-XRT     5.5221063277599569e+06   1.7984522759917353e+06
      0.0250277        0.0000017   Swift-XRT     7.3738828376690429e+06   2.3990742725743530e+06
      0.0250312        0.0000017   Swift-XRT     8.7677536342312116e+06   2.6695807786580869e+06
      0.0250346        0.0000017   Swift-XRT     8.7790201774851084e+06   2.6705069267052291e+06
      0.0250381        0.0000017   Swift-XRT     8.7902964907016214e+06   2.6714337408861862e+06
      0.0250422        0.0000023   Swift-XRT     5.5600728465776676e+06   1.8023540437894780e+06
      0.0250462        0.0000017   Swift-XRT     8.8165927891736813e+06   2.6735946789813167e+06
      0.0250497        0.0000017   Swift-XRT     8.8278682142117750e+06   2.6745214931622739e+06
      0.0250543        0.0000029   Swift-XRT     5.3057331861339202e+06   1.6054536589038547e+06
      0.0250589        0.0000017   Swift-XRT     8.8579170665070694e+06   2.6769910732582500e+06
      0.0250618        0.0000012   Swift-XRT     1.1900860741320685e+07   3.7499772176374788e+06
      0.0250647        0.0000017   Swift-XRT     1.0278283113507314e+07   2.9347984042971120e+06
      0.0250682        0.0000017   Swift-XRT     1.0291349994417941e+07   2.9356603814534307e+06
      0.0250711        0.0000012   Swift-XRT     1.1238791230994137e+07   3.6169007788799941e+06
      0.0250746        0.0000023   Swift-XRT     6.3298242203302374e+06   1.9448274102273898e+06
      0.0250780        0.0000012   Swift-XRT     1.1971457603010548e+07   3.7567060573451268e+06
      0.0250809        0.0000017   Swift-XRT     7.5194099835584890e+06   2.4140298648944735e+06
      0.0250850        0.0000023   Swift-XRT     8.1188051836988954e+06   2.2670398891477813e+06
      0.0250884        0.0000012   Swift-XRT     1.2723718967322383e+07   3.8953231751293056e+06
      0.0250913        0.0000017   Swift-XRT     9.4348626689111367e+06   2.7721798190327715e+06
      0.0250954        0.0000023   Swift-XRT     8.3565581121547436e+06   2.6000941399928476e+06
      0.0250994        0.0000017   Swift-XRT     9.9356585181453731e+06   2.8594653311841963e+06
      0.0251023        0.0000012   Swift-XRT     1.4208641374580109e+07   4.1625733970818142e+06
      0.0251052        0.0000017   Swift-XRT     8.5340801092570461e+06   2.6014470577706560e+06
      0.0251087        0.0000017   Swift-XRT     9.4941823292060681e+06   2.7767106391962669e+06
      0.0251128        0.0000023   Swift-XRT     7.4875714517474985e+06   2.1471422417818075e+06
      0.0251174        0.0000023   Swift-XRT     7.5000290422622124e+06   2.1480266454432239e+06
      0.0251209        0.0000012   Swift-XRT     1.3588381975182528e+07   4.0402658996185889e+06
      0.0251243        0.0000023   Swift-XRT     7.5187083226069259e+06   2.1493524737792313e+06
      0.0251284        0.0000017   Swift-XRT     9.0833314203564432e+06   2.6955166987363552e+06
      0.0251319        0.0000017   Swift-XRT     8.6159523959850036e+06   2.6086903748279153e+06
      0.0251353        0.0000017   Swift-XRT     8.1473698898548717e+06   2.5203292786102337e+06
      0.0251388        0.0000017   Swift-XRT     8.1574498267400479e+06   2.5212898435711395e+06
      0.0251428        0.0000023   Swift-XRT     7.9289392829195997e+06   2.2156272372342297e+06
      0.0251469        0.0000017   Swift-XRT     7.6997448417159822e+06   2.4325628178445413e+06
      0.0251504        0.0000017   Swift-XRT     9.1547223135535195e+06   2.7013835612876844e+06
      0.0251538        0.0000017   Swift-XRT     8.2011570867734915e+06   2.5254554003595328e+06
      0.0251573        0.0000017   Swift-XRT     7.7282162891378896e+06   2.4354886996036381e+06
      0.0251608        0.0000017   Swift-XRT     9.1885423714188617e+06   2.7041635597413457e+06
      0.0251643        0.0000017   Swift-XRT     1.0168210273775456e+07   2.8759736814265577e+06
      0.0251672        0.0000012   Swift-XRT     1.1632672602956971e+07   3.6573797324024322e+06
      0.0251700        0.0000017   Swift-XRT     8.7334015574924704e+06   2.6190813962045922e+06
      0.0251741        0.0000023   Swift-XRT     8.3814519769020984e+06   2.2831361246034019e+06
      0.0251781        0.0000017   Swift-XRT     7.7851751711932588e+06   2.4413422394786719e+06
      0.0251816        0.0000017   Swift-XRT     9.7433296986082494e+06   2.7957394177491320e+06
      0.0251851        0.0000017   Swift-XRT     8.2919102695200304e+06   2.5341044818105726e+06
      0.0251886        0.0000017   Swift-XRT     1.2208824173853826e+07   3.2087283940995801e+06
      0.0251915        0.0000012   Swift-XRT     1.3198874881936716e+07   3.9373606597337127e+06
      0.0251944        0.0000017   Swift-XRT     9.2974881127361171e+06   2.7131168423011331e+06
      0.0251978        0.0000017   Swift-XRT     1.0288624174847882e+07   2.8845212884931467e+06
      0.0252019        0.0000023   Swift-XRT     9.1906127153151818e+06   2.4108413043677500e+06
      0.0252059        0.0000017   Swift-XRT     1.1762221419076012e+07   3.1396139021921949e+06
      0.0252100        0.0000023   Swift-XRT     6.6152576749800565e+06   1.9778672033510245e+06
      0.0252146        0.0000023   Swift-XRT     8.0839290816925308e+06   2.2395503229688527e+06
      0.0252181        0.0000012   Swift-XRT     1.1756932316586697e+07   3.6946290471462361e+06
      0.0252210        0.0000017   Swift-XRT     1.2245491731732726e+07   3.2401241689683502e+06
      0.0252244        0.0000017   Swift-XRT     9.3053769134598952e+06   2.7397675239626551e+06
      0.0252285        0.0000023   Swift-XRT     6.9779866329611186e+06   2.0578974080365240e+06
      0.0252325        0.0000017   Swift-XRT     8.3233677727889689e+06   2.5679010029477919e+06
      0.0252360        0.0000017   Swift-XRT     1.0280482243274491e+07   2.9259838996154028e+06
      0.0252395        0.0000017   Swift-XRT     1.0768643754488492e+07   3.0153683994171838e+06
      0.0252430        0.0000017   Swift-XRT     8.3201543432664946e+06   2.5772863843087633e+06
      0.0252459        0.0000012   Swift-XRT     1.1744842431937739e+07   3.7298697463938878e+06
      0.0252487        0.0000017   Swift-XRT     7.8290538496617042e+06   2.4890289829215817e+06
      0.0252528        0.0000023   Swift-XRT     6.6047727287354972e+06   2.0085741958553169e+06
      0.0252568        0.0000017   Swift-XRT     9.7833794399093669e+06   2.8616353731081286e+06
      0.0252603        0.0000017   Swift-XRT     9.2930134698576685e+06   2.7760533871656889e+06
      0.0252644        0.0000023   Swift-XRT     7.7022628275358323e+06   2.2183483938675863e+06
      0.0252684        0.0000017   Swift-XRT     8.3123046223931843e+06   2.6002247022205438e+06
      0.0252719        0.0000017   Swift-XRT     9.7779224716987293e+06   2.8776852012413200e+06
      0.0252748        0.0000012   Swift-XRT     1.4665308079031546e+07   4.3211567657408519e+06
      0.0252777        0.0000017   Swift-XRT     9.2870315882009882e+06   2.7936120083893454e+06
      0.0252812        0.0000017   Swift-XRT     1.3684388733281592e+07   3.5687719446286787e+06
      0.0252841        0.0000012   Swift-XRT     1.3927257569434913e+07   4.2000771749428622e+06
      0.0252869        0.0000017   Swift-XRT     8.7952178873251788e+06   2.7107436295636944e+06
      0.0252910        0.0000023   Swift-XRT     7.6946573557279399e+06   2.2407564692628053e+06
      0.0252950        0.0000017   Swift-XRT     9.7695256329188850e+06   2.9023794478888474e+06
      0.0252979        0.0000012   Swift-XRT     1.3187442249318337e+07   4.0818863844549465e+06
      0.0253003        0.0000012   Swift-XRT     1.1721162707090115e+07   3.7988803214261676e+06
      0.0253026        0.0000012   Swift-XRT     1.1720157289119015e+07   3.8018175274601160e+06
      0.0253049        0.0000012   Swift-XRT     1.1719148318434235e+07   3.8047502926019658e+06
      0.0253084        0.0000023   Swift-XRT     6.2249938537206613e+06   1.9771513315447462e+06
      0.0253118        0.0000012   Swift-XRT     1.6109675371467346e+07   4.6508210616025273e+06
      0.0253147        0.0000017   Swift-XRT     9.2742684643098973e+06   2.8310731536862473e+06
      0.0253182        0.0000017   Swift-XRT     1.1713354730602531e+07   3.2842772945684828e+06
      0.0253217        0.0000017   Swift-XRT     9.7598702453183234e+06   2.9307762883234997e+06
      0.0253251        0.0000017   Swift-XRT     1.1710334035797130e+07   3.2932223614778873e+06
      0.0253280        0.0000012   Swift-XRT     1.5368160077855462e+07   4.5438470763770053e+06
      0.0253309        0.0000017   Swift-XRT     7.8052089236280145e+06   2.5585249474602276e+06
      0.0253344        0.0000017   Swift-XRT     7.8042008411216550e+06   2.5614630416725958e+06
      0.0253379        0.0000017   Swift-XRT     1.0241692827150928e+07   3.0402702577703162e+06
      0.0253408        0.0000012   Swift-XRT     1.2435002361144142e+07   3.9980898591807089e+06
      0.0253437        0.0000017   Swift-XRT     8.2891089547842965e+06   2.6679995990264160e+06
      0.0253471        0.0000017   Swift-XRT     7.8005069070741227e+06   2.5722295404762006e+06
      0.0253506        0.0000017   Swift-XRT     9.7493737527543083e+06   2.9616424868095233e+06
      0.0253541        0.0000017   Swift-XRT     8.2858981897970801e+06   2.6773827599413376e+06
      0.0253575        0.0000017   Swift-XRT     9.2595113798665795e+06   2.8743860625013439e+06
      0.0253616        0.0000023   Swift-XRT     6.2126832567344075e+06   2.0131221134533915e+06
      0.0253651        0.0000012   Swift-XRT     1.3154569877826815e+07   4.1781627047043908e+06
      0.0253685        0.0000023   Swift-XRT     7.3071508843725035e+06   2.2355810536112129e+06
      0.0253720        0.0000012   Swift-XRT     1.4612409948711045e+07   4.4767256568434276e+06
      0.0253749        0.0000017   Swift-XRT     9.2535294982098993e+06   2.8919444616803955e+06
      0.0253790        0.0000023   Swift-XRT     8.7651814695277605e+06   2.5219311083901627e+06
      0.0253836        0.0000023   Swift-XRT     8.3962969910089653e+06   2.4512403218324152e+06
      0.0253876        0.0000017   Swift-XRT     9.2441787558072973e+06   2.8895583703558710e+06
      0.0253905        0.0000012   Swift-XRT     1.1673322752869807e+07   3.8869552021481008e+06
      0.0253940        0.0000023   Swift-XRT     8.0224920040450338e+06   2.3742758870071154e+06
      0.0253981        0.0000017   Swift-XRT     9.7201073856467698e+06   2.9752738051058711e+06
      0.0254021        0.0000023   Swift-XRT     7.6513391178423259e+06   2.2987842740462837e+06
      0.0254056        0.0000012   Swift-XRT     1.7482413738889590e+07   5.0021036201997045e+06
      0.0254085        0.0000017   Swift-XRT     9.7095060880292282e+06   2.9654385613753218e+06
      0.0254125        0.0000023   Swift-XRT     5.8232267896585194e+06   1.9306587439871235e+06
      0.0254166        0.0000017   Swift-XRT     9.7012557986886334e+06   2.9577837956651361e+06
      0.0254200        0.0000017   Swift-XRT     1.0182607645958796e+07   3.0473572554257088e+06
      0.0254241        0.0000023   Swift-XRT     7.9972171107556270e+06   2.3510895452716337e+06
      0.0254281        0.0000017   Swift-XRT     8.2360518405266693e+06   2.6607240855014422e+06
      0.0254310        0.0000012   Swift-XRT     1.2350319877896253e+07   3.9875276414136346e+06
      0.0254339        0.0000017   Swift-XRT     9.1994003525996953e+06   2.8477546987204505e+06
      0.0254368        0.0000012   Swift-XRT     1.3794903885866459e+07   4.2677137379598655e+06
      0.0254403        0.0000023   Swift-XRT     6.8949317366673304e+06   2.1315043063907521e+06
      0.0254438        0.0000012   Swift-XRT     1.2333797094754571e+07   3.9718859312642957e+06
      0.0254467        0.0000017   Swift-XRT     9.6706216368147563e+06   2.9293629744131519e+06
      0.0254496        0.0000012   Swift-XRT     1.1601207106082255e+07   3.8181457995278831e+06
      0.0254525        0.0000017   Swift-XRT     1.0147963358519973e+07   3.0154032604201571e+06
      0.0254559        0.0000017   Swift-XRT     7.7289517008694010e+06   2.5404827130870442e+06
      0.0254594        0.0000017   Swift-XRT     7.7261246289594956e+06   2.5377855372710200e+06
      0.0254629        0.0000017   Swift-XRT     1.0619531032318719e+07   3.0949516283129696e+06
      0.0254663        0.0000017   Swift-XRT     1.1098174823587215e+07   3.1798939037486203e+06
      0.0254692        0.0000012   Swift-XRT     1.3747883720327536e+07   4.2238177400122369e+06
      0.0254727        0.0000023   Swift-XRT     5.7864637525995020e+06   1.8955819136579065e+06
      0.0254768        0.0000017   Swift-XRT     8.1939841578559931e+06   2.6208988312959033e+06
      0.0254802        0.0000017   Swift-XRT     7.7091559802511251e+06   2.5215938226352818e+06
      0.0254837        0.0000017   Swift-XRT     8.6696188006385453e+06   2.7098023824834172e+06
      0.0254878        0.0000023   Swift-XRT     6.4994281068209140e+06   2.0297328262586233e+06
      0.0254918        0.0000017   Swift-XRT     7.6997279663260086e+06   2.5125985736451638e+06
      0.0254947        0.0000012   Swift-XRT     1.1546057443467816e+07   3.7655252249635393e+06
      0.0254982        0.0000023   Swift-XRT     7.5743171734643504e+06   2.2277428790573594e+06
      0.0255022        0.0000017   Swift-XRT     8.1719466749063935e+06   2.6000368524847771e+06
      0.0255063        0.0000023   Swift-XRT     9.1300291771290172e+06   2.9499447329328628e+06
      0.0255103        0.0000017   Swift-XRT     9.6058085929939803e+06   2.8692324072210337e+06
      0.0255132        0.0000012   Swift-XRT     1.2243649649690269e+07   3.8865453078074092e+06
      0.0255161        0.0000017   Swift-XRT     8.6399252197111305e+06   2.6818942622242044e+06
      0.0255196        0.0000017   Swift-XRT     1.0076195877672944e+07   2.9492075448445119e+06
      0.0255225        0.0000012   Swift-XRT     1.2231626378422787e+07   3.8751624131805324e+06
      0.0255254        0.0000017   Swift-XRT     9.1109617628148943e+06   2.7651920753157809e+06
      0.0255288        0.0000017   Swift-XRT     8.6282572198115289e+06   2.6709283673653770e+06
      0.0255323        0.0000017   Swift-XRT     1.0062589872461557e+07   2.9366575837741490e+06
      0.0255364        0.0000023   Swift-XRT     6.8252488105713381e+06   2.0664507882628413e+06
      0.0255404        0.0000017   Swift-XRT     9.0964125121217873e+06   2.7516091627433067e+06
      0.0255439        0.0000017   Swift-XRT     8.6144673616672661e+06   2.6579685119543225e+06
      0.0255474        0.0000017   Swift-XRT     1.0524906279840706e+07   3.0081479529542318e+06
      0.0255514        0.0000023   Swift-XRT     7.1729795436681341e+06   2.1228143687324063e+06
      0.0255555        0.0000017   Swift-XRT     9.5598471361313388e+06   2.8265918494696505e+06
      0.0255589        0.0000017   Swift-XRT     1.1472449656935168e+07   3.1667184430261836e+06
      0.0255624        0.0000017   Swift-XRT     8.6127984744166490e+06   2.6492845695003094e+06
      0.0255659        0.0000017   Swift-XRT     1.0058154309433576e+07   2.9179370031329198e+06
      0.0255699        0.0000023   Swift-XRT     7.9118898099750364e+06   2.2555259882039991e+06
      0.0255740        0.0000017   Swift-XRT     1.0081185664034819e+07   2.9244406896111737e+06
      0.0255769        0.0000012   Swift-XRT     1.3692787348418277e+07   4.1253693794374154e+06
      0.0255792        0.0000012   Swift-XRT     1.2259437021100437e+07   3.8543097602428133e+06
      0.0255821        0.0000017   Swift-XRT     9.6230809987218883e+06   2.8432380894116703e+06
      0.0255856        0.0000017   Swift-XRT     8.1876105895162253e+06   2.5740338749358212e+06
      0.0255884        0.0000012   Swift-XRT     1.1568391578009594e+07   3.7231675520388307e+06
      0.0255913        0.0000017   Swift-XRT     7.7185235980437025e+06   2.4840791645885925e+06
      0.0255942        0.0000012   Swift-XRT     1.3759800410184652e+07   4.1450425314337732e+06
      0.0255971        0.0000017   Swift-XRT     7.7310620127946092e+06   2.4880182358799628e+06
      0.0256006        0.0000017   Swift-XRT     1.0156908203384772e+07   2.9458226968870345e+06
      0.0256041        0.0000017   Swift-XRT     1.0650912152243562e+07   3.0355824520711391e+06
      0.0256070        0.0000012   Swift-XRT     1.1628580764977414e+07   3.7420759824158265e+06
      0.0256099        0.0000017   Swift-XRT     8.2435720472062705e+06   2.5911970347181065e+06
      0.0256133        0.0000017   Swift-XRT     1.0193124566626465e+07   2.9560491832114621e+06
      0.0256162        0.0000012   Swift-XRT     1.3844682733576972e+07   4.1699617092660898e+06
      0.0256197        0.0000023   Swift-XRT     8.0230986299056886e+06   2.2863706483633448e+06
      0.0256238        0.0000017   Swift-XRT     8.7623570621531140e+06   2.6941309183570179e+06
      0.0256272        0.0000017   Swift-XRT     9.2580778598971833e+06   2.7882796072020708e+06
      0.0256307        0.0000017   Swift-XRT     8.2915487809032118e+06   2.6059110425080690e+06
      0.0256342        0.0000017   Swift-XRT     7.8113258084044894e+06   2.5132336212152494e+06
      0.0256382        0.0000023   Swift-XRT     6.9647829725738568e+06   2.0974404435492032e+06
      0.0256423        0.0000017   Swift-XRT     1.2437232577156009e+07   3.8972465254971664e+06
      0.0256457        0.0000017   Swift-XRT     1.2244390390492298e+07   3.3270204369273414e+06
      0.0256498        0.0000023   Swift-XRT     9.1935827839506585e+06   2.4979835977489981e+06
      0.0256538        0.0000017   Swift-XRT     9.8174632867653593e+06   2.8991735678829397e+06
      0.0256579        0.0000023   Swift-XRT     8.4770146457913127e+06   2.3753190525610531e+06
      0.0256619        0.0000017   Swift-XRT     9.8393977410182729e+06   2.9054856298671435e+06
      0.0256654        0.0000017   Swift-XRT     8.3714928322820012e+06   2.6304292077838909e+06
      0.0256689        0.0000017   Swift-XRT     8.8723952629266009e+06   2.7271269686934827e+06
      0.0256724        0.0000017   Swift-XRT     8.3874702738739867e+06   2.6353288440361666e+06
      0.0256753        0.0000012   Swift-XRT     1.3331876047573131e+07   4.0976719795082770e+06
      0.0256781        0.0000017   Swift-XRT     9.8832932948766928e+06   2.9181173033521189e+06
      0.0256816        0.0000017   Swift-XRT     8.4087963259094059e+06   2.6418698340080478e+06
      0.0256845        0.0000012   Swift-XRT     1.9369631232279971e+07   6.3918177417576769e+06
      0.0256880        0.0000023   Swift-XRT     7.4324550958237974e+06   2.1943389327816474e+06
      0.0256920        0.0000017   Swift-XRT     1.0913008274826551e+07   3.1082763030099156e+06
      0.0256949        0.0000012   Swift-XRT     1.1914502273668857e+07   3.8319001305353590e+06
      0.0256978        0.0000017   Swift-XRT     1.1427086832327403e+07   3.2010123440784351e+06
      0.0257013        0.0000017   Swift-XRT     8.9513916279315706e+06   2.7508146871468849e+06
      0.0257042        0.0000012   Swift-XRT     1.7170366461982664e+07   4.8096264748664908e+06
      0.0257071        0.0000017   Swift-XRT     1.0957839080560915e+07   3.1207103567965077e+06
      0.0257117        0.0000029   Swift-XRT     6.8822072485374967e+06   1.9276846785487577e+06
      0.0257158        0.0000012   Swift-XRT     1.4977782569758346e+07   4.4211585503717288e+06
      0.0257192        0.0000023   Swift-XRT     6.7463536979062147e+06   2.0729491456705772e+06
      0.0257239        0.0000023   Swift-XRT     6.3795471128003094e+06   2.0037751458090723e+06
      0.0257285        0.0000023   Swift-XRT     9.7691810196920410e+06   2.6148667675585099e+06
      0.0257325        0.0000017   Swift-XRT     9.0275831254871264e+06   2.7736613006368312e+06
      0.0257354        0.0000012   Swift-XRT     1.5810615039413277e+07   4.5811692217512242e+06
      0.0257389        0.0000023   Swift-XRT     7.5359150031317761e+06   2.2241106734099956e+06
      0.0257430        0.0000017   Swift-XRT     9.0529779228631910e+06   2.7812756542289206e+06
      0.0257470        0.0000023   Swift-XRT     6.0452780559216989e+06   1.9436450227061640e+06
      0.0257511        0.0000017   Swift-XRT     8.0757294185218588e+06   2.5964317362792143e+06
      0.0257545        0.0000017   Swift-XRT     1.0616664880558345e+07   3.0759115254852530e+06
      0.0257586        0.0000023   Swift-XRT     6.4580727432428375e+06   2.0280834789332401e+06
      0.0257626        0.0000017   Swift-XRT     9.6420347261982895e+06   2.9014284308459535e+06
      0.0257661        0.0000017   Swift-XRT     1.0165945418805221e+07   2.9999918105261256e+06
      0.0257696        0.0000017   Swift-XRT     1.0691540985874325e+07   3.0974436349140429e+06
      0.0257731        0.0000017   Swift-XRT     9.1789802425523698e+06   2.8196969203975182e+06
      0.0257771        0.0000023   Swift-XRT     8.0467286167618111e+06   2.3311552688198844e+06
      0.0257812        0.0000017   Swift-XRT     9.2135419293981604e+06   2.8302398202839638e+06
      0.0257858        0.0000029   Swift-XRT     6.1555165409288285e+06   1.8163858195308079e+06
      0.0257910        0.0000023   Swift-XRT     6.9416046244441522e+06   2.1322732468576077e+06
      0.0257950        0.0000017   Swift-XRT     8.2424467251485102e+06   2.6496724814251135e+06
      0.0257985        0.0000017   Swift-XRT     8.7716038876806125e+06   2.7542748082254319e+06
      0.0258020        0.0000017   Swift-XRT     8.2687847680062978e+06   2.6580837531042788e+06
      0.0258055        0.0000017   Swift-XRT     9.3171736992303524e+06   2.8618529768209555e+06
      0.0258089        0.0000017   Swift-XRT     8.8135569953351468e+06   2.7673592306598490e+06
      0.0258124        0.0000017   Swift-XRT     8.8275262655201908e+06   2.7717161898976881e+06
      0.0258159        0.0000017   Swift-XRT     9.8817096727543678e+06   2.9730347073098072e+06
      0.0258194        0.0000017   Swift-XRT     1.0418247597954176e+07   3.0739051304351501e+06
      0.0258228        0.0000017   Swift-XRT     1.0956416218732556e+07   3.1736124839198962e+06
      0.0258257        0.0000012   Swift-XRT     1.2538101223924512e+07   4.0302130521752131e+06
      0.0258286        0.0000017   Swift-XRT     9.9390069507876430e+06   2.9901525699926876e+06
      0.0258327        0.0000023   Swift-XRT     7.0748864544611927e+06   2.1729311683316152e+06
