Time	T_+ve	T_-ve	Flux	Fluxpos	Fluxneg
74.764	1.493	-1.690	8.93498419e-10	1.811773051e-10	-1.789739292e-10
78.191	1.471	-1.934	8.09089677e-10	1.553257739e-10	-1.581115547e-10
81.312	1.272	-1.649	9.73484138e-10	1.66846966e-10	-1.750893694e-10
84.395	1.354	-1.811	8.26087405e-10	1.326795272e-10	-1.393483069e-10
87.278	1.485	-1.529	8.25291346e-10	1.321794716e-10	-1.377253493e-10
90.510	1.946	-1.747	6.62924163e-10	1.06797251e-10	-1.102937616e-10
93.761	1.385	-1.305	9.05158342e-10	1.444993715e-10	-1.482194692e-10
96.683	1.296	-1.536	8.64470882e-10	1.346129147e-10	-1.376199176e-10
99.223	1.299	-1.245	9.62405532e-10	1.494049491e-10	-1.523151289e-10
101.677	1.184	-1.154	1.047359643e-09	1.622309117e-10	-1.65035376e-10
104.224	1.052	-1.364	1.026392972e-09	1.558820692e-10	-1.587380432e-10
106.675	1.119	-1.398	9.72338532e-10	1.474891099e-10	-1.500084971e-10
109.254	1.120	-1.460	9.48867799e-10	1.438351376e-10	-1.461976307e-10
111.954	1.377	-1.580	8.15119481e-10	1.260407357e-10	-1.280012734e-10
114.967	1.658	-1.637	7.47536768e-10	1.133717618e-10	-1.152897768e-10
118.786	2.803	-2.160	5.04666877e-10	7.70306042e-11	-7.88081382e-11
124.729	4.522	-3.139	2.18445117e-10	4.080520389e-11	-4.169000242e-11
182.811	24.266	-50.953	2.558812696e-10	5.72758538e-11	-5.72758538e-11
335.876	590.796	-128.800	1.677429699e-11	2.896689367e-12	-2.896689367e-12
8755.317	3131.103	-4656.241	4.82838873e-13	1.121810789e-13	-1.121810789e-13
19074.829	4990.656	-3409.250	2.755810101e-13	6.25659804e-14	-6.25659804e-14
31110.092	4538.941	-3873.514	2.085294761e-13	5.25501581e-14	-5.25501581e-14
46397.860	6469.198	-7590.283	1.506295461e-13	3.871847925e-14	-3.871847925e-14
128168.902	213957.911	-70859.717	1.338574864e-14	4.476769517e-15	-4.476769517e-15
