Time	T_+ve	T_-ve	Flux	Fluxpos	Fluxneg
168.252	21.972	-13.130	2.674510146e-11	6.00760897e-12	-6.00760897e-12
233.731	49.264	-43.507	9.99914344e-12	2.253747848e-12	-2.253747848e-12
353.568	92.402	-70.573	5.68594466e-12	1.28157788e-12	-1.28157788e-12
548.155	103.414	-102.185	4.54039839e-12	1.015264349e-12	-1.015264349e-12
754.572	122.656	-103.002	3.075433636e-12	8.01335381e-13	-8.01335381e-13
1054.970	283.597	-177.743	1.889989156e-12	4.40953568e-13	-4.40953568e-13
5260.267	386.334	-536.360	7.6026786e-13	2.023646328e-13	-2.023646328e-13
6291.697	826.681	-645.096	8.00584873e-13	1.635696777e-13	-1.635696777e-13
14534.958	4141.150	-4083.810	3.038909456e-13	6.30749878e-14	-6.30749878e-14
24828.525	5404.672	-1846.372	3.005522025e-13	7.7073183e-14	-7.7073183e-14
67536.446	42437.812	-32540.294	1.108728236e-13	2.82557308e-14	-2.82557308e-14
