Time	T_+ve	T_-ve	Flux	Fluxpos	Fluxneg
68.644	0.883	-0.898	1.022277271e-09	1.525823236e-10	-1.526031815e-10
70.369	0.767	-0.842	1.131981927e-09	1.689003096e-10	-1.689321529e-10
71.811	0.479	-0.675	1.576766413e-09	2.352235851e-10	-2.352728758e-10
73.427	0.767	-1.137	9.42455775e-10	1.433026044e-10	-1.433334425e-10
74.982	0.682	-0.788	1.238868433e-09	1.847157674e-10	-1.847511648e-10
76.357	0.649	-0.694	1.355375421e-09	2.020681042e-10	-2.020987269e-10
77.745	0.904	-0.738	1.08202241e-09	1.6446508e-10	-1.644843224e-10
79.475	0.647	-0.826	1.187128635e-09	1.769732503e-10	-1.769897284e-10
80.934	0.753	-0.813	1.084490894e-09	1.680890414e-10	-1.681004576e-10
82.588	0.720	-0.900	1.063272917e-09	1.616078349e-10	-1.616165945e-10
84.216	0.775	-0.908	1.039039699e-09	1.548925604e-10	-1.548994891e-10
85.977	0.875	-0.986	9.12382704e-10	1.414113924e-10	-1.414162748e-10
87.706	0.852	-0.854	1.024961873e-09	1.527934515e-10	-1.527985852e-10
89.491	0.815	-0.932	9.98949451e-10	1.489155694e-10	-1.489197338e-10
91.390	0.983	-1.084	8.43944739e-10	1.258086062e-10	-1.258118013e-10
93.638	1.225	-1.265	7.00472902e-10	1.044210017e-10	-1.044235147e-10
96.014	1.241	-1.151	7.29663551e-10	1.087725484e-10	-1.087750614e-10
98.528	1.523	-1.274	6.14778525e-10	9.34400174e-11	-9.34420996e-11
101.293	1.386	-1.241	6.54509414e-10	9.94787923e-11	-9.9481054e-11
104.010	1.508	-1.331	6.0570839e-10	9.20616369e-11	-9.20637909e-11
106.738	0.969	-1.220	7.97548656e-10	1.188927584e-10	-1.188958099e-10
108.863	1.477	-1.156	6.43545195e-10	9.97441292e-11	-9.97465345e-11
111.503	1.418	-1.163	6.75904737e-10	1.007590222e-10	-1.007616429e-10
114.822	1.211	-1.900	5.28130644e-10	8.51674009e-11	-8.51692677e-11
117.278	1.577	-1.245	6.18371397e-10	9.21824404e-11	-9.21848816e-11
120.136	1.505	-1.281	6.08087124e-10	9.42484136e-11	-9.42507112e-11
122.807	1.174	-1.166	7.46023899e-10	1.112118457e-10	-1.112146459e-10
125.427	1.267	-1.446	6.43289587e-10	9.58969057e-11	-9.5899311e-11
128.663	2.121	-1.969	4.26713144e-10	6.361121e-11	-6.36127178e-11
132.452	1.600	-1.668	5.3400891e-10	7.96059524e-11	-7.96077474e-11
135.462	1.680	-1.410	5.64743618e-10	8.41876181e-11	-8.41895567e-11
139.177	1.488	-2.034	4.95436514e-10	7.38557776e-11	-7.38575008e-11
142.461	1.939	-1.796	4.60501147e-10	6.99913939e-11	-6.99929376e-11
146.057	1.871	-1.657	4.94589274e-10	7.37294814e-11	-7.37312405e-11
149.603	2.153	-1.675	4.29236555e-10	6.92192567e-11	-6.92207286e-11
153.709	2.118	-1.953	4.28810781e-10	6.39237554e-11	-6.39255504e-11
157.937	1.818	-2.110	2.962828795e-10	5.40938687e-11	-5.40949816e-11
161.782	2.045	-2.027	2.858202912e-10	5.21836656e-11	-5.21848503e-11
165.566	1.903	-1.739	3.197866454e-10	5.83851034e-11	-5.83864676e-11
