Time	T_+ve	T_-ve	Flux	Fluxpos	Fluxneg
59.9257450305653	2.54439896005437	-1.49241999509624	3.6403665270274e-10	6.43564794882883e-11	-6.43612402368699e-11
65.0169785195883	2.57790951189435	-2.54683452896865	3.51585662743965e-10	5.71435251250972e-11	-5.71418617926131e-11
80.040	2.860	-2.606	2.542938225e-10	4.91929755e-11	-4.9198326e-11
85.267	2.026	-2.367	3.30545277e-10	6.0382437e-11	-6.0390441e-11
90.168	2.015	-2.876	2.83385883e-10	5.48130885e-11	-5.4820005e-11
95.880	3.050	-3.697	1.77833307e-10	4.128154785e-11	-4.12852584e-11
102.365	2.327	-3.436	2.35305333e-10	4.6861071e-11	-4.6866813e-11
106.412	1.625	-1.719	4.332085395e-10	7.9129197e-11	-7.9140507e-11
111.349	4.038	-3.312	1.84048152e-10	3.66539613e-11	-3.665838525e-11
118.380	2.880	-2.993	2.40955026e-10	4.5283761e-11	-4.52896335e-11
124.655	3.416	-3.396	2.131202895e-10	3.89331873e-11	-3.89381811e-11
131.135	4.240	-3.063	1.90393236e-10	3.68306235e-11	-3.6834756e-11
139.857	4.058	-4.482	1.59735915e-10	3.18229731e-11	-3.1825296e-11
162.777	8.849	-11.209	9.61091175e-11	2.097272895e-11	-2.097272895e-11
185.501	16.213	-13.874	6.59100255e-11	1.4101743e-11	-1.4101743e-11
214.925	19.385	-13.210	5.4409191e-11	1.1884026e-11	-1.1884026e-11
366.832	12252.193	-132.523	3.710956725e-13	6.245556e-14	-6.245556e-14
