Time	T_+ve	T_-ve	Flux	Fluxpos	Fluxneg
100.184	2.304	-2.411	3.707252468e-10	6.32595301e-11	-6.46962627e-11
105.774	2.526	-3.286	2.389076176e-10	4.69577849e-11	-4.75307819e-11
110.590	1.823	-2.290	3.159238993e-10	6.38226465e-11	-6.43487301e-11
115.807	2.257	-3.394	2.467333251e-10	4.53663859e-11	-4.56746684e-11
121.669	2.300	-3.605	2.225992983e-10	4.4787126e-11	-4.49685945e-11
126.546	1.577	-2.577	3.322006318e-10	6.27957643e-11	-6.30443742e-11
130.820	2.775	-2.697	2.38590427e-10	4.6476553e-11	-4.66216889e-11
136.858	2.638	-3.263	2.22828147e-10	4.2050511e-11	-4.21532459e-11
143.470	3.624	-3.973	1.718486467e-10	3.242013525e-11	-3.249103828e-11
150.515	2.637	-3.421	2.153799251e-10	4.06208193e-11	-4.0700292e-11
155.717	2.490	-2.566	2.581262793e-10	4.86785653e-11	-4.8770486e-11
160.443	3.191	-2.236	2.367175865e-10	4.60419233e-11	-4.61260251e-11
167.032	2.606	-3.398	2.23484779e-10	4.21420427e-11	-4.22188313e-11
173.511	3.376	-3.873	1.820494326e-10	3.433631035e-11	-3.440485215e-11
180.256	4.019	-3.370	1.767983994e-10	3.334154399e-11	-3.340468258e-11
188.844	3.030	-4.569	1.75702353e-10	3.214774578e-11	-3.221637705e-11
196.031	3.323	-4.157	1.75240999e-10	3.305304214e-11	-3.311970118e-11
202.696	3.525	-3.343	1.908600492e-10	3.60021445e-11	-3.607720983e-11
208.506	2.200	-2.285	2.986085368e-10	5.46459809e-11	-5.47710055e-11
213.971	2.007	-3.265	2.540991957e-10	4.64892733e-11	-4.65865622e-11
220.256	3.870	-4.278	1.644510726e-10	3.009318782e-11	-3.016082325e-11
226.938	2.771	-2.811	2.351850432e-10	4.43738913e-11	-4.44750702e-11
232.784	3.853	-3.075	1.896687367e-10	3.578955989e-11	-3.587410904e-11
240.204	2.909	-3.567	2.028034384e-10	3.82754605e-11	-3.837229427e-11
245.824	3.112	-2.711	2.152340501e-10	4.32079027e-11	-4.32934438e-11
252.140	3.382	-3.204	1.860565216e-10	3.855769556e-11	-3.863133715e-11
259.030	3.849	-3.508	1.829190032e-10	3.347130661e-11	-3.354533331e-11
266.286	3.121	-3.407	2.013721129e-10	3.80001263e-11	-3.809183694e-11
281.678	15.634	-9.439	1.144762815e-10	2.568224291e-11	-2.568224291e-11
320.408	12.005	-23.097	8.0833422e-11	1.822492619e-11	-1.822492619e-11
343.157	9.315	-10.743	1.448996214e-10	3.240054132e-11	-3.240054132e-11
364.202	8.328	-11.730	1.405684565e-10	3.153590713e-11	-3.153590713e-11
383.990	11.107	-11.459	1.411511007e-10	3.009351847e-11	-3.009351847e-11
404.725	10.430	-9.629	1.429064243e-10	3.200755018e-11	-3.200755018e-11
433.106	9.630	-17.951	1.139785171e-10	2.433673081e-11	-2.433673081e-11
