timeobs	terr1	terr2	flux	ferr1	ferr2
1945115.442	92.626	-95.424	8.00686005e-11	4.740367275e-12	-5.1191238e-12
1945314.663	104.916	-106.596	7.11609213e-11	4.220682942e-12	-4.55673309e-12
1945516.824	89.389	-97.244	8.05848309e-11	4.757931087e-12	-5.14009083e-12
1945733.658	136.067	-127.445	6.68789331e-11	3.659781321e-12	-3.999919098e-12
1950082.162	207.211	-177.372	4.97264922e-11	2.998524375e-12	-3.229780428e-12
1950506.227	206.868	-216.854	4.508787612e-11	2.780215137e-12	-2.985590118e-12
1950873.929	178.157	-160.834	5.68821372e-11	3.449796105e-12	-3.712920981e-12
1951335.503	293.254	-283.416	4.655631687e-11	2.394470085e-12	-2.645000253e-12
1956148.745	98.746	-106.671	7.20419616e-11	4.332174315e-12	-4.668070386e-12
1956337.753	95.696	-90.262	7.88864097e-11	4.775272236e-12	-5.14082499e-12
1956545.690	114.000	-112.241	6.40268664e-11	3.935386434e-12	-4.227900894e-12
1956771.089	111.115	-111.399	6.57444627e-11	3.994892034e-12	-4.298473473e-12
1956989.795	96.403	-107.591	7.27960212e-11	4.344702852e-12	-4.686492006e-12
1957262.079	186.675	-175.881	7.05956181e-11	3.221542863e-12	-3.644353818e-12
1962082.083	116.240	-113.848	6.58762734e-11	3.994438014e-12	-4.299226953e-12
1962344.639	149.696	-146.315	5.04852369e-11	3.089832627e-12	-3.321399249e-12
1962655.912	143.936	-161.578	4.811827125e-11	2.995264608e-12	-3.212520423e-12
1963004.773	204.931	-204.924	5.15325741e-11	2.655306024e-12	-2.932151481e-12
1968168.620	232.394	-216.433	4.724699238e-11	2.8951986e-12	-3.111664227e-12
1968723.210	306.055	-322.196	4.806293394e-11	2.492348586e-12	-2.749068399e-12
1973049.912	168.662	-168.286	4.335486729e-11	2.663386131e-12	-2.861555235e-12
1973430.656	218.482	-212.082	4.804409694e-11	2.475650793e-12	-2.733746673e-12
1978497.387	150.670	-156.166	4.86700746e-11	3.072902511e-12	-3.289759368e-12
1978815.420	177.447	-167.363	4.269472704e-11	2.733061779e-12	-2.920857975e-12
1979202.165	207.597	-209.298	4.377422721e-11	2.559992253e-12	-2.7694254e-12
1984193.726	141.658	-142.927	6.75898608e-11	4.177956762e-12	-4.485126408e-12
1984503.338	176.731	-167.954	5.42124996e-11	3.384113901e-12	-3.628244319e-12
1984921.394	248.116	-241.326	4.97904414e-11	2.727981585e-12	-2.980927236e-12
1990657.713	347.293	-313.471	3.363487869e-11	1.880056731e-12	-2.047824849e-12
1996562.219	226.284	-217.784	3.701507691e-11	2.169353445e-12	-2.346097152e-12
2111936.356	193.056	-168.536	5.40221976e-11	3.277548162e-12	-3.52735866e-12
2112366.659	205.711	-237.247	4.459144872e-11	2.742999021e-12	-2.946568065e-12
2112970.699	336.179	-398.329	5.24768391e-11	2.27649975e-12	-2.605095276e-12
2117482.649	212.288	-228.228	5.84949708e-11	3.637259997e-12	-3.901632945e-12
2118008.787	360.076	-313.85	5.03841933e-11	2.801298087e-12	-3.053843331e-12
2130196.531	74.044	-72.7	1.029590814e-10	6.07344969e-12	-6.56212494e-12
2130358.783	80.985	-88.209	8.92571442e-11	5.29400361e-12	-5.71551288e-12
2130533.534	84.984	-93.765	8.36251227e-11	4.98265698e-12	-5.37590109e-12
2130728.045	121.667	-109.526	8.13369585e-11	4.325429703e-12	-4.750043697e-12
2135084.536	91.780	-90.302	8.05877289e-11	5.03214033e-12	-5.39494095e-12
2135261.891	93.285	-85.575	8.53747419e-11	5.08552632e-12	-5.48709735e-12
2135440.963	74.252	-85.787	9.54122064e-11	5.68342719e-12	-6.13221147e-12
2135590.710	79.338	-75.496	9.91227573e-11	5.87108235e-12	-6.33977589e-12
2135747.351	79.628	-77.303	9.72305082e-11	5.79644436e-12	-6.25343964e-12
2135911.175	78.700	-84.196	9.4016916e-11	5.58218556e-12	-6.02573895e-12
2136075.541	90.739	-85.666	8.74519317e-11	5.15066853e-12	-5.56634316e-12
2136257.173	87.031	-90.894	8.639904e-11	5.10919332e-12	-5.51833296e-12
2136482.900	126.418	-138.696	8.04582849e-11	4.056371655e-12	-4.497212034e-12
2140614.907	98.991	-107.27	7.19774811e-11	4.401102279e-12	-4.731536586e-12
2140802.785	87.609	-88.887	8.51719785e-11	5.12164506e-12	-5.51876766e-12
2140966.872	68.783	-76.478	1.045620618e-10	6.2187699e-12	-6.71129949e-12
2141112.281	88.256	-76.625	9.13086384e-11	5.47048698e-12	-5.89767633e-12
2141273.846	72.434	-73.309	1.02567948e-10	6.18481017e-12	-6.66181131e-12
2141494.626	154.138	-148.346	9.65009367e-11	4.166031009e-12	-4.7728611e-12
2146405.559	65.998	-77.726	1.044833811e-10	6.23687274e-12	-6.7273689e-12
2146536.417	69.932	-64.86	1.123523688e-10	6.65775411e-12	-7.18877397e-12
2146667.396	67.348	-61.048	1.173605958e-10	6.97995375e-12	-7.5327714e-12
2146802.619	70.944	-67.875	1.09751607e-10	6.45069684e-12	-6.97336563e-12
2146945.668	75.704	-72.105	1.025921946e-10	6.10161342e-12	-6.58486458e-12
2147101.937	73.174	-80.565	9.99692148e-11	5.96194914e-12	-6.43165215e-12
2147250.984	68.257	-75.873	1.054943484e-10	6.22299615e-12	-6.72370776e-12
2147391.087	61.766	-71.846	1.131310131e-10	6.70389027e-12	-7.23859059e-12
2147525.500	70.543	-72.647	1.046676456e-10	6.2593419e-12	-6.74986704e-12
2147676.464	79.648	-80.421	9.25997457e-11	5.60962479e-12	-6.03842253e-12
2147833.884	66.505	-77.771	1.038851373e-10	6.18981888e-12	-6.67833474e-12
2147982.632	86.247	-82.244	9.02813457e-11	5.34644292e-12	-5.77340043e-12
2152157.101	81.229	-70.267	1.000903512e-10	5.96371209e-12	-6.43438593e-12
2152309.439	70.963	-71.109	1.058964942e-10	6.32702469e-12	-6.82373223e-12
2152458.605	70.243	-78.203	1.009375332e-10	6.05850084e-12	-6.52993782e-12
2152596.983	74.113	-68.135	1.051965306e-10	6.30833259e-12	-6.80007489e-12
2152731.689	62.823	-60.593	1.230187476e-10	7.25674173e-12	-7.84063077e-12
2152868.775	71.049	-74.264	1.013896695e-10	6.17069691e-12	-6.63817812e-12
2153015.507	81.761	-75.682	9.43696026e-11	5.70098424e-12	-6.13910871e-12
2153168.374	70.848	-71.106	1.054717923e-10	6.31934016e-12	-6.81276813e-12
2153317.985	79.491	-78.763	9.36451026e-11	5.6624505e-12	-6.09683655e-12
2153468.044	72.353	-70.568	1.052335284e-10	6.25870434e-12	-6.75440241e-12
2153619.404	66.724	-79.008	1.026863796e-10	6.14085717e-12	-6.62209905e-12
2153760.073	68.874	-73.946	1.1829636e-10	6.65021448e-12	-7.2371754e-12
2157920.241	73.498	-71.216	1.104389643e-10	6.55033491e-12	-7.07186865e-12
2158077.014	77.327	-83.275	9.83475906e-11	5.82255534e-12	-6.28777611e-12
2158226.606	80.703	-72.266	1.034539632e-10	6.14163963e-12	-6.62977875e-12
2158388.526	81.677	-81.217	9.5591013e-11	5.74287966e-12	-6.18895914e-12
2158561.853	95.227	-91.65	8.29347225e-11	5.02412736e-12	-5.40817032e-12
2158762.153	102.500	-105.073	7.43201277e-11	4.514809173e-12	-4.85807196e-12
2158952.410	74.580	-87.756	9.45328566e-11	5.79649749e-12	-6.2293476e-12
2159103.761	69.138	-76.771	1.065252636e-10	6.44724339e-12	-6.9409515e-12
2159243.562	66.390	-70.663	1.149637083e-10	6.85618983e-12	-7.39634322e-12
2159368.975	63.369	-59.023	1.280060124e-10	7.66205601e-12	-8.26144452e-12
2159505.964	83.042	-73.619	1.118614959e-10	6.30726999e-12	-6.86078316e-12
2164136.087	92.359	-91.862	8.39677146e-11	5.04260694e-12	-5.43459042e-12
2164320.668	94.832	-92.221	8.26670922e-11	4.91625897e-12	-5.30567772e-12
2164513.620	92.411	-98.12	8.17704027e-11	4.823802144e-12	-5.21189361e-12
2164677.274	78.794	-71.243	1.027580568e-10	6.13095084e-12	-6.61355961e-12
2164843.663	93.431	-87.596	8.46254157e-11	5.08626048e-12	-5.48101155e-12
2165028.145	95.528	-91.051	8.26648221e-11	4.94013849e-12	-5.32779429e-12
2165230.310	104.242	-106.637	7.22636586e-11	4.371853731e-12	-4.706897307e-12
2165435.954	93.126	-101.402	8.24316297e-11	4.86375204e-12	-5.25490959e-12
2169647.973	123.942	-143.339	5.71655616e-11	3.413495757e-12	-3.681775692e-12
2169898.691	112.294	-126.777	6.35599503e-11	3.807702003e-12	-4.105090899e-12
2170117.495	121.272	-106.509	6.66118341e-11	3.997048629e-12	-4.308246012e-12
2170417.997	173.323	-179.23	6.80432046e-11	3.255170772e-12	-3.645955446e-12
2175669.001	129.754	-117.572	5.92234797e-11	3.617871411e-12	-3.889990713e-12
2175907.311	115.091	-108.556	6.59853348e-11	3.982568772e-12	-4.289178138e-12
2176203.017	163.960	-180.614	6.18608529e-11	3.106199565e-12	-3.446378397e-12
2181133.244	245.034	-228.805	6.02284578e-11	3.650400978e-12	-3.929171673e-12
2181750.232	391.408	-371.953	5.15862354e-11	2.758829346e-12	-3.026751378e-12
2187768.217	283.633	-276.79	4.84348053e-11	2.194219251e-12	-2.486177295e-12
2193104.073	139.420	-141.477	5.17986105e-11	3.196293555e-12	-3.432079182e-12
2193458.609	233.070	-215.116	5.42960103e-11	2.565355002e-12	-2.88066996e-12
2198909.275	144.373	-145.639	5.03640522e-11	3.087941682e-12	-3.318567903e-12
2199197.773	137.826	-144.126	5.22175647e-11	3.159948771e-12	-3.401990214e-12
2199489.253	154.698	-153.653	4.736202366e-11	2.892165843e-12	-3.109861671e-12
2199775.799	147.138	-131.848	5.32895832e-11	3.186461124e-12	-3.436230084e-12
2200053.830	133.248	-130.893	5.47895397e-11	3.379788636e-12	-3.629262e-12
2204126.309	242.147	-227.328	4.647101424e-11	2.969025633e-12	-3.173804109e-12
2204608.892	224.527	-240.437	4.574774589e-11	2.902024356e-12	-3.104965983e-12
2205215.022	394.050	-381.602	4.240256517e-11	2.149120092e-12	-2.380340403e-12
2216139.670	269.910	-258.238	2.69913441e-11	1.744068564e-12	-1.861756827e-12
2216649.094	224.414	-239.515	3.10020795e-11	1.982573964e-12	-2.119067349e-12
2217196.916	292.129	-323.407	2.787337455e-11	1.60943328e-12	-1.744369956e-12
2245171.964	506.548	-564.128	2.3087883e-11	1.138369176e-12	-1.26743064e-12
2284852.587	233.234	-244.368	3.262777056e-11	2.047732596e-12	-2.19392607e-12
2285338.010	240.704	-252.189	3.189379893e-11	1.971576054e-12	-2.116513245e-12
2285843.867	271.010	-265.153	3.576786465e-11	1.987746894e-12	-2.167104114e-12
2290818.500	104.791	-102.09	7.18874499e-11	4.38865875e-12	-4.719165024e-12
2291016.186	92.531	-92.894	7.99917552e-11	4.85901381e-12	-5.22849432e-12
2291207.769	104.012	-99.052	7.27556424e-11	4.432758582e-12	-4.767880887e-12
2291428.642	118.363	-116.862	6.26407047e-11	3.831847173e-12	-4.119303174e-12
2291707.116	156.827	-160.111	7.49382228e-11	3.581587485e-12	-4.012340892e-12
2296817.353	104.505	-106.984	7.24906203e-11	4.319229432e-12	-4.660113444e-12
2297030.038	98.714	-108.18	7.49245056e-11	4.431783405e-12	-4.786502952e-12
2297227.805	99.137	-99.053	7.66671213e-11	4.622999241e-12	-4.97954646e-12
2297490.185	165.965	-163.242	7.1135274e-11	3.453095961e-12	-3.856345416e-12
2303230.450	201.542	-204.098	5.95993986e-11	2.813723262e-12	-3.160077732e-12
2308274.107	155.669	-150.076	5.07901548e-11	3.052652253e-12	-3.289573896e-12
2308564.856	138.834	-135.08	5.66769588e-11	3.417638931e-12	-3.681218793e-12
2308843.263	119.440	-139.573	6.06828159e-11	3.617634258e-12	-3.902849622e-12
2309109.552	144.320	-146.849	5.27265501e-11	3.20568549e-12	-3.449027652e-12
2309399.921	128.906	-146.049	6.97953354e-11	3.752444388e-12	-4.113194673e-12
2314552.123	135.768	-140.891	5.58646494e-11	3.371420661e-12	-3.63102495e-12
2314921.654	247.483	-233.764	4.584973134e-11	2.328465237e-12	-2.578033752e-12
2320305.272	132.350	-134.244	5.54454054e-11	3.427463634e-12	-3.679428312e-12
2320688.098	240.835	-250.476	5.83743174e-11	2.58517056e-12	-2.944142439e-12
2326100.915	108.818	-109.528	7.2624363e-11	4.354278327e-12	-4.693822014e-12
2326310.568	103.831	-100.835	7.66949421e-11	4.639939983e-12	-4.99552893e-12
2326518.601	101.767	-104.202	7.48489161e-11	4.654160952e-12	-4.99244739e-12
2326772.685	157.009	-152.317	6.31056405e-11	3.449931345e-12	-3.771164502e-12
2331879.882	128.258	-128.647	5.84080308e-11	3.554041512e-12	-3.823398054e-12
2332137.293	121.425	-129.153	5.92670463e-11	3.645402411e-12	-3.915993018e-12
2332388.217	126.007	-129.499	5.85577125e-11	3.577914753e-12	-3.846924984e-12
2332659.731	149.368	-145.507	5.57664555e-11	3.293157273e-12	-3.557579004e-12
2337966.166	123.731	-122.735	5.94798561e-11	3.623387754e-12	-3.897396552e-12
2338213.439	124.955	-123.542	5.70843693e-11	3.59419137e-12	-3.849198465e-12
2338462.098	111.341	-123.704	5.9239467e-11	3.802432473e-12	-4.062342984e-12
2338719.837	149.435	-146.398	5.69822148e-11	3.305752464e-12	-3.580408482e-12
2343842.419	135.208	-138.587	6.59534568e-11	3.996663195e-12	-4.301983434e-12
2344126.368	145.040	-148.741	6.11161152e-11	3.700483731e-12	-3.983626542e-12
2344447.953	181.375	-176.546	5.5258098e-11	3.231811926e-12	-3.49617135e-12
2348969.652	78.954	-86.506	9.04592346e-11	5.38001142e-12	-5.80611402e-12
2349130.569	82.192	-81.964	9.01492452e-11	5.40599199e-12	-5.827395e-12
2349289.200	73.879	-76.439	9.87735966e-11	5.90145339e-12	-6.36474699e-12
2349455.170	100.118	-92.091	7.64834364e-11	4.620457212e-12	-4.97554239e-12
2349648.536	93.678	-93.248	7.96908945e-11	4.743904767e-12	-5.11896441e-12
2349888.161	141.449	-145.947	8.70759162e-11	4.01586003e-12	-4.532514504e-12
2354665.390	115.113	-123.971	6.19212279e-11	3.724759794e-12	-4.013382723e-12
2354878.390	88.333	-97.888	8.020215e-11	4.757885685e-12	-5.1365601e-12
2355068.407	106.780	-101.684	7.05743178e-11	4.258005801e-12	-4.586048292e-12
2355263.256	81.893	-88.068	8.67161295e-11	5.22145701e-12	-5.62527882e-12
2355424.934	75.403	-79.786	9.63241104e-11	5.70866394e-12	-6.16387695e-12
2355588.075	90.455	-87.738	8.3079381e-11	4.97762412e-12	-5.36630388e-12
2355773.656	101.608	-95.126	7.47175884e-11	4.512491739e-12	-4.85947266e-12
2356040.095	168.712	-164.831	8.02989915e-11	3.580125444e-12	-4.071012834e-12
2361344.781	220.295	-378.998	7.56650895e-11	3.3862647e-12	-3.847292547e-12
2362112.759	4815.472	-495.681	7.19600931e-11	3.66846228e-12	-4.058804043e-12
2372401.587	301.491	-312.155	4.90048419e-11	2.459996763e-12	-2.729545539e-12
2377443.914	163.896	-145.88	4.811489508e-11	2.950520937e-12	-3.170814339e-12
2377746.861	149.479	-139.052	5.17716108e-11	3.146941581e-12	-3.385925151e-12
2378187.515	315.696	-291.174	4.550947716e-11	2.041449249e-12	-2.318171058e-12
2383460.284	175.663	-167.04	4.99099356e-11	3.067308888e-12	-3.295354923e-12
2383963.076	315.446	-327.128	5.17287204e-11	2.281164564e-12	-2.600456061e-12
2388994.220	72.288	-68.205	9.96656493e-11	6.41632656e-12	-6.85238862e-12
2389155.422	88.416	-88.913	8.3255193e-11	5.01226971e-12	-5.40003177e-12
2389362.379	116.106	-118.542	6.28188351e-11	3.78852159e-12	-4.080627432e-12
2389588.499	104.157	-110.014	6.84983355e-11	4.15274706e-12	-4.469716293e-12
2389801.191	114.005	-108.535	6.69794454e-11	3.994136622e-12	-4.308864735e-12
2390122.996	225.959	-207.801	6.21405582e-11	2.772708834e-12	-3.152327031e-12
2395655.254	99.501	-108.863	7.14181188e-11	4.267035003e-12	-4.602021585e-12
2395865.367	129.547	-110.613	6.05206728e-11	3.704028468e-12	-3.981625473e-12
2396116.584	124.667	-121.67	6.03531684e-11	3.605934549e-12	-3.889020849e-12
2396423.015	166.297	-181.764	7.28252427e-11	3.352229622e-12	-3.785060412e-12
2400488.804	99.014	-89.776	8.11849101e-11	4.84380897e-12	-5.22509883e-12
2400696.264	101.496	-108.446	7.22402331e-11	4.359684063e-12	-4.695386451e-12
2400900.980	108.654	-103.22	7.15239924e-11	4.316458461e-12	-4.648832496e-12
2401117.857	99.172	-108.223	7.27980015e-11	4.411429785e-12	-4.748435307e-12
2401316.545	105.194	-99.516	7.44310245e-11	4.466241108e-12	-4.813967781e-12
2401534.709	118.521	-112.969	6.59110977e-11	3.948554463e-12	-4.256944167e-12
2401796.089	132.626	-142.859	7.67905278e-11	3.905350596e-12	-4.322797353e-12
2412245.891	113.032	-119.677	6.28089336e-11	3.855985098e-12	-4.143249348e-12
2412448.542	92.796	-89.618	7.90560876e-11	4.89826239e-12	-5.25674982e-12
2412628.156	91.701	-86.818	8.16666543e-11	5.01370422e-12	-5.38721778e-12
2412802.055	78.947	-82.199	9.134496e-11	5.5457094e-12	-5.96784174e-12
2412978.895	108.047	-97.893	7.06253226e-11	4.340270361e-12	-4.662978117e-12
2413196.794	103.968	-109.851	6.64051584e-11	4.187249199e-12	-4.483483242e-12
2413408.913	113.200	-108.151	6.48181653e-11	4.057637115e-12	-4.348756671e-12
2413631.442	117.330	-109.329	6.85509825e-11	4.081321986e-12	-4.403912373e-12
2419272.688	176.956	-159.297	6.44531622e-11	3.628614297e-12	-3.947989836e-12
2424279.819	383.023	-420.785	5.08713471e-11	2.532571377e-12	-2.814486885e-12
2429960.479	148.875	-129.849	5.20650333e-11	3.231756864e-12	-3.467455068e-12
2430294.655	165.784	-185.301	4.645976034e-11	2.724245097e-12	-2.945983635e-12
2435957.284	261.937	-269.664	4.83819168e-11	2.22980331e-12	-2.517045825e-12
2441793.686	188.384	-189.5	5.31369069e-11	3.080012754e-12	-3.336338922e-12
2447689.388	5477.280	-143.802	5.56084662e-11	3.48454554e-12	-3.734071551e-12
2453293.407	131.531	-126.739	5.83681833e-11	3.484143201e-12	-3.758151516e-12
2453575.462	143.317	-150.524	5.01971274e-11	3.063608142e-12	-3.294453162e-12
2453848.609	133.387	-129.83	5.67852474e-11	3.402118692e-12	-3.667790427e-12
2454208.220	210.658	-226.224	6.34040862e-11	2.776106256e-12	-3.169923687e-12
2476657.845	110.780	-107.022	7.04078277e-11	4.200807492e-12	-4.531482333e-12
2477005.236	224.499	-236.611	6.06975957e-11	2.691566766e-12	-3.06439833e-12
2481041.509	140.598	-131.726	7.23179961e-11	4.434712317e-12	-4.76581896e-12
2481318.833	148.517	-136.726	6.754272e-11	4.145541666e-12	-4.454530773e-12
2481618.575	139.811	-151.225	6.52564878e-11	4.026562827e-12	-4.323619419e-12
2481922.104	164.425	-163.718	5.76488997e-11	3.544559739e-12	-3.807853182e-12
2482376.646	252.836	-290.117	6.99591207e-11	3.00466572e-12	-3.446574978e-12
2488100.070	169.977	-159.248	5.04454377e-11	3.095065932e-12	-3.325915782e-12
2488557.433	252.310	-287.385	5.52382467e-11	2.500559103e-12	-2.833746993e-12
2494094.875	164.371	-151.285	6.16393008e-11	3.785109195e-12	-4.066959981e-12
2494410.797	144.951	-151.551	6.78663783e-11	4.061622831e-12	-4.379455668e-12
2494719.984	149.103	-164.235	8.46522222e-11	4.39521306e-12	-4.8468567e-12
2499844.728	127.506	-140.917	5.56920252e-11	3.486518595e-12	-3.73663773e-12
2500085.506	102.258	-113.272	6.8409222e-11	4.323758523e-12	-4.628264424e-12
2500432.483	256.604	-244.719	5.64740022e-11	2.531815965e-12	-2.875384008e-12
2504224.505	135.039	-135.482	5.58534921e-11	3.381838488e-12	-3.640600425e-12
2504480.930	112.555	-121.386	6.45020418e-11	3.921616104e-12	-4.219303977e-12
2504705.906	109.321	-112.421	6.89759259e-11	4.118721159e-12	-4.442427276e-12
2504913.408	104.771	-98.181	7.58943213e-11	4.502525517e-12	-4.86084921e-12
2505132.249	106.303	-114.07	6.91144503e-11	4.140456642e-12	-4.463834802e-12
2505353.636	119.480	-115.085	6.44306544e-11	3.882009621e-12	-4.18187679e-12
2505628.569	160.939	-155.453	6.32579304e-11	3.350159967e-12	-3.681635622e-12
2510768.646	127.614	-129.828	6.01718985e-11	3.587175795e-12	-3.869990166e-12
2511050.706	142.979	-154.446	5.09873154e-11	3.099942783e-12	-3.335257968e-12
2511323.378	129.587	-129.693	5.88491547e-11	3.554452062e-12	-3.82771704e-12
2511583.085	125.487	-130.121	5.93000835e-11	3.608321535e-12	-3.881791788e-12
2511953.246	255.823	-244.673	5.92343955e-11	2.591574657e-12	-2.959737543e-12
2516597.807	151.149	-199.37	5.28070179e-11	3.207929991e-12	-3.451830501e-12
2516890.397	147.308	-141.442	5.31424131e-11	3.207134973e-12	-3.454089009e-12
2517255.163	206.915	-217.458	5.92124673e-11	2.794781451e-12	-3.138960972e-12
2517737.805	291.730	-214.73	5.33432445e-11	3.149899473e-12	-3.402843192e-12
2522357.969	205.852	-177.789	5.22302193e-11	3.182478306e-12	-3.423038871e-12
2522773.470	216.618	-209.65	4.68572307e-11	2.935790886e-12	-3.14607363e-12
2523402.481	388.514	-412.393	4.373426862e-11	2.050493424e-12	-2.306218257e-12
2528568.153	260.103	-268.325	2.801935647e-11	1.762984293e-12	-1.888231023e-12
2529196.342	354.561	-368.086	3.173137086e-11	1.607245773e-12	-1.780375191e-12
2551964.508	209.008	-212.076	3.576142143e-11	2.176029471e-12	-2.340947889e-12
2552414.261	234.849	-240.744	3.32434893e-11	1.971921399e-12	-2.128896399e-12
2569164.034	216.071	-238.437	3.140175717e-11	1.980928383e-12	-2.120955396e-12
2569688.582	300.219	-308.477	3.249319227e-11	1.72381251e-12	-1.893812571e-12
2586451.602	160.671	-153.191	4.576606608e-11	2.926241493e-12	-3.12776793e-12
2586915.966	293.000	-303.692	3.950269596e-11	1.969595754e-12	-2.188209765e-12
2591796.974	262.577	-247.341	2.914398816e-11	1.812195231e-12	-1.943913678e-12
2592310.512	222.893	-250.961	3.068410611e-11	1.948825305e-12	-2.084788356e-12
2592815.143	273.788	-281.738	2.952897297e-11	1.784465235e-12	-1.921516002e-12
2609130.648	173.809	-180.862	6.51568449e-11	3.942935241e-12	-4.244955624e-12
2609488.083	150.035	-183.626	6.71138643e-11	4.033703499e-12	-4.346774922e-12
2609816.253	190.374	-178.135	6.02344953e-11	3.667035981e-12	-3.944684667e-12
2610232.410	196.892	-225.783	5.5394787e-11	3.329580786e-12	-3.587969364e-12
2621178.550	107.416	-104.758	7.52285058e-11	4.499396643e-12	-4.85191371e-12
2621370.503	108.083	-84.537	7.77456603e-11	4.98896496e-12	-5.33015616e-12
2621580.572	97.140	-101.986	8.06074353e-11	4.770556224e-12	-5.15198712e-12
2621845.596	163.302	-167.884	7.79906862e-11	3.641809374e-12	-4.099487133e-12
2627083.375	83.214	-89.791	9.59046249e-11	5.66216553e-12	-6.1170018e-12
2627238.834	85.270	-72.245	1.055244876e-10	6.24017163e-12	-6.73988343e-12
2627411.147	84.436	-87.043	9.57263496e-11	5.68368318e-12	-6.13530267e-12
2627624.957	135.921	-129.374	9.7615266e-11	4.614669423e-12	-5.18127141e-12
2632263.662	98.486	-112.828	7.74931479e-11	4.623545031e-12	-4.98749664e-12
2632466.009	110.632	-103.861	7.57945818e-11	4.533253011e-12	-4.88842368e-12
2632672.020	97.351	-95.379	8.38690377e-11	5.02026819e-12	-5.412981e-12
2632941.821	167.605	-172.45	8.84334843e-11	3.86661303e-12	-4.416564075e-12
2637390.469	116.616	-113.643	9.17527569e-11	5.6341467e-12	-6.05370465e-12
2637648.216	147.994	-141.132	7.73998323e-11	4.69029225e-12	-5.04860097e-12
2637936.409	138.174	-140.199	8.01800286e-11	4.89094977e-12	-5.25986034e-12
2638312.685	256.851	-238.101	8.58604467e-11	3.794548947e-12	-4.323507846e-12
2643608.890	109.920	-99.854	8.00609691e-11	4.83688275e-12	-5.20855608e-12
2643823.587	107.107	-104.777	7.90019433e-11	4.751741925e-12	-5.12001252e-12
2644069.197	131.302	-138.503	6.14132085e-11	3.740215794e-12	-4.023197766e-12
2644320.637	134.441	-120.138	6.48290811e-11	3.955335783e-12	-4.253559786e-12
2644639.866	169.348	-184.788	8.17893363e-11	3.710601132e-12	-4.202989203e-12
2649925.854	108.549	-118.666	8.75579985e-11	5.24964006e-12	-5.65900671e-12
2650143.775	112.384	-109.372	8.96924238e-11	5.36011665e-12	-5.78072754e-12
2650375.443	112.914	-119.284	8.52676125e-11	5.14588683e-12	-5.54212554e-12
2650667.455	201.867	-179.098	7.74351879e-11	3.842848947e-12	-4.273197117e-12
2655595.358	145.848	-148.538	5.16453063e-11	3.09898113e-12	-3.340257501e-12
2655867.921	123.627	-126.715	6.08603184e-11	3.64003773e-12	-3.925226529e-12
2657031.301	4201.769	-1039.753	5.65859133e-11	2.307308388e-12	-2.681190477e-12
2685413.679	4549.360	-146.283	5.21010651e-11	3.226190289e-12	-3.462583047e-12
2690121.717	158.235	-158.677	4.598915412e-11	2.835844662e-12	-3.045321279e-12
2690525.536	243.221	-245.584	4.334141091e-11	2.207329803e-12	-2.442641607e-12
2696283.808	181.011	-212.571	3.90400689e-11	2.373570192e-12	-2.553747063e-12
2696720.092	289.450	-255.274	4.327938888e-11	2.119385646e-12	-2.362807503e-12
2702053.088	228.263	-209.663	3.378519795e-11	2.069678667e-12	-2.224510113e-12
2706062.104	8400.775	-3780.754	3.825586527e-11	1.47912954e-12	-1.743646422e-12
2736853.098	237.307	-221.864	3.353631288e-11	2.098164558e-12	-2.248868769e-12
2737331.926	237.616	-241.52	3.62830566e-11	2.10221886e-12	-2.277311673e-12
2742548.862	149.545	-158.425	5.01569901e-11	3.004766667e-12	-3.239444775e-12
2742845.048	152.764	-146.64	5.12050518e-11	3.085153806e-12	-3.323467455e-12
2743171.393	157.351	-173.581	4.651959921e-11	2.803687488e-12	-3.020134278e-12
2766102.611	326.518	-308.628	3.177512583e-11	2.032679418e-12	-2.172533517e-12
2806287.134	156.116	-155.552	4.806537309e-11	2.990480493e-12	-3.20759817e-12
2806679.663	249.168	-236.413	3.642464322e-11	2.096564862e-12	-2.273412897e-12
2811832.192	151.099	-154.166	4.771966584e-11	2.944597908e-12	-3.161816049e-12
2812218.974	229.766	-235.683	4.36051917e-11	2.284695777e-12	-2.515429707e-12
2823078.093	139.465	-155.325	4.97395332e-11	3.055610145e-12	-3.282962592e-12
2823364.166	148.955	-146.608	5.00456103e-11	3.034538304e-12	-3.266083674e-12
2823672.712	163.611	-159.591	4.561027443e-11	2.775896634e-12	-2.986193868e-12
2824061.920	206.931	-225.596	5.33464323e-11	2.599053429e-12	-2.900474409e-12
2829370.428	179.054	-186.021	4.73245815e-11	2.704941519e-12	-2.936198538e-12
2835374.428	414.781	-408.24	3.939187644e-11	1.737836898e-12	-1.980893124e-12
2840903.492	163.787	-178.059	4.323678828e-11	2.736714708e-12	-2.928912e-12
2841294.759	254.763	-227.48	4.90298613e-11	2.395843737e-12	-2.67213954e-12
2846425.176	122.719	-142.754	5.3913426e-11	3.365560422e-12	-3.608336508e-12
2846676.101	129.447	-128.205	5.61561399e-11	3.456275067e-12	-3.712508982e-12
2846992.733	195.972	-187.185	5.85875619e-11	2.890517847e-12	-3.217839219e-12
2852827.427	5566.284	-205.61	5.42382435e-11	3.823854489e-12	-4.04171019e-12
2858643.327	246.430	-249.616	5.59759326e-11	2.990509956e-12	-3.281503449e-12
2864418.847	290.787	-260.029	5.12314719e-11	2.919080535e-12	-3.170152629e-12
