timeobs	terr1	terr2	flux	ferr1	ferr2
2991182.562	190.727	-188.125	3.97949979e-11	2.419468716e-12	-2.603129466e-12
2991583.694	206.010	-210.405	5.05545957e-11	2.585985864e-12	-2.859375456e-12
3013732.264	134.469	-136.439	5.40517089e-11	3.314303013e-12	-3.561797043e-12
3014107.237	242.224	-240.503	4.8971853e-11	2.38709709e-12	-2.663678346e-12
3024667.108	170.733	-156.875	5.79985917e-11	3.511721052e-12	-3.780420714e-12
3025146.320	303.290	-308.479	6.2871144e-11	2.728921986e-12	-3.122413875e-12
3030417.684	162.268	-143.69	4.99415238e-11	3.018914703e-12	-3.250640715e-12
3030807.807	220.892	-227.855	5.73534486e-11	2.685373257e-12	-3.021138918e-12
3037233.461	335.681	-299.465	3.919053789e-11	1.873586463e-12	-2.098802118e-12
3047304.684	166.278	-170.885	4.598628027e-11	2.759411361e-12	-2.974249761e-12
3047798.583	331.171	-327.621	4.525986276e-11	1.968008133e-12	-2.250835062e-12
3053138.451	164.769	-184.461	4.305720405e-11	2.622132135e-12	-2.820543705e-12
3053580.749	248.570	-277.529	4.540503807e-11	2.191715379e-12	-2.450405349e-12
3059312.924	269.951	-299.125	3.808170996e-11	1.951991853e-12	-2.15754651e-12
3071599.729	209.321	-225.739	3.452787807e-11	2.107930335e-12	-2.266671183e-12
3071981.873	180.076	-172.823	4.255061916e-11	2.589141786e-12	-2.785369713e-12
3072354.195	195.085	-192.246	4.815889155e-11	2.600437707e-12	-2.848373682e-12
3077766.174	162.322	-160.955	4.592931525e-11	2.769520551e-12	-2.983120539e-12
3078153.518	216.010	-225.023	4.8839511e-11	2.444920401e-12	-2.714230575e-12
3088964.697	147.461	-164.281	5.32393512e-11	3.220909167e-12	-3.467748249e-12
3089295.263	174.457	-183.105	5.54804712e-11	3.07508712e-12	-3.353969871e-12
3101226.260	4888.250	-183.885	3.692736894e-11	2.620407825e-12	-2.76782184e-12
3106624.799	544.925	-510.288	2.45370279e-11	1.205644797e-12	-1.343233626e-12
3226562.093	6466.551	-228.066	3.472835205e-11	2.225807934e-12	-2.378390049e-12
3233297.982	267.090	-269.337	4.96860651e-11	2.291836449e-12	-2.586601689e-12
3239585.449	144.101	-159.666	5.77299471e-11	3.498331809e-12	-3.765582954e-12
3239996.468	252.337	-266.918	5.98067022e-11	2.702613459e-12	-3.063917745e-12
3245343.755	157.282	-158.164	7.03240755e-11	4.237093833e-12	-4.564389123e-12
3245765.434	244.244	-264.397	5.84798529e-11	3.041801175e-12	-3.353298018e-12
3262945.408	404.277	-419.813	3.193893045e-11	1.493587179e-12	-1.680772863e-12
3268627.513	422.211	-401.878	3.535486101e-11	1.571596509e-12	-1.788297357e-12
3274164.326	152.187	-140.931	4.87105017e-11	3.069883761e-12	-3.287288823e-12
3274459.978	136.650	-143.465	5.19327396e-11	3.193338561e-12	-3.430508466e-12
3274733.237	135.595	-136.609	5.46739095e-11	3.309292371e-12	-3.562669341e-12
3285200.805	160.629	-175.017	4.522118895e-11	2.731330224e-12	-2.941314474e-12
3285600.524	248.288	-239.089	4.545615879e-11	2.297417514e-12	-2.545918599e-12
3291612.243	190.089	-187.61	4.391398326e-11	2.697675267e-12	-2.898404271e-12
3292028.318	240.686	-225.986	4.469386887e-11	2.421467853e-12	-2.650859043e-12
3297391.183	164.261	-185.395	4.36603986e-11	2.632737366e-12	-2.835782838e-12
3297781.665	247.146	-226.221	5.00905293e-11	2.408689605e-12	-2.69504823e-12
3308943.330	172.652	-178.7	4.41988953e-11	2.663255238e-12	-2.868945135e-12
3309374.232	234.771	-258.25	5.00224746e-11	2.378483268e-12	-2.667342384e-12
3314734.393	201.461	-188.569	3.872490174e-11	2.338958895e-12	-2.51877738e-12
3315161.687	207.160	-225.833	3.676696947e-11	2.176560771e-12	-2.350495833e-12
3320722.723	392.351	-417.142	3.67227315e-11	1.586557917e-12	-1.817329521e-12
3326244.276	176.204	-193.073	3.963769446e-11	2.489046315e-12	-2.666557509e-12
3326645.680	243.491	-225.2	4.11925584e-11	2.252669013e-12	-2.462295843e-12
3337795.269	171.801	-164.059	4.368031752e-11	2.75495472e-12	-2.949770838e-12
3338217.648	251.530	-250.578	4.702129614e-11	2.311283961e-12	-2.574862857e-12
3343551.389	197.766	-186.964	3.788959188e-11	2.325462426e-12	-2.498801466e-12
3343981.729	247.350	-232.574	3.590801193e-11	2.035697202e-12	-2.212491141e-12
3354893.684	143.078	-128.69	5.25387597e-11	3.292245852e-12	-3.527993805e-12
3355322.618	307.029	-285.856	4.402196757e-11	2.033093349e-12	-2.293968894e-12
3360832.455	168.145	-147.22	4.57109751e-11	2.848112862e-12	-3.054317154e-12
3361271.146	297.956	-270.546	4.451672862e-11	2.087126559e-12	-2.347432164e-12
3366319.893	176.408	-174.067	4.451124174e-11	2.737801458e-12	-2.941022742e-12
3366797.028	292.445	-300.726	4.37963631e-11	2.0692203e-12	-2.323565685e-12
3372371.579	175.914	-165.347	4.276342413e-11	2.624592054e-12	-2.820228306e-12
3372807.495	281.538	-260.002	4.063107573e-11	2.041909065e-12	-2.265174366e-12
3383872.045	151.450	-164.648	5.0877771e-11	3.108960393e-12	-3.34266912e-12
3384175.741	153.307	-152.246	5.24068524e-11	3.160588746e-12	-3.404279151e-12
3384490.619	178.570	-161.572	4.98304821e-11	2.940552783e-12	-3.176982249e-12
3389705.862	179.038	-180.638	4.701309963e-11	2.860677624e-12	-3.077484732e-12
3390175.393	313.757	-290.494	4.463800026e-11	2.140990236e-12	-2.396764335e-12
3407332.225	150.567	-137.397	5.21612469e-11	3.151123395e-12	-3.393288969e-12
3425924.383	148602.000	-18441.591	5.21043978e-11	2.625429093e-12	-2.911057905e-12
7201.227	1283.627	-1128.395	4.237973859e-11	2.22714198e-12	-2.22714198e-12
12107.030	407.713	-354.512	1.927280607e-11	1.371347607e-12	-1.371347607e-12
12945.553	454.272	-430.81	1.639556058e-11	1.169815374e-12	-1.169815374e-12
13848.644	413.694	-448.82	1.578586968e-11	1.108515912e-12	-1.108515912e-12
18195.385	471.583	-561.432	3.797092908e-11	2.748138624e-12	-2.748138624e-12
19315.461	725.499	-648.494	5.69670486e-11	2.909682321e-12	-2.909682321e-12
23709.371	413.084	-341.619	2.608201932e-11	1.860499578e-12	-1.860499578e-12
24429.399	385.075	-306.944	2.044417767e-11	1.453268271e-12	-1.453268271e-12
25329.355	490.550	-514.881	2.056130517e-11	1.339925559e-12	-1.339925559e-12
29486.068	365.288	-374.371	1.441488384e-11	1.030363131e-12	-1.030363131e-12
30711.520	887.418	-860.164	1.143658992e-11	5.97803304e-13	-5.97803304e-13
35456.358	348.854	-563.803	7.36472121e-11	4.76128842e-12	-4.76128842e-12
36041.172	124.228	-134.025	1.493708412e-10	1.075325601e-11	-1.075325601e-11
36286.117	122.493	-120.717	1.613583699e-10	1.14392271e-11	-1.14392271e-11
36608.144	179.067	-199.534	1.809763809e-10	9.7165593e-12	-9.7165593e-12
41260.433	137.260	-146.067	3.514547085e-10	2.546331081e-11	-2.546331081e-11
41521.745	149.246	-124.051	3.672112794e-10	2.64765627e-11	-2.64765627e-11
42065.644	540.566	-394.652	1.396886715e-10	8.82121254e-12	-8.82121254e-12
53854.628	451.307	-476.397	4.133389869e-11	2.663568705e-12	-2.663568705e-12
69925.327	403.200	-359.025	2.304357741e-11	1.643370792e-12	-1.643370792e-12
70805.303	420.841	-476.776	2.632707903e-11	1.640124549e-12	-1.640124549e-12
75674.252	373.354	-331.202	1.709210937e-11	1.216969698e-12	-1.216969698e-12
76707.835	518.208	-660.228	2.192067969e-11	1.249927686e-12	-1.249927686e-12
81326.253	207.353	-206.355	4.65211593e-11	3.319021923e-12	-3.319021923e-12
81739.940	214.895	-206.334	4.550398062e-11	3.250608354e-12	-3.250608354e-12
82223.648	255.215	-268.813	3.67305561e-11	2.61716931e-12	-2.61716931e-12
82895.447	450.945	-416.584	2.881115769e-11	1.824098283e-12	-1.824098283e-12
87519.581	567.306	-550.955	1.544409405e-11	9.82261644e-13	-9.82261644e-13
92920.360	221.466	-242.388	4.203211866e-11	3.017880117e-12	-3.017880117e-12
93433.718	292.312	-291.893	3.341367435e-11	2.380767858e-12	-2.380767858e-12
95925.236	4941.796	-2199.206	2.368463433e-11	1.220812446e-12	-1.220812446e-12
111420.031	62.940	-79.976	3.870133134e-10	2.466125067e-11	-2.466125067e-11
116987.110	99.641	-100.945	2.368135959e-10	1.701916188e-11	-1.701916188e-11
117195.550	121.874	-108.799	2.059892604e-10	1.482353082e-11	-1.482353082e-11
117441.210	131.959	-123.787	1.830977169e-10	1.33104657e-11	-1.33104657e-11
117696.921	137.010	-123.751	1.836276162e-10	1.316372064e-11	-1.316372064e-11
118060.535	217.181	-226.605	1.406699826e-10	8.80688193e-12	-8.80688193e-12
122025.930	196.029	-212.665	4.464280611e-11	3.19033092e-12	-3.19033092e-12
122429.777	183.323	-207.819	4.683024066e-11	3.337776813e-12	-3.337776813e-12
122810.261	206.518	-197.16	4.554833451e-11	3.250721859e-12	-3.250721859e-12
123258.908	219.217	-242.129	4.000511739e-11	2.866524339e-12	-2.866524339e-12
123742.393	312.398	-264.268	3.993797073e-11	2.560307652e-12	-2.560307652e-12
128181.563	318.668	-340.757	2.722216497e-11	1.930408032e-12	-1.930408032e-12
129207.618	626.500	-707.387	3.57389088e-11	1.961365434e-12	-1.961365434e-12
150977.983	225.928	-180.257	2.953301085e-10	2.139452364e-11	-2.139452364e-11
151651.195	274.815	-447.284	3.437860209e-10	1.731500904e-11	-1.731500904e-11
156540.780	344.430	-252.311	7.72454655e-11	5.54519259e-12	-5.54519259e-12
157332.119	533.441	-446.909	5.85893973e-11	3.799004139e-12	-3.799004139e-12
162377.440	288.233	-308.508	3.423964299e-11	2.453263743e-12	-2.453263743e-12
162940.917	331.526	-275.244	2.994008808e-11	2.136785238e-12	-2.136785238e-12
163602.102	324.744	-329.66	3.402011949e-11	2.335019064e-12	-2.335019064e-12
168072.336	197.134	-221.588	3.155315352e-10	2.295158523e-11	-2.295158523e-11
168470.100	213.076	-200.63	3.182858427e-10	2.324366982e-11	-2.324366982e-11
168868.343	205.974	-185.167	3.369483831e-10	2.458220772e-11	-2.458220772e-11
169242.995	167.302	-168.677	3.963403332e-10	2.859453702e-11	-2.859453702e-11
169566.719	141.947	-156.423	4.418704731e-10	3.204649455e-11	-3.204649455e-11
169907.131	200.187	-198.464	4.012681407e-10	2.644630275e-11	-2.644630275e-11
174777.033	924.250	-78.452	6.83856033e-10	4.114533066e-11	-4.114533066e-11
175885.937	163.861	-184.654	6.01316163e-10	3.199513233e-11	-3.199513233e-11
185875.887	146.834	-131.478	3.666606111e-10	2.654042496e-11	-2.654042496e-11
186180.422	153.206	-157.701	3.298158738e-10	2.380010997e-11	-2.380010997e-11
186478.517	163.511	-144.889	3.300587262e-10	2.391558561e-11	-2.391558561e-11
186814.676	180.883	-172.648	2.903413947e-10	2.084475855e-11	-2.084475855e-11
187276.512	223.007	-280.954	3.710069349e-10	1.982744463e-11	-1.982744463e-11
191825.001	153.960	-151.933	3.773865438e-10	2.720976636e-11	-2.720976636e-11
192178.935	186.152	-199.975	2.96055333e-10	2.145750684e-11	-2.145750684e-11
192558.964	159.655	-193.877	3.243279312e-10	2.341317867e-11	-2.341317867e-11
193058.256	339.833	-339.638	3.187450308e-10	1.679315652e-11	-1.679315652e-11
197015.365	268.462	-285.657	7.04457915e-11	5.03140134e-12	-5.03140134e-12
197598.571	279.490	-314.745	6.48911949e-11	4.662841911e-12	-4.662841911e-12
198166.693	225.369	-288.631	7.55813856e-11	5.39194152e-12	-5.39194152e-12
198759.161	420.180	-367.099	9.25509144e-11	4.827631368e-12	-4.827631368e-12
203187.617	382.873	-675.217	1.012941321e-10	7.26090036e-12	-7.26090036e-12
203807.192	207.094	-236.701	2.342107089e-10	1.684900581e-11	-1.684900581e-11
204243.942	214.139	-229.656	2.333324217e-10	1.692392394e-11	-1.692392394e-11
204710.816	246.204	-252.735	2.759811768e-10	1.734785787e-11	-1.734785787e-11
208429.298	146.433	-146.924	1.326248931e-10	9.48526509e-12	-9.48526509e-12
208794.182	230.360	-218.451	8.53255725e-11	6.13961103e-12	-6.13961103e-12
209242.376	203.396	-217.834	9.08912298e-11	6.5247987e-12	-6.5247987e-12
209606.382	145.282	-160.61	1.271296089e-10	9.05861187e-12	-9.05861187e-12
209884.187	125.731	-132.523	1.496402103e-10	1.067974341e-11	-1.067974341e-11
210112.778	100.232	-102.86	1.90102038e-10	1.358021637e-11	-1.358021637e-11
210320.156	93.439	-107.146	1.951826184e-10	1.38885201e-11	-1.38885201e-11
210577.933	159.088	-164.338	1.737979866e-10	1.033568319e-11	-1.033568319e-11
214442.919	314.463	-287.289	2.250060813e-10	1.179798018e-11	-1.179798018e-11
214986.893	176.175	-154.791	1.281246855e-10	9.18323553e-12	-9.18323553e-12
215344.933	194.232	-181.865	1.124030838e-10	8.05640136e-12	-8.05640136e-12
215915.300	451.275	-376.135	7.36479849e-11	4.423068636e-12	-4.423068636e-12
220667.247	123.172	-135.082	1.535218881e-10	1.101629781e-11	-1.101629781e-11
220911.875	124.262	-121.455	1.590815079e-10	1.145755695e-11	-1.145755695e-11
221148.401	108.379	-112.265	1.805343876e-10	1.287408486e-11	-1.287408486e-11
221371.016	98.886	-114.235	1.872899637e-10	1.330583373e-11	-1.330583373e-11
221579.110	108.928	-109.208	1.813811832e-10	1.290171246e-11	-1.290171246e-11
221796.425	94.705	-108.387	1.920382401e-10	1.381245243e-11	-1.381245243e-11
222040.397	146.587	-149.266	1.872628191e-10	1.128585528e-11	-1.128585528e-11
226230.663	455.103	-399.886	1.264021143e-10	7.7365974e-12	-7.7365974e-12
231845.926	199.745	-176.353	8.10152805e-11	5.7885618e-12	-5.7885618e-12
232302.726	264.460	-257.055	7.11370611e-11	4.614056013e-12	-4.614056013e-12
237956.252	549.956	-540.719	8.39177241e-11	5.56737678e-12	-5.56737678e-12
243400.250	299.539	-267.115	7.0708785e-11	5.06452548e-12	-5.06452548e-12
244068.497	438.638	-368.708	6.30702366e-11	4.001266668e-12	-4.001266668e-12
249077.052	181.084	-184.986	9.06469284e-11	6.40848264e-12	-6.40848264e-12
249456.047	208.275	-197.911	8.08734717e-11	5.77195626e-12	-5.77195626e-12
249847.580	162.752	-183.258	9.47906337e-11	6.72467376e-12	-6.72467376e-12
250320.941	306.177	-310.61	8.17563474e-11	4.73444328e-12	-4.73444328e-12
255215.543	172.915	-200.676	8.44214448e-11	6.03282456e-12	-6.03282456e-12
255599.214	195.430	-210.756	7.76109516e-11	5.53203567e-12	-5.53203567e-12
255990.852	182.396	-196.208	8.36013591e-11	5.9705079e-12	-5.9705079e-12
256460.287	287.125	-287.039	8.13591765e-11	4.763927049e-12	-4.763927049e-12
261085.726	195.124	-191.003	6.72957138e-11	4.81960101e-12	-4.81960101e-12
261472.547	199.445	-191.697	6.74275728e-11	4.805423028e-12	-4.805423028e-12
261899.765	236.080	-227.773	5.54795052e-11	4.015951317e-12	-4.015951317e-12
262378.787	248.480	-242.942	5.54000517e-11	3.883534935e-12	-3.883534935e-12
267057.379	390.363	-409.471	2.17936845e-11	1.554273231e-12	-1.554273231e-12
267910.915	474.559	-463.174	2.17246638e-11	1.439761659e-12	-1.439761659e-12
272639.576	237.773	-228.588	8.30317089e-11	5.94476883e-12	-5.94476883e-12
273112.115	216.551	-234.765	8.55882279e-11	6.12813495e-12	-6.12813495e-12
273734.060	411.981	-405.394	9.12965634e-11	4.71961518e-12	-4.71961518e-12
278437.755	215.407	-205.823	9.61091754e-11	6.89710476e-12	-6.89710476e-12
278888.329	213.642	-235.168	9.04276464e-11	6.47457153e-12	-6.47457153e-12
279519.832	447.152	-417.861	8.52823923e-11	4.526837805e-12	-4.526837805e-12
284222.609	225.984	-230.348	7.23146151e-11	5.15986002e-12	-5.15986002e-12
284640.346	196.881	-191.753	8.49240063e-11	6.08214369e-12	-6.08214369e-12
285039.053	224.417	-201.826	7.81705071e-11	5.558364e-12	-5.558364e-12
285494.845	232.467	-231.374	7.96103784e-11	5.38780704e-12	-5.38780704e-12
290144.906	392.542	-392.249	2.446267005e-11	1.74062091e-12	-1.74062091e-12
291049.460	435.752	-512.012	2.424982644e-11	1.487838996e-12	-1.487838996e-12
295791.830	304.676	-282.037	4.442622408e-11	3.162899901e-12	-3.162899901e-12
296331.099	219.231	-234.593	5.70314325e-11	4.080227991e-12	-4.080227991e-12
296900.707	326.587	-350.377	6.23564592e-11	3.506633613e-12	-3.506633613e-12
302563.361	503.605	-494.301	5.65376133e-11	2.88874572e-12	-2.88874572e-12
308333.739	491.841	-508.572	6.58778673e-11	3.501975078e-12	-3.501975078e-12
312910.394	355.410	-371.712	6.26068947e-11	3.908343264e-12	-3.908343264e-12
318802.015	404.734	-430.197	4.97989905e-11	2.542699887e-12	-2.542699887e-12
324592.054	614.881	-475.796	5.48312226e-11	3.865787583e-12	-3.865787583e-12
330073.558	204.428	-191.729	5.3474862e-11	3.817406439e-12	-3.817406439e-12
330469.839	186.752	-191.854	5.73788544e-11	4.086737382e-12	-4.086737382e-12
330925.987	279.696	-269.396	5.35046631e-11	3.264370473e-12	-3.264370473e-12
335957.784	245.409	-251.041	5.09422032e-11	3.648698403e-12	-3.648698403e-12
336440.481	219.043	-237.289	5.44341e-11	3.908901129e-12	-3.908901129e-12
337008.491	317.968	-348.967	5.51290404e-11	3.254732691e-12	-3.254732691e-12
342217.045	397.595	-404.746	9.05877126e-11	6.54773637e-12	-6.54773637e-12
343063.208	444.026	-448.568	8.6300025e-11	6.07615449e-12	-6.07615449e-12
348408.061	858.400	-836.535	7.17436125e-11	4.060335636e-12	-4.060335636e-12
353539.180	198.253	-202.918	8.99216073e-11	6.42482736e-12	-6.42482736e-12
353946.338	202.294	-208.905	8.91065931e-11	6.33673782e-12	-6.33673782e-12
354332.049	210.231	-183.416	9.20427984e-11	6.6167136e-12	-6.6167136e-12
354776.890	249.292	-234.61	9.65219955e-11	6.09204036e-12	-6.09204036e-12
360053.748	791.180	-898.74	7.08667743e-11	3.678979122e-12	-3.678979122e-12
365312.180	405.543	-401.812	6.45200577e-11	4.629653532e-12	-4.629653532e-12
366163.461	441.849	-445.738	6.02066262e-11	3.928993446e-12	-3.928993446e-12
371489.347	877.194	-817.742	2.624056407e-11	1.404803568e-12	-1.404803568e-12
377154.322	1030.996	-663.942	3.404926371e-11	2.048715984e-12	-2.048715984e-12
382576.913	377.636	-324.414	3.024065898e-11	2.171808051e-12	-2.171808051e-12
383438.535	496.369	-483.987	3.465428883e-11	2.019813264e-12	-2.019813264e-12
394844.451	5062.743	-5859.006	2.823457161e-11	1.272829131e-12	-1.272829131e-12
407960.651	3884.809	-2879.273	2.912706867e-11	1.586109693e-12	-1.586109693e-12
417251.759	654.393	-654.423	2.636124162e-11	1.385187972e-12	-1.385187972e-12
422751.313	343.435	-336.049	2.748837525e-11	1.960247772e-12	-1.960247772e-12
423581.187	503.940	-486.439	2.9583267e-11	1.725910179e-12	-1.725910179e-12
428618.342	389.002	-438.407	2.814255528e-11	1.913256219e-12	-1.913256219e-12
434992.305	976.418	-753.62	3.679328331e-11	2.395746654e-12	-2.395746654e-12
440246.582	225.269	-251.122	4.134250092e-11	2.962790103e-12	-2.962790103e-12
440738.373	287.594	-266.523	3.518409153e-11	2.512217757e-12	-2.512217757e-12
441378.947	349.057	-352.98	3.616560066e-11	2.263787673e-12	-2.263787673e-12
446057.398	274.362	-299.814	3.428631528e-11	2.438873724e-12	-2.438873724e-12
446516.588	173.719	-184.827	5.46655053e-11	3.88419423e-12	-3.88419423e-12
447078.336	409.286	-388.029	4.241417166e-11	2.300760357e-12	-2.300760357e-12
452421.252	886.010	-841.52	6.08778513e-11	3.345623631e-12	-3.345623631e-12
457699.333	369.326	-362.811	5.68537368e-11	4.068943662e-12	-4.068943662e-12
458546.252	520.308	-477.593	4.689102621e-11	3.173394525e-12	-3.173394525e-12
463947.646	881.063	-848.979	4.105489374e-11	2.232339543e-12	-2.232339543e-12
469222.815	244.954	-304.148	3.898668774e-11	2.780709729e-12	-2.780709729e-12
469729.168	277.674	-261.398	3.920309106e-11	2.799613383e-12	-2.799613383e-12
470326.577	304.576	-319.735	4.217150763e-11	2.682581034e-12	-2.682581034e-12
475259.955	905.341	-822.189	3.901403037e-11	2.138343396e-12	-2.138343396e-12
490274.207	2272.966	-4214.293	3.106966569e-11	1.87431048e-12	-1.87431048e-12
498144.228	401.338	-506.306	2.356732329e-11	1.625450526e-12	-1.625450526e-12
510069.554	776.783	-785.27	2.102649696e-11	1.073443833e-12	-1.073443833e-12
515463.273	372.837	-404.43	2.50375125e-11	1.772425494e-12	-1.772425494e-12
516277.034	388.995	-440.924	2.046943374e-11	1.393897428e-12	-1.393897428e-12
521844.367	760.802	-863.932	2.137049922e-11	1.104027876e-12	-1.104027876e-12
526891.390	347.992	-271.315	2.420814837e-11	1.729486794e-12	-1.729486794e-12
527732.111	515.208	-492.73	2.200097844e-11	1.365353577e-12	-1.365353577e-12
532693.787	232.946	-243.441	4.108520199e-11	2.889650862e-12	-2.889650862e-12
538369.836	246.552	-252.404	5.03351205e-11	3.586693278e-12	-3.586693278e-12
538847.143	248.142	-230.754	5.21850588e-11	3.737712888e-12	-3.737712888e-12
539458.732	366.172	-363.447	5.24968353e-11	3.03909879e-12	-3.03909879e-12
544320.124	216.622	-219.651	1.078719642e-10	7.75520739e-12	-7.75520739e-12
544785.917	257.306	-249.171	9.2065113e-11	6.68593233e-12	-6.68593233e-12
545370.117	335.031	-326.893	9.54767835e-11	5.90644278e-12	-5.90644278e-12
549923.108	216.448	-249.913	1.590884631e-10	1.146684504e-11	-1.146684504e-11
550360.227	238.168	-220.671	1.612268973e-10	1.160403153e-11	-1.160403153e-11
550944.370	401.194	-345.974	1.669739694e-10	9.24710745e-12	-9.24710745e-12
556307.255	729.917	-656.62	1.293828522e-10	6.9779493e-12	-6.9779493e-12
561452.421	120.038	-138.216	1.453686549e-10	1.035421107e-11	-1.035421107e-11
561695.846	127.344	-123.388	1.482826905e-10	1.054795686e-11	-1.054795686e-11
561965.398	173.714	-142.208	1.172442894e-10	8.36194716e-12	-8.36194716e-12
562282.037	127.865	-142.925	1.350951e-10	9.76718736e-12	-9.76718736e-12
562636.103	230.120	-226.202	1.549096437e-10	8.00745414e-12	-8.00745414e-12
576180.019	2468.687	-3337.981	1.793850408e-10	1.594147779e-11	-1.594147779e-11
578761.407	102.929	-112.701	1.405510197e-10	9.97277631e-12	-9.97277631e-12
579060.735	184.708	-196.399	1.204018053e-10	7.01352225e-12	-7.01352225e-12
584567.630	160.163	-163.282	1.191987972e-10	8.51550735e-12	-8.51550735e-12
584963.100	283.701	-235.307	1.297599303e-10	7.00753788e-12	-7.00753788e-12
590729.123	637.785	-482.979	1.185904587e-10	6.91242552e-12	-6.91242552e-12
596240.301	203.018	-203.167	8.28209277e-11	5.95888209e-12	-5.95888209e-12
596665.655	223.966	-222.336	7.45830729e-11	5.3130483e-12	-5.3130483e-12
597196.646	349.881	-307.026	7.7648529e-11	4.485328785e-12	-4.485328785e-12
602017.220	239.825	-219.014	7.80343977e-11	5.59285986e-12	-5.59285986e-12
602465.160	193.055	-208.115	8.90176245e-11	6.3800436e-12	-6.3800436e-12
603012.683	352.587	-354.467	9.42128208e-11	4.95969516e-12	-4.95969516e-12
607932.102	296.673	-355.229	1.193322501e-10	8.67326481e-12	-8.67326481e-12
608741.455	565.454	-512.681	1.216008528e-10	6.78201552e-12	-6.78201552e-12
613591.006	174.600	-168.903	8.57004771e-11	6.07621728e-12	-6.07621728e-12
613910.685	160.813	-145.079	9.44524371e-11	6.75651795e-12	-6.75651795e-12
614215.827	146.520	-144.328	9.98020002e-11	7.10248602e-12	-7.10248602e-12
614632.080	314.462	-269.733	8.07824745e-11	4.531062123e-12	-4.531062123e-12
619677.545	358.257	-393.937	9.47023896e-11	5.28977736e-12	-5.28977736e-12
620409.906	295.346	-323.958	1.134644763e-10	5.92271988e-12	-5.92271988e-12
625287.011	326.764	-370.269	1.294896918e-10	9.26716161e-12	-9.26716161e-12
626023.359	382.718	-409.584	1.445014767e-10	9.21803568e-12	-9.21803568e-12
631510.333	656.815	-779.868	9.07410651e-11	4.725482664e-12	-4.725482664e-12
637550.538	496.357	-473.969	9.70080867e-11	6.4149645e-12	-6.4149645e-12
644676.904	4589.802	-1786.743	9.48535203e-11	4.720185603e-12	-4.720185603e-12
659892.834	5591.626	-198.72	6.66185478e-11	5.17540779e-12	-5.17540779e-12
665680.328	205.300	-195.868	9.21030285e-11	5.9619588e-12	-5.9619588e-12
671608.093	339.314	-357.715	1.341404988e-10	8.27000328e-12	-8.27000328e-12
677596.618	529.683	-538.427	1.307138553e-10	7.05486705e-12	-7.05486705e-12
682972.290	157.115	-156.3	1.101769851e-10	7.85488893e-12	-7.85488893e-12
683282.711	167.629	-153.307	1.08484698e-10	7.75092801e-12	-7.75092801e-12
683870.833	434.493	-420.492	7.73030391e-11	4.018087143e-12	-4.018087143e-12
688751.313	136.125	-114.606	1.269967356e-10	9.04375479e-12	-9.04375479e-12
689064.045	191.969	-176.606	8.66325222e-11	6.19126305e-12	-6.19126305e-12
689421.134	155.816	-165.12	9.98982138e-11	7.12114431e-12	-7.12114431e-12
689823.409	302.635	-246.458	8.32029807e-11	4.97360073e-12	-4.97360073e-12
696759.671	3535.398	-2283.161	1.367930382e-10	9.77086299e-12	-9.77086299e-12
700446.317	162.166	-151.249	1.131807138e-10	8.08917774e-12	-8.08917774e-12
700791.478	180.565	-182.995	9.80554239e-11	6.99864102e-12	-6.99864102e-12
701118.416	154.504	-146.373	1.184855994e-10	8.4769881e-12	-8.4769881e-12
701512.815	254.038	-239.894	8.55930096e-11	5.62557828e-12	-5.62557828e-12
706705.550	308.648	-305.644	1.228425975e-10	8.85212454e-12	-8.85212454e-12
707315.087	270.772	-300.889	1.678283481e-10	1.072831389e-11	-1.072831389e-11
712154.284	274.944	-321.798	1.147862058e-10	8.20318989e-12	-8.20318989e-12
712665.409	220.150	-236.181	1.476685077e-10	1.067625132e-11	-1.067625132e-11
713116.778	230.117	-231.219	1.567429185e-10	1.085359926e-11	-1.085359926e-11
717879.690	212.806	-215.944	1.31059635e-10	9.45778722e-12	-9.45778722e-12
718271.337	197.257	-178.84	1.507366686e-10	1.078479108e-11	-1.078479108e-11
718822.473	343.145	-353.88	1.376341344e-10	7.62542529e-12	-7.62542529e-12
723668.465	257.764	-236.177	9.8603484e-11	7.03963323e-12	-7.03963323e-12
724202.270	242.974	-276.04	9.29505486e-11	6.66116892e-12	-6.66116892e-12
724690.686	235.953	-245.443	1.015126413e-10	7.19409663e-12	-7.19409663e-12
729509.911	203.076	-268.299	1.039539648e-10	7.45784361e-12	-7.45784361e-12
730094.255	461.182	-381.268	1.107574062e-10	5.75708952e-12	-5.75708952e-12
736256.251	250.423	-223.458	8.14823415e-11	5.11185465e-12	-5.11185465e-12
758564.673	5461.574	-415.315	1.15354407e-10	8.35491951e-12	-8.35491951e-12
764172.720	151.897	-146.473	1.054112241e-10	7.4929722e-12	-7.4929722e-12
764602.571	283.680	-277.954	9.1095732e-11	5.10604899e-12	-5.10604899e-12
770583.164	481.772	-742.793	8.92126116e-11	4.659941979e-12	-4.659941979e-12
775820.893	176.584	-220.932	8.08245921e-11	5.81779779e-12	-5.81779779e-12
776279.615	246.902	-282.137	8.91510774e-11	5.13993144e-12	-5.13993144e-12
781575.286	174.166	-209.453	8.28234876e-11	5.93783778e-12	-5.93783778e-12
781993.640	257.274	-244.188	6.36477597e-11	4.541795832e-12	-4.541795832e-12
782493.386	213.853	-242.471	7.44238761e-11	5.13765651e-12	-5.13765651e-12
