Time	T_+ve	T_-ve	Flux	Fluxpos	Fluxneg
10773.367	9083.891	-380.973	9.13213644e-12	2.267302452e-12	-2.267302452e-12
19900.868	36.624	-43.610	7.389936e-12	1.6667142e-12	-1.6667142e-12
19987.920	37.328	-50.428	7.06839444e-12	1.555134648e-12	-1.555134648e-12
20096.197	79.487	-70.950	6.27181716e-12	1.120708236e-12	-1.120708236e-12
146555.253	284.861	-334.446	9.26973672e-13	2.45568768e-13	-2.45568768e-13
147119.886	382.159	-279.772	8.8828686e-13	2.3150664e-13	-2.3150664e-13
148168.608	594.601	-666.562	7.3506174e-13	1.542806688e-13	-1.542806688e-13
152380.440	387.439	-404.872	5.23883808e-13	1.411395468e-13	-1.411395468e-13
153172.772	349.809	-404.893	5.82432384e-13	1.523085144e-13	-1.523085144e-13
153921.978	500.715	-399.397	6.93069156e-13	1.503038472e-13	-1.503038472e-13
205918.759	4305.099	-1339.193	4.99488264e-13	1.045901208e-13	-1.045901208e-13
230240.791	2904.195	-3294.753	5.9542086e-13	1.302954108e-13	-1.302954108e-13
250883.752	16640.116	-12602.929	4.78548516e-13	8.87845452e-14	-8.87845452e-14
364737.760	24593.823	-34370.367	2.94096744e-13	6.39111816e-14	-6.39111816e-14
414901.166	3943.528	-9069.438	3.44599656e-13	8.5677384e-14	-8.5677384e-14
601552.305	40311.028	-51805.107	1.913077092e-13	4.58995236e-14	-4.58995236e-14
719950.448	13420.638	-10214.089	1.83317586e-13	4.19278776e-14	-4.19278776e-14
935071.107	12072.676	-12743.088	1.366640892e-13	3.30410304e-14	-3.30410304e-14
1102711.939	11351.643	-12265.313	1.025769948e-13	2.82756936e-14	-2.82756936e-14
1260715.737	13066.621	-10698.369	1.579922352e-13	4.34321076e-14	-4.34321076e-14
1614329.988	34514.498	-6681.566	9.97573644e-14	2.69186148e-14	-2.69186148e-14
1962101.084	2643.052	-4108.907	1.263365328e-13	3.67711104e-14	-3.67711104e-14
2294610.458	20234.578	-10122.061	8.43830508e-14	2.6897616e-14	-2.248774944e-14
2633834.291	8474.712	-4540.292	7.03478496e-14	2.81152956e-14	-2.27289894e-14
3684183.607	20381.409	-26244.004	8.74348308e-14	3.40633824e-14	-2.75375436e-14
